resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,7,64,1024,50.0,ws,gaussian,2777835.0,12.827189355,5597175.0,16.558209465,49.62923260394753,77.4672489927944
1080p,1920,1080,128,128,7,64,1024,50.0,ws,sobel,2819340.0,3.7310201100000002,5597175.0,16.558209465,50.37076739605247,22.532751007205597
1080p,1920,1080,128,128,7,64,1024,200.0,os,gaussian,5839545.0,61.048955279999994,10327440.0,63.48504024,56.54397411168692,96.16274172499445
1080p,1920,1080,128,128,7,64,1024,200.0,os,sobel,4487895.0,2.43608496,10327440.0,63.48504024,43.45602588831308,3.837258275005545
1080p,1920,1080,128,128,7,64,1024,200.0,ws,gaussian,2268795.0,12.835514355,4547970.0,16.568559465,49.88588315226354,77.46910274314546
1080p,1920,1080,128,128,7,64,1024,200.0,ws,sobel,2279175.0,3.73304511,4547970.0,16.568559465,50.11411684773647,22.53089725685455
1080p,1920,1080,128,128,7,64,1024,800.0,os,gaussian,5712345.0,61.20195528,10114680.0,63.64584024,56.4757856897104,96.16018116693184
1080p,1920,1080,128,128,7,64,1024,800.0,os,sobel,4402335.0,2.4438849599999997,10114680.0,63.64584024,43.5242143102896,3.8398188330681697
1080p,1920,1080,128,128,7,64,1024,800.0,ws,gaussian,2141595.0,12.866114354999999,4285725.0,16.609959465,49.970425073937314,77.46023933478635
1080p,1920,1080,128,128,7,64,1024,800.0,ws,sobel,2144130.0,3.74384511,4285725.0,16.609959465,50.02957492606268,22.53976066521364
1080p,1920,1080,128,128,7,64,4096,50.0,os,gaussian,7743465.0,10.978355279999999,12573585.0,13.413165239999998,61.58518036025525,81.84761078810061
1080p,1920,1080,128,128,7,64,4096,50.0,os,sobel,4830120.0,2.43480996,12573585.0,13.413165239999998,38.41481963974475,18.1523892118994
1080p,1920,1080,128,128,7,64,4096,50.0,ws,gaussian,4542900.0,12.800639355000001,9127305.0,25.356984465000004,49.77263277604945,50.48170997094942
1080p,1920,1080,128,128,7,64,4096,50.0,ws,sobel,4584405.0,12.55634511,9127305.0,25.356984465000004,50.227367223950544,49.518290029050576
1080p,1920,1080,128,128,7,64,4096,200.0,os,gaussian,6188265.0,10.981055280000001,10676160.0,13.417140240000002,57.96339695171297,81.84348589621658
1080p,1920,1080,128,128,7,64,4096,200.0,os,sobel,4487895.0,2.43608496,10676160.0,13.417140240000002,42.03660304828703,18.156514103783415
1080p,1920,1080,128,128,7,64,4096,200.0,ws,gaussian,2710050.0,12.803114355,5430480.0,25.361259465,49.90442833782649,50.4829595417729
1080p,1920,1080,128,128,7,64,4096,200.0,ws,sobel,2720430.0,12.55814511,5430480.0,25.361259465,50.09557166217351,49.5170404582271
1080p,1920,1080,128,128,7,64,4096,800.0,os,gaussian,5799465.0,10.98435528,10201800.0,13.428240240000001,56.84746809386579,81.80040782469648
1080p,1920,1080,128,128,7,64,4096,800.0,os,sobel,4402335.0,2.4438849599999997,10201800.0,13.428240240000001,43.152531906134215,18.19959217530353
1080p,1920,1080,128,128,7,64,4096,800.0,ws,gaussian,2251845.0,12.806114355,4506225.0,25.369959465,49.97187224339664,50.47747266867775
1080p,1920,1080,128,128,7,64,4096,800.0,ws,sobel,2254380.0,12.563845109999999,4506225.0,25.369959465,50.02812775660337,49.522527331322244
1080p,1920,1080,128,128,7,128,256,50.0,os,gaussian,73272720.0,365.74133628,77775105.0,375.68106323999996,94.21102035156366,97.35421134238803
1080p,1920,1080,128,128,7,128,256,50.0,os,sobel,4502385.0,9.93972696,77775105.0,375.68106323999996,5.788979648436348,2.645788657611978
1080p,1920,1080,128,128,7,128,256,50.0,ws,gaussian,2325450.0,11.256464355,4692405.0,14.106009465,49.557742777957145,79.79906991363983
1080p,1920,1080,128,128,7,128,256,50.0,ws,sobel,2366955.0,2.84954511,4692405.0,14.106009465,50.442257222042855,20.200930086360184
1080p,1920,1080,128,128,7,128,256,200.0,os,gaussian,18413685.0,366.36218627999995,22734600.0,376.31781323999996,80.99410150167586,97.35446300713627
1080p,1920,1080,128,128,7,128,256,200.0,os,sobel,4320915.0,9.95562696,22734600.0,376.31781323999996,19.00589849832414,2.6455369928637187
1080p,1920,1080,128,128,7,128,256,200.0,ws,gaussian,2175105.0,11.275514355,4360590.0,14.128959465000001,49.88097940874973,79.80427987589248
1080p,1920,1080,128,128,7,128,256,200.0,ws,sobel,2185485.0,2.85344511,4360590.0,14.128959465000001,50.11902059125026,20.195720124107524
1080p,1920,1080,128,128,7,128,256,800.0,os,gaussian,4920975.0,367.60118628000004,9196485.0,377.59401324000004,53.509302739035626,97.35355259627792
1080p,1920,1080,128,128,7,128,256,800.0,os,sobel,4275510.0,9.99282696,9196485.0,377.59401324000004,46.49069726096438,2.646447403722083
1080p,1920,1080,128,128,7,128,256,800.0,ws,gaussian,2137545.0,11.310914355000001,4277625.0,14.177559465000002,49.97036907162269,79.78040496266753
1080p,1920,1080,128,128,7,128,256,800.0,ws,sobel,2140080.0,2.8666451100000003,4277625.0,14.177559465000002,50.02963092837731,20.21959503733247
1080p,1920,1080,128,128,7,128,1024,50.0,os,gaussian,12447465.0,61.048586279999995,17164185.0,63.49003824,72.51998856922131,96.15459050320459
1080p,1920,1080,128,128,7,128,1024,50.0,os,sobel,4716720.0,2.44145196,17164185.0,63.49003824,27.480011430778685,3.8454094967954147
1080p,1920,1080,128,128,7,128,1024,50.0,ws,gaussian,2803755.0,12.869714355,5649015.0,16.608834465,49.63263507000778,77.48716131839657
1080p,1920,1080,128,128,7,128,1024,50.0,ws,sobel,2845260.0,3.73912011,5649015.0,16.608834465,50.36736492999222,22.512838681603416
1080p,1920,1080,128,128,7,128,1024,200.0,os,gaussian,5078145.0,61.08818628,9452640.0,63.530913240000004,53.72197608287209,96.15505769487031
1080p,1920,1080,128,128,7,128,1024,200.0,os,sobel,4374495.0,2.44272696,9452640.0,63.530913240000004,46.27802391712791,3.844942305129691
1080p,1920,1080,128,128,7,128,1024,200.0,ws,gaussian,2294715.0,12.878714355,4599810.0,16.619859465,49.88716925264304,77.48991128427691
1080p,1920,1080,128,128,7,128,1024,200.0,ws,sobel,2305095.0,3.74114511,4599810.0,16.619859465,50.11283074735695,22.510088715723082
1080p,1920,1080,128,128,7,128,1024,800.0,os,gaussian,4950945.0,61.24118628,9239880.0,63.69441324,53.582351718853495,96.14844248465518
1080p,1920,1080,128,128,7,128,1024,800.0,os,sobel,4288935.0,2.45322696,9239880.0,63.69441324,46.417648281146505,3.8515575153448096
1080p,1920,1080,128,128,7,128,1024,800.0,ws,gaussian,2167515.0,12.909314355,4337565.0,16.663959464999998,49.97077853588362,77.46846949618406
1080p,1920,1080,128,128,7,128,1024,800.0,ws,sobel,2170050.0,3.7546451100000002,4337565.0,16.663959464999998,50.02922146411639,22.53153050381595
1080p,1920,1080,128,128,7,128,4096,50.0,os,gaussian,6982065.0,11.01691128,11698785.0,13.45836324,59.6819669734934,81.85922079481635
1080p,1920,1080,128,128,7,128,4096,50.0,os,sobel,4716720.0,2.44145196,11698785.0,13.45836324,40.3180330265066,18.140779205183648
1080p,1920,1080,128,128,7,128,4096,50.0,ws,gaussian,4706445.0,13.531289354999998,9454395.0,26.783859465,49.78049891082401,50.52031195385456
1080p,1920,1080,128,128,7,128,4096,50.0,ws,sobel,4747950.0,13.25257011,9454395.0,26.783859465,50.21950108917599,49.47968804614545
1080p,1920,1080,128,128,7,128,4096,200.0,os,gaussian,5426865.0,11.02028628,9801360.0,13.46301324,55.36848967898332,81.85601606078492
1080p,1920,1080,128,128,7,128,4096,200.0,os,sobel,4374495.0,2.44272696,9801360.0,13.46301324,44.63151032101668,18.14398393921508
1080p,1920,1080,128,128,7,128,4096,200.0,ws,gaussian,2770380.0,13.534514354999999,5551140.0,26.788959464999998,49.90650569072299,50.52273259318996
1080p,1920,1080,128,128,7,128,4096,200.0,ws,sobel,2780760.0,13.254445109999999,5551140.0,26.788959464999998,50.093494309277006,49.47726740681004
1080p,1920,1080,128,128,7,128,4096,800.0,os,gaussian,5038065.0,11.02358628,9327000.0,13.47681324,54.01592151817305,81.79668356077924
1080p,1920,1080,128,128,7,128,4096,800.0,os,sobel,4288935.0,2.45322696,9327000.0,13.47681324,45.984078481826955,18.20331643922076
1080p,1920,1080,128,128,7,128,4096,800.0,ws,gaussian,2286360.0,13.536914354999999,4575255.0,26.799159465,49.972296626089694,50.512458693636866
1080p,1920,1080,128,128,7,128,4096,800.0,ws,sobel,2288895.0,13.26224511,4575255.0,26.799159465,50.027703373910306,49.487541306363134
1080p,1920,1080,128,128,11,8,256,50.0,os,gaussian,35192280.0,75.75078912,41395665.0,82.16353608,85.01440911747643,92.19514243671777
1080p,1920,1080,128,128,11,8,256,50.0,os,sobel,6203385.0,6.41274696,41395665.0,82.16353608,14.985590882523569,7.804857563282225
1080p,1920,1080,128,128,11,8,256,50.0,ws,gaussian,33464595.0,30.158388794999997,37801185.0,33.428539904999994,88.52789932379103,90.21748745445244
1080p,1920,1080,128,128,11,8,256,50.0,ws,sobel,4336590.0,3.27015111,37801185.0,33.428539904999994,11.47210067620896,9.78251254554757
1080p,1920,1080,128,128,11,8,256,200.0,os,gaussian,35041935.0,75.87648912,41063850.0,82.30048608,85.33524011995952,92.19446048744406
1080p,1920,1080,128,128,11,8,256,200.0,os,sobel,6021915.0,6.42399696,41063850.0,82.30048608,14.664759880040473,7.805539512555939
1080p,1920,1080,128,128,11,8,256,200.0,ws,gaussian,33284955.0,30.201438794999998,37483890.0,33.476839905,88.798027632671,90.21591906734663
1080p,1920,1080,128,128,11,8,256,200.0,ws,sobel,4198935.0,3.27540111,37483890.0,33.476839905,11.201972367329006,9.78408093265337
1080p,1920,1080,128,128,11,8,256,800.0,os,gaussian,35004375.0,76.13598911999999,40980885.0,82.58788607999999,85.41634715794937,92.18784101853598
1080p,1920,1080,128,128,11,8,256,800.0,os,sobel,5976510.0,6.45189696,40980885.0,82.58788607999999,14.583652842050629,7.812158981464029
1080p,1920,1080,128,128,11,8,256,800.0,ws,gaussian,33239970.0,30.295638795,37404450.0,33.586939905,88.86635146352907,90.20065204121191
1080p,1920,1080,128,128,11,8,256,800.0,ws,sobel,4164480.0,3.29130111,37404450.0,33.586939905,11.133648536470927,9.79934795878809
1080p,1920,1080,128,128,11,8,1024,50.0,os,gaussian,35670585.0,51.28398912,42088305.0,53.73246108,84.75177368154883,95.44321642674328
1080p,1920,1080,128,128,11,8,1024,50.0,os,sobel,6417720.0,2.44847196,42088305.0,53.73246108,15.248226318451172,4.55678357325672
1080p,1920,1080,128,128,11,8,1024,50.0,ws,gaussian,33959355.0,31.711638795000002,38879085.0,35.689339905000004,87.34607565995958,88.85465205972405
1080p,1920,1080,128,128,11,8,1024,50.0,ws,sobel,4919730.0,3.9777011100000004,38879085.0,35.689339905000004,12.65392434004041,11.145347940275949
1080p,1920,1080,128,128,11,8,1024,200.0,os,gaussian,35161545.0,51.31548912,41237040.0,53.76658608,85.26689840007916,95.44122634761861
1080p,1920,1080,128,128,11,8,1024,200.0,os,sobel,6075495.0,2.45109696,41237040.0,53.76658608,14.733101599920847,4.55877365238139
1080p,1920,1080,128,128,11,8,1024,200.0,ws,gaussian,33408615.0,31.728738794999998,37753335.0,35.709739905,88.49182462953273,88.85177791663895
1080p,1920,1080,128,128,11,8,1024,200.0,ws,sobel,4344720.0,3.98100111,37753335.0,35.709739905,11.508175370467272,11.148222083361041
1080p,1920,1080,128,128,11,8,1024,800.0,os,gaussian,35034345.0,51.44958912,41024280.0,53.91388608,85.39904905095227,95.42919804307306
1080p,1920,1080,128,128,11,8,1024,800.0,os,sobel,5989935.0,2.46429696,41024280.0,53.91388608,14.600950949047734,4.570801956926938
1080p,1920,1080,128,128,11,8,1024,800.0,ws,gaussian,33270930.0,31.805238794999998,37471860.0,35.802139905,88.78910734615255,88.83613906709022
1080p,1920,1080,128,128,11,8,1024,800.0,ws,sobel,4200930.0,3.99690111,37471860.0,35.802139905,11.210892653847447,11.163860932909788
1080p,1920,1080,128,128,11,8,4096,50.0,os,gaussian,37558215.0,36.985914120000004,43975935.0,39.43438608,85.40629096345536,93.79102300456049
1080p,1920,1080,128,128,11,8,4096,50.0,os,sobel,6417720.0,2.44847196,43975935.0,39.43438608,14.593709036544647,6.208976995439508
1080p,1920,1080,128,128,11,8,4096,50.0,ws,gaussian,36428445.0,40.149663795,41410815.0,44.440564905,87.96843288401834,90.3446296887256
1080p,1920,1080,128,128,11,8,4096,50.0,ws,sobel,4982370.0,4.29090111,41410815.0,44.440564905,12.031567115981659,9.655370311274398
1080p,1920,1080,128,128,11,8,4096,200.0,os,gaussian,35633445.0,36.99138912,41708940.0,39.44248608,85.43359049642595,93.78564283440826
1080p,1920,1080,128,128,11,8,4096,200.0,os,sobel,6075495.0,2.45109696,41708940.0,39.44248608,14.566409503574054,6.2143571655917285
1080p,1920,1080,128,128,11,8,4096,200.0,ws,gaussian,34025880.0,40.155138795,38386200.0,44.448139905,88.6409178298451,90.34155058192418
1080p,1920,1080,128,128,11,8,4096,200.0,ws,sobel,4360320.0,4.2930011100000005,38386200.0,44.448139905,11.359082170154899,9.658449418075826
1080p,1920,1080,128,128,11,8,4096,800.0,os,gaussian,35152260.0,37.00758912,41142195.0,39.47188608,85.44089589775169,93.7568299751234
1080p,1920,1080,128,128,11,8,4096,800.0,os,sobel,5989935.0,2.46429696,41142195.0,39.47188608,14.559104102248313,6.243170024876602
1080p,1920,1080,128,128,11,8,4096,800.0,ws,gaussian,33425175.0,40.170438795,37629945.0,44.474539905,88.82600014429998,90.3223257189534
1080p,1920,1080,128,128,11,8,4096,800.0,ws,sobel,4204770.0,4.3041011099999995,37629945.0,44.474539905,11.173999855700028,9.677674281046617
1080p,1920,1080,128,128,11,16,256,50.0,os,gaussian,27653280.0,125.07285612,32949465.0,135.00861408,83.92633992691535,92.64064887436551
1080p,1920,1080,128,128,11,16,256,50.0,os,sobel,5296185.0,9.93575796,32949465.0,135.00861408,16.073660073084646,7.359351125634486
1080p,1920,1080,128,128,11,16,256,50.0,ws,gaussian,16846485.0,28.429389795,19168080.0,31.264759905,87.8882235466463,90.93109904373021
1080p,1920,1080,128,128,11,16,256,50.0,ws,sobel,2321595.0,2.83537011,19168080.0,31.264759905,12.1117764533537,9.068900956269795
1080p,1920,1080,128,128,11,16,256,200.0,os,gaussian,19619535.0,125.28308111999999,24734250.0,135.23541408,79.32132569210711,92.64073465689054
1080p,1920,1080,128,128,11,16,256,200.0,os,sobel,5114715.0,9.95233296,24734250.0,135.23541408,20.6786743078929,7.359265343109452
1080p,1920,1080,128,128,11,16,256,200.0,ws,gaussian,16690380.0,28.473114794999997,18830505.0,31.313059904999996,88.63479763288346,90.93047719189359
1080p,1920,1080,128,128,11,16,256,200.0,ws,sobel,2140125.0,2.83994511,18830505.0,31.313059904999996,11.365202367116549,9.069522808106417
1080p,1920,1080,128,128,11,16,256,800.0,os,gaussian,19581975.0,125.70758112,24651285.0,135.69981408,79.43591987192555,92.63651683847613
1080p,1920,1080,128,128,11,16,256,800.0,os,sobel,5069310.0,9.992232959999999,24651285.0,135.69981408,20.564080128074462,7.36348316152387
1080p,1920,1080,128,128,11,16,256,800.0,ws,gaussian,16651320.0,28.564614795,18746040.0,31.420459905,88.82580000896189,90.91087425634548
1080p,1920,1080,128,128,11,16,256,800.0,ws,sobel,2094720.0,2.8558451099999997,18746040.0,31.420459905,11.174199991038106,9.089125743654513
1080p,1920,1080,128,128,11,16,1024,50.0,os,gaussian,20248185.0,28.557606120000003,25758705.0,30.995089080000003,78.60715435810923,92.13590593752215
1080p,1920,1080,128,128,11,16,1024,50.0,os,sobel,5510520.0,2.43748296,25758705.0,30.995089080000003,21.39284564189077,7.864094062477848
1080p,1920,1080,128,128,11,16,1024,50.0,ws,gaussian,17607390.0,29.982639794999997,20370885.0,33.525559904999994,86.43409454228424,89.43218213196312
1080p,1920,1080,128,128,11,16,1024,50.0,ws,sobel,2763495.0,3.54292011,20370885.0,33.525559904999994,13.565905457715754,10.567817868036887
1080p,1920,1080,128,128,11,16,1024,200.0,os,gaussian,19739145.0,28.57538112,24907440.0,31.01481408,79.24999518216244,92.13462007636835
1080p,1920,1080,128,128,11,16,1024,200.0,os,sobel,5168295.0,2.43943296,24907440.0,31.01481408,20.75000481783756,7.865379923631642
1080p,1920,1080,128,128,11,16,1024,200.0,ws,gaussian,16880670.0,30.000414794999998,19131300.0,33.545959905,88.23587524109705,89.43078355771975
1080p,1920,1080,128,128,11,16,1024,200.0,ws,sobel,2250630.0,3.54554511,19131300.0,33.545959905,11.76412475890295,10.56921644228025
1080p,1920,1080,128,128,11,16,1024,800.0,os,gaussian,19611945.0,28.649181119999998,24694680.0,31.101814079999997,79.41769239366535,92.11418037002169
1080p,1920,1080,128,128,11,16,1024,800.0,os,sobel,5082735.0,2.45263296,24694680.0,31.101814079999997,20.582307606334645,7.885819629978317
1080p,1920,1080,128,128,11,16,1024,800.0,ws,gaussian,16698930.0,30.074214795,18821340.0,33.635659905,88.72338526374848,89.41169841751616
1080p,1920,1080,128,128,11,16,1024,800.0,ws,sobel,2122410.0,3.56144511,18821340.0,33.635659905,11.27661473625151,10.58830158248385
1080p,1920,1080,128,128,11,16,4096,50.0,os,gaussian,22135815.0,36.92033112,27646335.0,39.35781408,80.06781007319776,93.80686398120208
1080p,1920,1080,128,128,11,16,4096,50.0,os,sobel,5510520.0,2.43748296,27646335.0,39.35781408,19.93218992680223,6.193136018797922
1080p,1920,1080,128,128,11,16,4096,50.0,ws,gaussian,19510080.0,38.420664795,22336215.0,42.276784905,87.34729675551564,90.87887094852395
1080p,1920,1080,128,128,11,16,4096,50.0,ws,sobel,2826135.0,3.85612011,22336215.0,42.276784905,12.65270324448435,9.121129051476059
1080p,1920,1080,128,128,11,16,4096,200.0,os,gaussian,20211045.0,36.92648112,25379340.0,39.365914079999996,79.63581795271271,93.80318476781069
1080p,1920,1080,128,128,11,16,4096,200.0,os,sobel,5168295.0,2.43943296,25379340.0,39.365914079999996,20.364182047287283,6.19681523218932
1080p,1920,1080,128,128,11,16,4096,200.0,ws,gaussian,17356335.0,38.426814795,19622565.0,42.284359904999995,88.4508982388388,90.87713490598718
1080p,1920,1080,128,128,11,16,4096,200.0,ws,sobel,2266230.0,3.8575451099999998,19622565.0,42.284359904999995,11.549101761161195,9.122865094012827
1080p,1920,1080,128,128,11,16,4096,800.0,os,gaussian,19729860.0,36.93998112,24812595.0,39.39261408,79.51550412199934,93.77387610017679
1080p,1920,1080,128,128,11,16,4096,800.0,os,sobel,5082735.0,2.45263296,24812595.0,39.39261408,20.48449587800067,6.226123899823202
1080p,1920,1080,128,128,11,16,4096,800.0,ws,gaussian,16817775.0,38.439414795,18944025.0,42.308059905,88.77614445715733,90.85600918906044
1080p,1920,1080,128,128,11,16,4096,800.0,ws,sobel,2126250.0,3.86864511,18944025.0,42.308059905,11.223855542842664,9.143990810939549
1080p,1920,1080,128,128,11,32,256,50.0,os,gaussian,63303615.0,317.22122712000004,68146200.0,327.15317808000003,92.89382973665442,96.96412823549852
1080p,1920,1080,128,128,11,32,256,50.0,os,sobel,4842585.0,9.93195096,68146200.0,327.15317808000003,7.106170263345573,3.0358717645014903
1080p,1920,1080,128,128,11,32,256,50.0,ws,gaussian,8528610.0,27.584802794999998,10856685.0,30.422197904999997,78.55629964395209,90.67327377574628
1080p,1920,1080,128,128,11,32,256,50.0,ws,sobel,2328075.0,2.83739511,10856685.0,30.422197904999997,21.44370035604791,9.326726224253719
1080p,1920,1080,128,128,11,32,256,200.0,os,gaussian,16067805.0,317.75837712,20728920.0,327.70757807999996,77.51395152280003,96.96400033887187
1080p,1920,1080,128,128,11,32,256,200.0,os,sobel,4661115.0,9.94920096,20728920.0,327.70757807999996,22.48604847719997,3.03599966112813
1080p,1920,1080,128,128,11,32,256,200.0,ws,gaussian,8390955.0,27.629202795,10537560.0,30.471847905,79.62901278853927,90.67124147225229
1080p,1920,1080,128,128,11,32,256,200.0,ws,sobel,2146605.0,2.84264511,10537560.0,30.471847905,20.37098721146072,9.328758527747711
1080p,1920,1080,128,128,11,32,256,800.0,os,gaussian,11870775.0,318.82997712,16486485.0,328.81637808000005,72.00306796748973,96.96292471247574
1080p,1920,1080,128,128,11,32,256,800.0,os,sobel,4615710.0,9.986400960000001,16486485.0,328.81637808000005,27.996932032510262,3.0370752875242544
1080p,1920,1080,128,128,11,32,256,800.0,ws,gaussian,8356500.0,27.715302795,10457700.0,30.571147905,79.90762787228549,90.65836481222571
1080p,1920,1080,128,128,11,32,256,800.0,ws,sobel,2101200.0,2.8558451099999997,10457700.0,30.571147905,20.092372127714505,9.34163518777428
1080p,1920,1080,128,128,11,32,1024,50.0,os,gaussian,17014620.0,52.62182712,22071540.0,55.05550308,77.08850401920301,95.57959545576456
1080p,1920,1080,128,128,11,32,1024,50.0,os,sobel,5056920.0,2.43367596,22071540.0,55.05550308,22.91149598079699,4.420404544235435
1080p,1920,1080,128,128,11,32,1024,50.0,ws,gaussian,9148155.0,29.138052795,11952540.0,32.855047905,76.5373301407065,88.68668485662342
1080p,1920,1080,128,128,11,32,1024,50.0,ws,sobel,2804385.0,3.71699511,11952540.0,32.855047905,23.462669859293506,11.313315143376597
1080p,1920,1080,128,128,11,32,1024,200.0,os,gaussian,12106545.0,52.655577120000004,16821240.0,55.09187808,71.97177497021623,95.57774930732586
1080p,1920,1080,128,128,11,32,1024,200.0,os,sobel,4714695.0,2.43630096,16821240.0,55.09187808,28.02822502978377,4.422250692674154
1080p,1920,1080,128,128,11,32,1024,200.0,ws,gaussian,8545845.0,29.156502795,10811550.0,32.876647905,79.04366163963539,88.68453645046269
1080p,1920,1080,128,128,11,32,1024,200.0,ws,sobel,2265705.0,3.7201451100000003,10811550.0,32.876647905,20.956338360364608,11.315463549537322
1080p,1920,1080,128,128,11,32,1024,800.0,os,gaussian,11900745.0,52.78517712,16529880.0,55.23197808,71.99535023847723,95.56995594752019
1080p,1920,1080,128,128,11,32,1024,800.0,os,sobel,4629135.0,2.44680096,16529880.0,55.23197808,28.00464976152277,4.430044052479825
1080p,1920,1080,128,128,11,32,1024,800.0,ws,gaussian,8395230.0,29.224902795,10526265.0,32.957947905,79.75506981821188,88.6733084208994
1080p,1920,1080,128,128,11,32,1024,800.0,ws,sobel,2131035.0,3.7330451100000004,10526265.0,32.957947905,20.244930181788128,11.32669157910061
1080p,1920,1080,128,128,11,32,4096,50.0,os,gaussian,14424615.0,36.907452119999995,19481535.0,39.34112808,74.04249716462282,93.81391414335874
1080p,1920,1080,128,128,11,32,4096,50.0,os,sobel,5056920.0,2.43367596,19481535.0,39.34112808,25.957502835377195,6.1860858566412515
1080p,1920,1080,128,128,11,32,4096,50.0,ws,gaussian,11050845.0,37.576077794999996,14547030.0,44.752072905,75.96633127174412,83.96499950911044
1080p,1920,1080,128,128,11,32,4096,50.0,ws,sobel,3496185.0,7.17599511,14547030.0,44.752072905,24.033668728255872,16.03500049088955
1080p,1920,1080,128,128,11,32,4096,200.0,os,gaussian,12499845.0,36.914277119999994,17214540.0,39.35057807999999,72.6121348580909,93.80872892121945
1080p,1920,1080,128,128,11,32,4096,200.0,os,sobel,4714695.0,2.43630096,17214540.0,39.35057807999999,27.387865141909106,6.191271078780555
1080p,1920,1080,128,128,11,32,4096,200.0,ws,gaussian,9021510.0,37.582902795,11460135.0,44.761447905000004,78.72080040941925,83.96266107111755
1080p,1920,1080,128,128,11,32,4096,200.0,ws,sobel,2438625.0,7.17854511,11460135.0,44.761447905000004,21.27919959058074,16.03733892888244
1080p,1920,1080,128,128,11,32,4096,800.0,os,gaussian,12018660.0,36.92237712,16647795.0,39.36917808,72.19370493209462,93.78498338210673
1080p,1920,1080,128,128,11,32,4096,800.0,os,sobel,4629135.0,2.44680096,16647795.0,39.36917808,27.80629506790539,6.215016617893284
1080p,1920,1080,128,128,11,32,4096,800.0,ws,gaussian,8514075.0,37.590102795,10688310.0,44.779147905,79.65782242468642,83.9455517884089
1080p,1920,1080,128,128,11,32,4096,800.0,ws,sobel,2174235.0,7.18904511,10688310.0,44.779147905,20.342177575313592,16.054448211591087
1080p,1920,1080,128,128,11,64,256,50.0,os,gaussian,109471035.0,546.96360012,114086820.0,556.89668508,95.9541470259229,98.2163504962194
1080p,1920,1080,128,128,11,64,256,50.0,os,sobel,4615785.0,9.93308496,114086820.0,556.89668508,4.0458529740771105,1.7836495037805946
1080p,1920,1080,128,128,11,64,256,50.0,ws,gaussian,5269695.0,27.201321795,7610730.0,30.042766904999997,69.24033568396199,90.54199928060854
1080p,1920,1080,128,128,11,64,256,50.0,ws,sobel,2341035.0,2.84144511,7610730.0,30.042766904999997,30.759664316038016,9.458000719391462
1080p,1920,1080,128,128,11,64,256,200.0,os,gaussian,27652770.0,547.89007512,32087085.0,557.83906008,86.18037444037063,98.21651338675116
1080p,1920,1080,128,128,11,64,256,200.0,os,sobel,4434315.0,9.948984959999999,32087085.0,557.83906008,13.819625559629364,1.7834866132488483
1080p,1920,1080,128,128,11,64,256,200.0,ws,gaussian,4258815.0,27.245046794999997,6418380.0,30.090391904999997,66.35342563076664,90.54400780493921
1080p,1920,1080,128,128,11,64,256,200.0,ws,sobel,2159565.0,2.8453451100000002,6418380.0,30.090391904999997,33.646574369233356,9.455992195060778
1080p,1920,1080,128,128,11,64,256,800.0,os,gaussian,8588040.0,549.74437512,12976950.0,559.72786008,66.17918694300279,98.21636804739839
1080p,1920,1080,128,128,11,64,256,800.0,os,sobel,4388910.0,9.98348496,12976950.0,559.72786008,33.82081305699721,1.78363195260159
1080p,1920,1080,128,128,11,64,256,800.0,ws,gaussian,4213410.0,27.333846795000003,6327570.0,30.189691905000004,66.58812150636027,90.54033039162279
1080p,1920,1080,128,128,11,64,256,800.0,ws,sobel,2114160.0,2.8558451099999997,6327570.0,30.189691905000004,33.41187849363974,9.45966960837721
1080p,1920,1080,128,128,11,64,1024,50.0,os,gaussian,35495100.0,174.10192511999998,40325220.0,176.53673507999997,88.02208642631088,98.62079132771055
1080p,1920,1080,128,128,11,64,1024,50.0,os,sobel,4830120.0,2.43480996,40325220.0,176.53673507999997,11.97791357368912,1.3792086722894437
1080p,1920,1080,128,128,11,64,1024,50.0,ws,gaussian,5735610.0,28.754571795,8554950.0,32.485591905,67.04434274893482,88.51484645589683
1080p,1920,1080,128,128,11,64,1024,50.0,ws,sobel,2819340.0,3.7310201100000002,8554950.0,32.485591905,32.955657251065176,11.48515354410317
1080p,1920,1080,128,128,11,64,1024,200.0,os,gaussian,9342465.0,174.21217512,13830360.0,176.64826008,67.5504108352928,98.62094030312173
1080p,1920,1080,128,128,11,64,1024,200.0,os,sobel,4487895.0,2.43608496,13830360.0,176.64826008,32.44958916470721,1.379059696878278
1080p,1920,1080,128,128,11,64,1024,200.0,ws,gaussian,4378425.0,28.772346795,6657600.0,32.505391905,65.76581651045423,88.51561266847614
1080p,1920,1080,128,128,11,64,1024,200.0,ws,sobel,2279175.0,3.73304511,6657600.0,32.505391905,34.234183489545785,11.484387331523852
1080p,1920,1080,128,128,11,64,1024,800.0,os,gaussian,8045145.0,174.65317512000001,12447480.0,177.09706008,64.63272083988085,98.62003075663932
1080p,1920,1080,128,128,11,64,1024,800.0,os,sobel,4402335.0,2.4438849599999997,12447480.0,177.09706008,35.36727916011916,1.3799692433606883
1080p,1920,1080,128,128,11,64,1024,800.0,ws,gaussian,4243380.0,28.843446795000002,6387510.0,32.587291905,66.43245959693213,88.51133404728986
