resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
1080p,1920,1080,128,128,3,8,256,200.0,ws,8412390.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,58515600.0,46020000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,7363200000.0,8640000.0,1990656000.0,9362496000.0,9624223281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.41239,64,538392960.0,0.0,9.624223281,80.9627196868516,0.28872669843,200,True,0.048121116405
1080p,1920,1080,128,128,3,8,256,800.0,os,11950485.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,123652800.0,117216000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,18754560000.0,34560000.0,995328000.0,19784448000.0,20091517056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.950485,64,764831040.0,0.0,20.091517056,240.10337320497217,0.60274551168,33,True,0.6088338501818182
1080p,1920,1080,128,128,3,8,256,800.0,os,11950485.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,123652800.0,117216000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,18754560000.0,34560000.0,995328000.0,19784448000.0,20091517056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.950485,64,764831040.0,0.0,20.091517056,240.10337320497217,0.60274551168,100,True,0.20091517056
1080p,1920,1080,128,128,3,8,256,800.0,os,11950485.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,123652800.0,117216000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,18754560000.0,34560000.0,995328000.0,19784448000.0,20091517056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.950485,64,764831040.0,0.0,20.091517056,240.10337320497217,0.60274551168,200,True,0.10045758528
1080p,1920,1080,128,128,3,8,256,800.0,ws,8332530.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,58833600.0,46176000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,7388160000.0,34560000.0,1990656000.0,9413376000.0,9675103281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.33253,64,533281920.0,0.0,9.675103281,80.61808834203093,0.29025309843,33,True,0.29318494790909094
1080p,1920,1080,128,128,3,8,256,800.0,ws,8332530.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,58833600.0,46176000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,7388160000.0,34560000.0,1990656000.0,9413376000.0,9675103281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.33253,64,533281920.0,0.0,9.675103281,80.61808834203093,0.29025309843,100,True,0.09675103281
1080p,1920,1080,128,128,3,8,256,800.0,ws,8332530.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,58833600.0,46176000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,7388160000.0,34560000.0,1990656000.0,9413376000.0,9675103281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.33253,64,533281920.0,0.0,9.675103281,80.61808834203093,0.29025309843,200,True,0.048375516405
1080p,1920,1080,128,128,3,8,1024,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,33,True,0.22062294109090907
1080p,1920,1080,128,128,3,8,1024,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,100,True,0.07280557056
1080p,1920,1080,128,128,3,8,1024,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,200,True,0.03640278528
1080p,1920,1080,128,128,3,8,1024,50.0,ws,9756555.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72561600.0,60093000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9614880000.0,4320000.0,1990656000.0,11609856000.0,11871583281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.756555,64,624419520.0,0.0,11.871583281,115.82575521815696,0.35614749843,33,True,0.35974494790909095
1080p,1920,1080,128,128,3,8,1024,50.0,ws,9756555.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72561600.0,60093000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9614880000.0,4320000.0,1990656000.0,11609856000.0,11871583281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.756555,64,624419520.0,0.0,11.871583281,115.82575521815696,0.35614749843,100,True,0.11871583281
1080p,1920,1080,128,128,3,8,1024,50.0,ws,9756555.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72561600.0,60093000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9614880000.0,4320000.0,1990656000.0,11609856000.0,11871583281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.756555,64,624419520.0,0.0,11.871583281,115.82575521815696,0.35614749843,200,True,0.059357916405
1080p,1920,1080,128,128,3,8,1024,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,33,True,0.22087748654545455
1080p,1920,1080,128,128,3,8,1024,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,100,True,0.07288957056
1080p,1920,1080,128,128,3,8,1024,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,200,True,0.03644478528
1080p,1920,1080,128,128,3,8,1024,200.0,ws,8668680.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72627600.0,60132000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9621120000.0,8640000.0,1990656000.0,11620416000.0,11882143281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.66868,64,554795520.0,0.0,11.882143281,103.00249781713907,0.35646429843,33,True,0.36006494790909094
1080p,1920,1080,128,128,3,8,1024,200.0,ws,8668680.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72627600.0,60132000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9621120000.0,8640000.0,1990656000.0,11620416000.0,11882143281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.66868,64,554795520.0,0.0,11.882143281,103.00249781713907,0.35646429843,100,True,0.11882143281
