resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,5,128,256,200.0,os,run_d485a51e067a,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,145064.0,144688.0,108977.0,7253200.0,5448850.0,20480000,23097600.0,20480000.0,160000.0,2457600.0,1440579200.0,1439600000.0,160000.0,819200.0,0.0172785580006634,0.78125,0.0700044802867381,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4710400.0,102400000.0,800000.0,12288000.0,115488000.0,230336000000.0,25600000.0,131072000.0,230492672000.0,230612870400.0,230.6128704
720p,1280,720,128,128,5,128,256,200.0,os,run_d485a51e067a,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34121.0,33663.0,0.0,1706050.0,0.0,14745600,10764800.0,7372800.0,115200.0,3276800.0,40048400.0,38350000.0,60000.0,1638400.0,0.0534711701274396,1.5625,0.0534695817490493,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,576000.0,16384000.0,53824000.0,6136000000.0,9600000.0,262144000.0,6407744000.0,6464959488.0,6.464959488
1080p,1920,1080,128,128,5,128,256,200.0,os,run_d485a51e067a,983c6c4f7a85,ac3405761d7a,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,145064.0,144688.0,108977.0,17407680.0,13077240.0,49152000,55434240.0,49152000.0,384000.0,5898240.0,3457390080.0,3455040000.0,384000.0,1966080.0,0.0172785580006634,0.78125,0.0700044802867381,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11304960.0,245760000.0,1920000.0,29491200.0,277171200.0,552806400000.0,61440000.0,314572800.0,553182412800.0,553470888960.0,553.47088896
1080p,1920,1080,128,128,5,128,256,200.0,os,run_d485a51e067a,983c6c4f7a85,ac3405761d7a,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34121.0,33663.0,0.0,4094520.0,0.0,35389440,25835520.0,17694720.0,276480.0,7864320.0,96116160.0,92040000.0,144000.0,3932160.0,0.0534711701274396,1.5625,0.0534695817490493,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,1382400.0,39321600.0,129177600.0,14726400000.0,23040000.0,629145600.0,15378585600.0,15515902771.2,15.5159027712
hires,2048,2048,128,128,5,128,256,200.0,os,run_d485a51e067a,8ffb3f21a5ae,ac3405761d7a,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,145064.0,144688.0,108977.0,37136384.0,27898112.0,104857600,118259712.0,104857600.0,819200.0,12582912.0,7375765504.0,7370752000.0,819200.0,4194304.0,0.0172785580006634,0.78125,0.0700044802867381,0.02097152,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,24117248.0,524288000.0,4096000.0,62914560.0,591298560.0,1179320320000.0,131072000.0,671088640.0,1180122480640.0,1180737896448.0,1180.737896448
hires,2048,2048,128,128,5,128,256,200.0,os,run_d485a51e067a,8ffb3f21a5ae,ac3405761d7a,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34121.0,33663.0,0.0,8734976.0,0.0,75497472,55115776.0,37748736.0,589824.0,16777216.0,205047808.0,196352000.0,307200.0,8388608.0,0.0534711701274396,1.5625,0.0534695817490493,0.02097152,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,2949120.0,83886080.0,275578880.0,31416320000.0,49152000.0,1342177280.0,32807649280.0,33100592578.56,33.100592578560004
720p,1280,720,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,19180.0,16477.0,0.0,959000.0,0.0,7372800,8192450.0,7372800.0,450.0,819200.0,27059200.0,26220000.0,20000.0,819200.0,0.8739454997875827,0.87890625,0.8722514991822642,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2250.0,4096000.0,40962250.0,4195200000.0,3200000.0,131072000.0,4329472000.0,4372129994.0,4.372129994
720p,1280,720,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,19262.0,16477.0,0.0,963100.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,27878400.0,26220000.0,20000.0,1638400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,4195200000.0,3200000.0,262144000.0,4460544000.0,4508995988.0,4.508995988
1080p,1920,1080,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,993a24f3c885,a02432a11f14,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,19180.0,16477.0,0.0,2301600.0,0.0,17694720,19661880.0,17694720.0,1080.0,1966080.0,64942080.0,62928000.0,48000.0,1966080.0,0.8739454997875827,0.87890625,0.8722514991822642,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5400.0,9830400.0,98309400.0,10068480000.0,7680000.0,314572800.0,10390732800.0,10493111985.6,10.4931119856
1080p,1920,1080,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,993a24f3c885,a02432a11f14,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,19262.0,16477.0,0.0,2311440.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,66908160.0,62928000.0,48000.0,3932160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,10068480000.0,7680000.0,629145600.0,10705305600.0,10821590371.2,10.821590371200001
hires,2048,2048,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,d3082e166a4d,a02432a11f14,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,19180.0,16477.0,0.0,4910080.0,0.0,37748736,41945344.0,37748736.0,2304.0,4194304.0,138543104.0,134246400.0,102400.0,4194304.0,0.8739454997875827,0.87890625,0.8722514991822642,0.110592,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11520.0,20971520.0,209726720.0,21479424000.0,16384000.0,671088640.0,22166896640.0,22385305569.28,22.38530556928
hires,2048,2048,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,d3082e166a4d,a02432a11f14,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,19262.0,16477.0,0.0,4931072.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,142737408.0,134246400.0,102400.0,8388608.0,1.7478909995751657,1.7578125,1.7445029983645284,0.110592,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,21479424000.0,16384000.0,1342177280.0,22837985280.0,23086059458.56,23.08605945856
1080p,1920,1080,128,128,7,8,256,800.0,ws,run_d4b23a517ad4,fbc537141841,d4b23a517ad4,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,50465.0,50329.0,0.0,756975.0,0.0,5268480,6021855.0,5268480.0,735.0,752640.0,6092640.0,5328000.0,12000.0,752640.0,10.904250034771206,10.9375,10.893427817146032,2.1708000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,3675.0,3763200.0,30109275.0,852480000.0,1920000.0,120422400.0,974822400.0,1006143425.4,1.0061434254
1080p,1920,1080,128,128,7,8,256,800.0,ws,run_d4b23a517ad4,fbc537141841,d4b23a517ad4,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14488.0,14379.0,0.0,217320.0,0.0,1935360,1398030.0,967680.0,270.0,430080.0,2218080.0,1776000.0,12000.0,430080.0,14.0204464844565,14.0625,14.005835764902042,2.1708000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,2150400.0,6990150.0,284160000.0,1920000.0,68812800.0,354892800.0,362328082.8,0.3623280828
1080p,1920,1080,128,128,7,16,4096,800.0,os,run_d503891b7ed9,eccfd0b922db,d503891b7ed9,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,35839.0,35391.0,0.0,537585.0,0.0,5268480,5920320.0,5268480.0,329280.0,322560.0,5399520.0,5280000.0,12000.0,107520.0,3.8766918143030713,6.25,3.876582278481034,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,1646400.0,1612800.0,29601600.0,844800000.0,1920000.0,17203200.0,863923200.0,894736550.4,0.8947365504
1080p,1920,1080,128,128,7,16,4096,800.0,os,run_d503891b7ed9,eccfd0b922db,d503891b7ed9,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17569.0,17471.0,0.0,263535.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,1199040.0,972000.0,12000.0,215040.0,2.884780493389045,12.5,2.884615384615372,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,155520000.0,1920000.0,34406400.0,191846400.0,199885132.8,0.1998851328
720p,1280,720,128,128,7,16,256,50.0,os,run_d53df026d2c7,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,6825700.0,2705700.0,40140800,45107200.0,40140800.0,2508800.0,2457600.0,283579200.0,282720000.0,40000.0,819200.0,2.322808109089024,6.25,3.876582278481053,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9232384.0,200704000.0,12544000.0,12288000.0,225536000.0,45235200000.0,6400000.0,131072000.0,45372672000.0,45607440384.0,45.607440384
720p,1280,720,128,128,7,16,256,50.0,os,run_d53df026d2c7,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,2088400.0,0.0,14745600,11571200.0,7372800.0,921600.0,3276800.0,39930900.0,38285000.0,7500.0,1638400.0,2.8846876173782396,12.5,2.884615384615348,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4608000.0,16384000.0,57856000.0,6125600000.0,1200000.0,262144000.0,6388944000.0,6450191488.0,6.450191488
1080p,1920,1080,128,128,7,16,256,50.0,os,run_d53df026d2c7,a2512967c2fd,28b338848752,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,16381680.0,6493680.0,96337920,108257280.0,96337920.0,6021120.0,5898240.0,680590080.0,678528000.0,96000.0,1966080.0,2.322808109089024,6.25,3.876582278481053,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22157721.6,481689600.0,30105600.0,29491200.0,541286400.0,108564480000.0,15360000.0,314572800.0,108894412800.0,109457856921.6,109.45785692160001
1080p,1920,1080,128,128,7,16,256,50.0,os,run_d53df026d2c7,a2512967c2fd,28b338848752,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,5012160.0,0.0,35389440,27770880.0,17694720.0,2211840.0,7864320.0,95834160.0,91884000.0,18000.0,3932160.0,2.8846876173782396,12.5,2.884615384615348,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,11059200.0,39321600.0,138854400.0,14701440000.0,2880000.0,629145600.0,15333465600.0,15480459571.2,15.4804595712
hires,2048,2048,128,128,7,16,256,50.0,os,run_d53df026d2c7,850805787290,28b338848752,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,34947584.0,13853184.0,205520896,230948864.0,205520896.0,12845056.0,12582912.0,1451925504.0,1447526400.0,204800.0,4194304.0,2.322808109089024,6.25,3.876582278481053,1.097728,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,47269806.080000006,1027604480.0,64225280.0,62914560.0,1154744320.0,231604224000.0,32768000.0,671088640.0,232308080640.0,233510094766.08,233.51009476608
hires,2048,2048,128,128,7,16,256,50.0,os,run_d53df026d2c7,850805787290,28b338848752,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,10692608.0,0.0,75497472,59244544.0,37748736.0,4718592.0,16777216.0,204446208.0,196019200.0,38400.0,8388608.0,2.8846876173782396,12.5,2.884615384615348,1.097728,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23592960.0,83886080.0,296222720.0,31363072000.0,6144000.0,1342177280.0,32711393280.0,33024980418.56,33.02498041856
1080p,1920,1080,128,128,7,16,256,800.0,os,run_d55215a2bc46,e9d23390ecef,d55215a2bc46,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,35473.0,35391.0,0.0,532095.0,0.0,5268480,5920320.0,5268480.0,329280.0,322560.0,16103520.0,15984000.0,12000.0,107520.0,3.8766918143030713,6.25,3.876582278481034,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,1646400.0,1612800.0,29601600.0,2557440000.0,1920000.0,17203200.0,2576563200.0,2607376550.4,2.6073765504
1080p,1920,1080,128,128,7,16,256,800.0,os,run_d55215a2bc46,e9d23390ecef,d55215a2bc46,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17562.0,17471.0,0.0,263430.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,2003040.0,1776000.0,12000.0,215040.0,2.884780493389045,12.5,2.884615384615372,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,284160000.0,1920000.0,34406400.0,320486400.0,328525132.8,0.3285251328
720p,1280,720,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,2333600.0,0.0,20480000,23577600.0,20480000.0,640000.0,2457600.0,21339200.0,20480000.0,40000.0,819200.0,0.8980086657836248,3.125,0.8979885057471252,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4710400.0,102400000.0,3200000.0,12288000.0,117888000.0,3276800000.0,6400000.0,131072000.0,3414272000.0,3536870400.0,3.5368704
720p,1280,720,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,1862600.0,0.0,14745600,11110400.0,7372800.0,460800.0,3276800.0,9038400.0,7380000.0,20000.0,1638400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,2304000.0,16384000.0,55552000.0,1180800000.0,3200000.0,262144000.0,1446144000.0,1505087488.0,1.505087488
1080p,1920,1080,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,e916a58590a7,da04deba114f,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,5600640.0,0.0,49152000,56586240.0,49152000.0,1536000.0,5898240.0,51214080.0,49152000.0,96000.0,1966080.0,0.8980086657836248,3.125,0.8979885057471252,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11304960.0,245760000.0,7680000.0,29491200.0,282931200.0,7864320000.0,15360000.0,314572800.0,8194252800.0,8488488960.0,8.48848896
1080p,1920,1080,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,e916a58590a7,da04deba114f,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,4470240.0,0.0,35389440,26664960.0,17694720.0,1105920.0,7864320.0,21692160.0,17712000.0,48000.0,3932160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,5529600.0,39321600.0,133324800.0,2833920000.0,7680000.0,629145600.0,3470745600.0,3612209971.2,3.6122099712
hires,2048,2048,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,3a23838576a2,da04deba114f,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,11948032.0,0.0,104857600,120717312.0,104857600.0,3276800.0,12582912.0,109256704.0,104857600.0,204800.0,4194304.0,0.8980086657836248,3.125,0.8979885057471252,0.176128,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,24117248.0,524288000.0,16384000.0,62914560.0,603586560.0,16777216000.0,32768000.0,671088640.0,17481072640.0,18108776448.0,18.108776448
hires,2048,2048,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,3a23838576a2,da04deba114f,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,9536512.0,0.0,75497472,56885248.0,37748736.0,2359296.0,16777216.0,46276608.0,37785600.0,102400.0,8388608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,11796480.0,83886080.0,284426240.0,6045696000.0,16384000.0,1342177280.0,7404257280.0,7706047938.56,7.70604793856
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,17224.0,15903.0,0.0,258360.0,0.0,967680,1320480.0,967680.0,30240.0,322560.0,1879020.0,1767000.0,4500.0,107520.0,0.3961516694963214,3.125,0.3961267605633785,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,222566.40000000002,4838400.0,151200.0,1612800.0,6602400.0,282720000.0,720000.0,17203200.0,300643200.0,307468166.4,0.30746816639999996
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17367.0,15903.0,0.0,260505.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1986540.0,1767000.0,4500.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,302400.0,2150400.0,7291200.0,282720000.0,720000.0,34406400.0,317846400.0,325582732.8,0.3255827328
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,15775.0,14523.0,0.0,236625.0,0.0,5268480,5484255.0,5268480.0,735.0,215040.0,7325040.0,7086000.0,24000.0,215040.0,2.361770983956483,2.392578125,2.351569998628822,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,3675.0,1075200.0,27421275.0,1133760000.0,3840000.0,34406400.0,1172006400.0,1200639425.4,1.2006394254000001
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8479.0,7261.0,0.0,127185.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3662040.0,3441000.0,6000.0,215040.0,1.735298168296378,1.7578125,1.727684080625257,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,550560000.0,960000.0,34406400.0,585926400.0,592286482.8,0.5922864828
720p,1280,720,128,128,11,16,1024,800.0,os,run_d669cd39b579,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,96947.0,96639.0,0.0,969470.0,0.0,12390400,13472000.0,12390400.0,774400.0,307200.0,14334400.0,14208000.0,24000.0,102400.0,5.008329970301845,6.25,5.008278145695392,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,3872000.0,1536000.0,67360000.0,2273280000.0,3840000.0,16384000.0,2293504000.0,2363713792.0,2.363713792
720p,1280,720,128,128,11,16,1024,800.0,os,run_d669cd39b579,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25100.0,24959.0,0.0,251000.0,0.0,1843200,1446400.0,921600.0,115200.0,409600.0,1140800.0,928000.0,8000.0,204800.0,2.8847309587723866,12.5,2.8846153846153593,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,576000.0,2048000.0,7232000.0,148480000.0,1280000.0,32768000.0,182528000.0,190183936.0,0.190183936
1080p,1920,1080,128,128,5,64,1024,800.0,ws,run_d6bf54cc89c2,7f1f201b224f,d6bf54cc89c2,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,7661.0,7357.0,0.0,114915.0,0.0,2688000,2795895.0,2688000.0,375.0,107520.0,3683520.0,3552000.0,24000.0,107520.0,0.5946717411988582,0.6103515625,0.5895431882495621,0.02176875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,1875.0,537600.0,13979475.0,568320000.0,3840000.0,17203200.0,589363200.0,603960915.0,0.603960915
1080p,1920,1080,128,128,5,64,1024,800.0,ws,run_d6bf54cc89c2,7f1f201b224f,d6bf54cc89c2,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7670.0,7357.0,0.0,115050.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3779040.0,3552000.0,12000.0,215040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.02176875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,568320000.0,1920000.0,34406400.0,604646400.0,611006482.8,0.6110064827999999
1080p,1920,1080,128,128,5,128,1024,200.0,os,run_d6e449c6ddde,712d8bb5e06f,d6e449c6ddde,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,16554.0,15623.0,0.0,248310.0,0.0,2688000,3031560.0,2688000.0,21000.0,322560.0,2843520.0,2688000.0,48000.0,107520.0,0.0700089611470268,0.78125,0.0700044802867383,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,105000.0,1612800.0,15157800.0,430080000.0,7680000.0,17203200.0,454963200.0,470739240.0,0.47073924
1080p,1920,1080,128,128,5,128,1024,200.0,os,run_d6e449c6ddde,712d8bb5e06f,d6e449c6ddde,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15121.0,14727.0,0.0,226815.0,0.0,1935360,1412880.0,967680.0,15120.0,430080.0,1202040.0,969000.0,18000.0,215040.0,0.0534732124668975,1.5625,0.0534695817490493,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,75600.0,2150400.0,7064400.0,155040000.0,2880000.0,34406400.0,192326400.0,199835932.8,0.1998359328
720p,1280,720,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,18270.0,16765.0,0.0,913500.0,0.0,7372800,8192450.0,7372800.0,450.0,819200.0,9714200.0,8835000.0,60000.0,819200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2250.0,4096000.0,40962250.0,1413600000.0,9600000.0,131072000.0,1554272000.0,1596929994.0,1.596929994
720p,1280,720,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18598.0,16765.0,0.0,929900.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10533400.0,8835000.0,60000.0,1638400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,1413600000.0,9600000.0,262144000.0,1685344000.0,1733795988.0,1.733795988
