resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,stage,stage_op,component,action,count
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,1966080.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,56652000.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.filter_dram,read,192000.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,1966080.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.filter_sram,read,2160.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3932160.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,28326000.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.filter_dram,read,72000.0
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_567da81986c4,670eba4848df,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.mac_array,mac,104857600.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,104857600.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.filter_sram,read,6400.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,4194304.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,120857600.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.filter_dram,read,409600.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,4194304.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.mac_array,mac,75497472.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.filter_sram,read,4608.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,8388608.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,60428800.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.filter_dram,read,153600.0
hires,2048,2048,128,128,5,64,1024,50.0,ws,run_567da81986c4,28e5f69dac6a,15317ed1b98d,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,8388608.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.mac_array,mac,7372800.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.filter_sram,read,230400.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,2457600.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,38480000.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.filter_dram,read,40000.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,819200.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.mac_array,mac,14745600.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.filter_sram,read,460800.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3276800.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,38480000.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.filter_dram,read,40000.0
720p,1280,720,128,128,3,32,256,800.0,os,run_567eaf313895,,,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,1638400.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.mac_array,mac,17694720.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.filter_sram,read,552960.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,5898240.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,92352000.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.filter_dram,read,96000.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,1966080.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.filter_sram,read,1105920.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,7864320.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,92352000.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.filter_dram,read,96000.0
1080p,1920,1080,128,128,3,32,256,800.0,os,run_567eaf313895,cd80e101b080,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.mac_array,mac,37748736.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.filter_sram,read,1179648.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,12582912.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,197017600.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.filter_dram,read,204800.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,4194304.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.mac_array,mac,75497472.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.filter_sram,read,2359296.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,16777216.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,197017600.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.filter_dram,read,204800.0
hires,2048,2048,128,128,3,32,256,800.0,os,run_567eaf313895,9aaddd04cd46,fe9ec685d9af,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,8388608.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.mac_array,mac,40140800.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.ifmap_sram,read,40140800.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.filter_sram,read,2450.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.ofmap_sram,write,819200.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.ifmap_dram,read,41230000.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.filter_dram,read,315000.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,gaussian_k7,gaussian,accelerator.ofmap_dram,write,819200.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.mac_array,mac,14745600.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.filter_sram,read,900.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,1638400.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,8835000.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.filter_dram,read,60000.0
720p,1280,720,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,,,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,1638400.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.mac_array,mac,96337920.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ifmap_sram,read,96337920.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.filter_sram,read,5880.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ofmap_sram,write,1966080.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ifmap_dram,read,98952000.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.filter_dram,read,756000.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ofmap_dram,write,1966080.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.filter_sram,read,2160.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3932160.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,21204000.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.filter_dram,read,144000.0
1080p,1920,1080,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,66fc487db674,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.mac_array,mac,205520896.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ifmap_sram,read,205520896.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.filter_sram,read,12544.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ofmap_sram,write,4194304.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ifmap_dram,read,211097600.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.filter_dram,read,1612800.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,gaussian_k7,gaussian,accelerator.ofmap_dram,write,4194304.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.mac_array,mac,75497472.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.filter_sram,read,4608.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,8388608.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,45235200.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.filter_dram,read,307200.0
hires,2048,2048,128,128,7,128,256,50.0,ws,run_56b0b1d4c46d,8ba27e0b3ffa,356b8feab9aa,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,8388608.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.mac_array,mac,7372800.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.filter_sram,read,57600.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,2457600.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,7375000.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.filter_dram,read,60000.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,819200.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.mac_array,mac,14745600.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.filter_sram,read,115200.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3276800.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,7375000.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.filter_dram,read,60000.0
720p,1280,720,128,128,3,128,4096,50.0,os,run_56fa429474c1,,,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,1638400.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.mac_array,mac,17694720.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.filter_sram,read,138240.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,5898240.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,17700000.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.filter_dram,read,144000.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,1966080.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.filter_sram,read,276480.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,7864320.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,17700000.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.filter_dram,read,144000.0
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_56fa429474c1,1d5b99318225,dee1639d4495,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.mac_array,mac,37748736.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.filter_sram,read,294912.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ofmap_sram,write,12582912.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ifmap_dram,read,37760000.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.filter_dram,read,307200.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,gaussian_k3,gaussian,accelerator.ofmap_dram,write,4194304.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.mac_array,mac,75497472.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.filter_sram,read,589824.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,16777216.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,37760000.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.filter_dram,read,307200.0
hires,2048,2048,128,128,3,128,4096,50.0,os,run_56fa429474c1,f31c78ab5c84,dee1639d4495,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,8388608.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.mac_array,mac,13009920.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_sram,read,13009920.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.filter_sram,read,1815.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_sram,write,107520.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_dram,read,13275000.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.filter_dram,read,201000.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_dram,write,107520.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1935360.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,967680.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,270.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,215040.0
1080p,1920,1080,128,128,11,128,256,200.0,ws,run_5725c2928e8a,6ee34022412a,5725c2928e8a,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,1770000.0
