resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,stage,stage_op,component,action,count
720p,1280,720,128,128,7,32,1024,200.0,os,run_6737ade7b70d,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,409600.0
720p,1280,720,128,128,7,32,1024,200.0,os,run_6737ade7b70d,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,922000.0
720p,1280,720,128,128,7,32,1024,200.0,os,run_6737ade7b70d,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,4000.0
720p,1280,720,128,128,7,32,1024,200.0,os,run_6737ade7b70d,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,204800.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.mac_array,mac,2688000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.ifmap_sram,read,2688000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.filter_sram,read,375.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.ofmap_sram,write,107520.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.ifmap_dram,read,6888000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.filter_dram,read,24000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,gaussian_k5,gaussian,accelerator.ofmap_dram,write,107520.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1935360.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,967680.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,270.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,215040.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,6888000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,12000.0
1080p,1920,1080,128,128,5,64,4096,800.0,ws,run_675107262298,61365acca2bc,675107262298,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,215040.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.mac_array,mac,20480000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,20480000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.filter_sram,read,1250.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,1638400.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,26220000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.filter_dram,read,20000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,1638400.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.mac_array,mac,14745600.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.filter_sram,read,900.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,1638400.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,13110000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.filter_dram,read,10000.0
720p,1280,720,128,128,5,16,4096,200.0,ws,run_6766551ba65d,,,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,1638400.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.mac_array,mac,49152000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,49152000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.filter_sram,read,3000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,3932160.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,62928000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.filter_dram,read,48000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,3932160.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.filter_sram,read,2160.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3932160.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,31464000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.filter_dram,read,24000.0
1080p,1920,1080,128,128,5,16,4096,200.0,ws,run_6766551ba65d,bce7c9733baf,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.mac_array,mac,104857600.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,104857600.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.filter_sram,read,6400.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,8388608.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,134246400.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.filter_dram,read,102400.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,8388608.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.mac_array,mac,75497472.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,37748736.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.filter_sram,read,4608.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,8388608.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,67123200.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.filter_dram,read,51200.0
hires,2048,2048,128,128,5,16,4096,200.0,ws,run_6766551ba65d,7b5caf0a5651,17ac3a2a07dd,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,8388608.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.mac_array,mac,921600.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.ifmap_sram,read,921600.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.filter_sram,read,7200.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.ofmap_sram,write,307200.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.ifmap_dram,read,922000.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.filter_dram,read,12000.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,gaussian_k3,gaussian,accelerator.ofmap_dram,write,102400.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1843200.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,921600.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,14400.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,409600.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,922000.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,12000.0
720p,1280,720,128,128,3,128,4096,200.0,os,run_67dcfaf3eb65,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,204800.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.mac_array,mac,921600.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.ifmap_sram,read,921600.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.filter_sram,read,90.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.ofmap_sram,write,102400.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.ifmap_dram,read,3277000.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.filter_dram,read,3000.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,gaussian_k3,gaussian,accelerator.ofmap_dram,write,102400.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1843200.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,921600.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,180.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,204800.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,3277000.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,3000.0
720p,1280,720,128,128,3,32,4096,50.0,ws,run_67efec4c9638,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,204800.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.mac_array,mac,12390400.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_sram,read,12390400.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.filter_sram,read,387200.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_sram,write,307200.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_dram,read,51931000.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.filter_dram,read,39000.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_dram,write,102400.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1843200.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,921600.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,57600.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,409600.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,922000.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,3000.0
720p,1280,720,128,128,11,32,1024,50.0,os,run_6800bcba0256,,,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,204800.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.mac_array,mac,2688000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.ifmap_sram,read,2688000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.filter_sram,read,375.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.ofmap_sram,write,215040.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.ifmap_dram,read,3441000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.filter_dram,read,6000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,gaussian_k5,gaussian,accelerator.ofmap_dram,write,215040.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1935360.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,967680.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,270.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,215040.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,1722000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,3000.0
1080p,1920,1080,128,128,5,16,1024,200.0,ws,run_691162b96399,adc571170fc5,691162b96399,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,215040.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.mac_array,mac,13009920.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_sram,read,13009920.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.filter_sram,read,101640.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_sram,write,322560.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.ifmap_dram,read,131424000.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.filter_dram,read,240000.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,gaussian_k11,gaussian,accelerator.ofmap_dram,write,107520.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.mac_array,mac,1935360.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_sram,read,967680.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.filter_sram,read,15120.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_sram,write,430080.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.ifmap_dram,read,972000.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.filter_dram,read,24000.0
1080p,1920,1080,128,128,11,128,1024,800.0,os,run_691d5ba5f468,c8335f121806,691d5ba5f468,bottom_edge,sobel_3x3,sobel,accelerator.ofmap_dram,write,215040.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.mac_array,mac,20480000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,20480000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.filter_sram,read,1280000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,2457600.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,23680000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.filter_dram,read,40000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,819200.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.mac_array,mac,14745600.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,7372800.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.filter_sram,read,921600.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,3276800.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,7400000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.filter_dram,read,40000.0
720p,1280,720,128,128,5,16,1024,800.0,os,run_692958dc3c87,,,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,1638400.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.mac_array,mac,49152000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,49152000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.filter_sram,read,3072000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,5898240.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,56832000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.filter_dram,read,96000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,1966080.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.mac_array,mac,35389440.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.ifmap_sram,read,17694720.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.filter_sram,read,2211840.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.ofmap_sram,write,7864320.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.ifmap_dram,read,17760000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.filter_dram,read,96000.0
1080p,1920,1080,128,128,5,16,1024,800.0,os,run_692958dc3c87,d89ef743b3a2,380ad9e1afa5,full,sobel_3x3,sobel,accelerator.ofmap_dram,write,3932160.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.mac_array,mac,104857600.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ifmap_sram,read,104857600.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.filter_sram,read,6553600.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ofmap_sram,write,12582912.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ifmap_dram,read,121241600.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.filter_dram,read,204800.0
hires,2048,2048,128,128,5,16,1024,800.0,os,run_692958dc3c87,432f5fccbcc1,380ad9e1afa5,full,gaussian_k5,gaussian,accelerator.ofmap_dram,write,4194304.0
