resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
hires,2048,2048,128,128,7,8,256,50.0,is,142759680.0,32261120.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,6002143744.0,5955968000.0,38400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,5955968000.0,38400.0,46137344.0,6002143744.0,8833298944.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,142.75968,64,9136619520.0,22.598201396921034,8.833298944,1261.038930589778,0.26499896832
hires,2048,2048,128,128,7,8,256,50.0,os,45942784.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,555533312.0,542822400.0,128000.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,542822400.0,128000.0,12582912.0,555533312.0,3269248000.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.942784,64,2940338176.0,0.0,3.269248,150.198354706432,0.09807744
hires,2048,2048,128,128,7,8,256,50.0,ws,38721792.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,302598144.0,256332800.0,128000.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,256332800.0,128000.0,46137344.0,302598144.0,2852872192.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,38.721792,64,2478194688.0,0.0,2.852872192,110.46832362120807,0.08558616576
hires,2048,2048,128,128,7,8,256,200.0,is,109806592.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,6012319744.0,5966080000.0,102400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,5966080000.0,102400.0,46137344.0,6012319744.0,8843474944.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,109.806592,64,7027621888.0,0.0,8.843474944,971.0718450380308,0.26530424832
hires,2048,2048,128,128,7,8,256,200.0,os,45301760.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,556480512.0,543744000.0,153600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,543744000.0,153600.0,12582912.0,556480512.0,3270195200.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.30176,64,2899312640.0,0.0,3.2701952,148.145598103552,0.098105856
hires,2048,2048,128,128,7,8,256,200.0,ws,38029824.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,303058944.0,256768000.0,153600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,256768000.0,153600.0,46137344.0,303058944.0,2853332992.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,38.029824,64,2433908736.0,0.0,2.853332992,108.5117514991534,0.08559998976
hires,2048,2048,128,128,7,8,256,800.0,is,109633280.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,6032850944.0,5986304000.0,409600.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,5986304000.0,409600.0,46137344.0,6032850944.0,8864006144.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,109.63328,64,7016529920.0,0.0,8.864006144,971.7900675068722,0.26592018432
hires,2048,2048,128,128,7,8,256,800.0,os,45141504.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,558579712.0,545587200.0,409600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,545587200.0,409600.0,12582912.0,558579712.0,3272294400.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.141504,64,2889056256.0,0.0,3.2722944,147.7162907467776,0.098168832
hires,2048,2048,128,128,7,8,256,800.0,ws,37856512.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,304185344.0,257638400.0,409600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,257638400.0,409600.0,46137344.0,304185344.0,2854459392.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,37.856512,64,2422816768.0,0.0,2.854459392,108.05987622676071,0.08563378176
hires,2048,2048,128,128,7,8,1024,50.0,is,112461824.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,1352940544.0,1306764800.0,38400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,1306764800.0,38400.0,46137344.0,1352940544.0,4184095744.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,112.46182400000001,64,7197556736.0,0.0,4.184095744,470.5510391608771,0.12552287232
hires,2048,2048,128,128,7,8,1024,50.0,os,47303424.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,292186112.0,279475200.0,128000.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,279475200.0,128000.0,12582912.0,292186112.0,3005900800.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,47.303424,64,3027419136.0,0.0,3.0059008,142.1894000443392,0.090177024
hires,2048,2048,128,128,7,8,1024,50.0,ws,41138432.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348409344.0,302144000.0,128000.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,302144000.0,128000.0,46137344.0,348409344.0,2898683392.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,41.138432,64,2632859648.0,0.0,2.898683392,119.24728961132135,0.08696050176
hires,2048,2048,128,128,7,8,1024,200.0,is,110297344.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,1353836544.0,1307596800.0,102400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,1307596800.0,102400.0,46137344.0,1353836544.0,4184991744.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,110.29734400000001,64,7059030016.0,0.0,4.184991744,461.59347402512805,0.12554975232
hires,2048,2048,128,128,7,8,1024,200.0,os,45641984.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,292390912.0,279654400.0,153600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,279654400.0,153600.0,12582912.0,292390912.0,3006105600.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.641983999999994,64,2921086976.0,0.0,3.0061056,137.20462369751039,0.090183168
hires,2048,2048,128,128,7,8,1024,200.0,ws,38633984.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348626944.0,302336000.0,153600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,302336000.0,153600.0,46137344.0,348626944.0,2898900992.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,38.633984000000005,64,2472574976.0,0.0,2.898900992,111.99609454251215,0.08696702976
hires,2048,2048,128,128,7,8,1024,800.0,is,109756160.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,1357471744.0,1310924800.0,409600.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,1310924800.0,409600.0,46137344.0,1357471744.0,4188626944.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,109.75616000000001,64,7024394240.0,0.0,4.188626944,459.7276090459751,0.12565880832
hires,2048,2048,128,128,7,8,1024,800.0,os,45226752.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,293363712.0,280371200.0,409600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,280371200.0,409600.0,12582912.0,293363712.0,3007078400.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.226752000000005,64,2894512128.0,0.0,3.0070784,136.0003890413568,0.090212352
hires,2048,2048,128,128,7,8,1024,800.0,ws,38007808.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,349650944.0,303104000.0,409600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,303104000.0,409600.0,46137344.0,349650944.0,2899924992.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,38.007808,64,2432499712.0,0.0,2.899924992,110.21979231033752,0.08699774976
hires,2048,2048,128,128,7,8,4096,50.0,is,115363840.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,289465344.0,243289600.0,38400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,243289600.0,38400.0,46137344.0,289465344.0,3120620544.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,115.36384,64,7383285760.0,0.0,3.120620544,360.00676913872894,0.09361861632
hires,2048,2048,128,128,7,8,4096,50.0,os,50205440.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256000512.0,243289600.0,128000.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,243289600.0,128000.0,12582912.0,256000512.0,2969715200.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,50.205439999999996,64,3213148160.0,0.0,2.9697152,149.095858290688,0.089091456
hires,2048,2048,128,128,7,8,4096,50.0,ws,44761344.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348268544.0,302003200.0,128000.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,302003200.0,128000.0,46137344.0,348268544.0,2898542592.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,44.761344,64,2864726016.0,0.0,2.898542592,129.74266205916365,0.08695627776
hires,2048,2048,128,128,7,8,4096,200.0,is,111022848.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,289593344.0,243353600.0,102400.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,243353600.0,102400.0,46137344.0,289593344.0,3120748544.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,111.022848,64,7105462272.0,0.0,3.120748544,346.4743912467333,0.09362245632
hires,2048,2048,128,128,7,8,4096,200.0,os,46367488.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256090112.0,243353600.0,153600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,243353600.0,153600.0,12582912.0,256090112.0,2969804800.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,46.367488,64,2967519232.0,0.0,2.9698048,137.7023884263424,0.089094144
hires,2048,2048,128,128,7,8,4096,200.0,ws,39539456.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348319744.0,302028800.0,153600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,302028800.0,153600.0,46137344.0,348319744.0,2898593792.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,39.539456,64,2530525184.0,0.0,2.898593792,114.60882170065715,0.08695781376
hires,2048,2048,128,128,7,8,4096,800.0,is,109937408.0,0.0,281018368,324534272.0,243269632.0,35127296.0,46137344.0,290054144.0,243507200.0,409600.0,46137344.0,281018368.0,1946157056.0,281018368.0,322961408.0,2550136832.0,243507200.0,409600.0,46137344.0,290054144.0,3121209344.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,109.937408,64,7035994112.0,0.0,3.121209344,343.13766510474034,0.09363628032
hires,2048,2048,128,128,7,8,4096,800.0,os,45408000.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256499712.0,243507200.0,409600.0,12582912.0,281018368.0,1946157056.0,281018368.0,205520896.0,2432696320.0,243507200.0,409600.0,12582912.0,256499712.0,2970214400.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.407999999999994,64,2906112000.0,0.0,2.9702144,134.8714954752,0.089106432
hires,2048,2048,128,128,7,8,4096,800.0,ws,38233856.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348626944.0,302080000.0,409600.0,46137344.0,281018368.0,1946157056.0,137216.0,322961408.0,2269255680.0,302080000.0,409600.0,46137344.0,348626944.0,2898900992.0,4.390912,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,38.233855999999996,64,2446966784.0,0.0,2.898900992,110.83616308638514,0.08696702976
hires,2048,2048,128,128,7,16,256,50.0,is,153537280.0,90866944.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,7217601024.0,7192396800.0,38400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,7192396800.0,38400.0,25165824.0,7217601024.0,9761446400.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,153.53728,256,39305543680.0,59.18233278588757,9.7614464,1498.7459291217922,0.292843392
hires,2048,2048,128,128,7,16,256,50.0,os,45640192.0,13853184.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,1656371712.0,1643545600.0,243200.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,1643545600.0,243200.0,12582912.0,1656371712.0,4229577216.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,45.640192000000006,256,11683889152.0,30.3530362010747,4.229577216,193.0387162170655,0.12688731648
hires,2048,2048,128,128,7,16,256,50.0,ws,21834752.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,281741824.0,256332800.0,243200.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,256332800.0,243200.0,25165824.0,281741824.0,2685215232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.834751999999998,256,5589696512.0,0.0,2.685215232,58.63100865734246,0.08055645696
hires,2048,2048,128,128,7,16,256,200.0,is,62066688.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,7229876224.0,7204608000.0,102400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,7204608000.0,102400.0,25165824.0,7229876224.0,9773721600.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,62.066688,256,15889072128.0,0.0,9.7737216,606.6225291460607,0.293211648
hires,2048,2048,128,128,7,16,256,200.0,os,31145984.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,1659174912.0,1646336000.0,256000.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,1646336000.0,256000.0,12582912.0,1659174912.0,4232380416.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.145984000000002,256,7973371904.0,0.0,4.232380416,131.82165271864935,0.12697141248
hires,2048,2048,128,128,7,16,256,200.0,ws,21231104.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,282189824.0,256768000.0,256000.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,256768000.0,256000.0,25165824.0,282189824.0,2685663232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.231104000000002,256,5435162624.0,0.0,2.685663232,57.01959538756813,0.08056989696
hires,2048,2048,128,128,7,16,256,800.0,is,61915648.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,7254605824.0,7229030400.0,409600.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,7229030400.0,409600.0,25165824.0,7254605824.0,9798451200.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,61.915648,256,15850405888.0,0.0,9.7984512,606.6774554443776,0.293953536
hires,2048,2048,128,128,7,16,256,800.0,os,30985728.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,1664909312.0,1651916800.0,409600.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,1651916800.0,409600.0,12582912.0,1664909312.0,4238114816.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,30.985728,256,7932346368.0,0.0,4.238114816,131.32107292134606,0.12714344448
hires,2048,2048,128,128,7,16,256,800.0,ws,21080064.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,283213824.0,257638400.0,409600.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,257638400.0,409600.0,25165824.0,283213824.0,2686687232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.080064,256,5396496384.0,0.0,2.686687232,56.635538798542854,0.08060061696
hires,2048,2048,128,128,7,16,1024,50.0,is,64332288.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,1331969024.0,1306764800.0,38400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,1306764800.0,38400.0,25165824.0,1331969024.0,3875814400.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,64.332288,256,16469065728.0,0.0,3.8758144,249.3400082153472,0.116274432
hires,2048,2048,128,128,7,16,1024,50.0,os,33147648.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,473587712.0,460761600.0,243200.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,460761600.0,243200.0,12582912.0,473587712.0,3046793216.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,33.147648000000004,256,8485797888.0,0.0,3.046793216,100.99402905275599,0.09140379648
hires,2048,2048,128,128,7,16,1024,50.0,ws,23950080.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,327553024.0,302144000.0,243200.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,302144000.0,243200.0,25165824.0,327553024.0,2731026432.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,23.95008,256,6131220480.0,0.0,2.731026432,65.40830152851457,0.08193079296
hires,2048,2048,128,128,7,16,1024,200.0,is,62482176.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,1332865024.0,1307596800.0,102400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,1307596800.0,102400.0,25165824.0,1332865024.0,3876710400.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,62.482176,256,15995437056.0,0.0,3.8767104,242.2253015138304,0.116301312
hires,2048,2048,128,128,7,16,1024,200.0,os,31486208.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,473894912.0,461056000.0,256000.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,461056000.0,256000.0,12582912.0,473894912.0,3047100416.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.486208,256,8060469248.0,0.0,3.047100416,95.94163749506254,0.09141301248
hires,2048,2048,128,128,7,16,1024,200.0,ws,21760000.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,327757824.0,302336000.0,256000.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,302336000.0,256000.0,25165824.0,327757824.0,2731231232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.76,256,5570560000.0,0.0,2.731231232,59.43159160832,0.08193693696
hires,2048,2048,128,128,7,16,1024,800.0,is,62019584.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,1336500224.0,1310924800.0,409600.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,1310924800.0,409600.0,25165824.0,1336500224.0,3880345600.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,62.019584,256,15877013504.0,0.0,3.8803456,240.6574198882304,0.116410368
hires,2048,2048,128,128,7,16,1024,800.0,os,31070976.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,475226112.0,462233600.0,409600.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,462233600.0,409600.0,12582912.0,475226112.0,3048431616.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.070976,256,7954169856.0,0.0,3.048431616,94.71774557837722,0.09145294848
hires,2048,2048,128,128,7,16,1024,800.0,ws,21212416.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,328679424.0,303104000.0,409600.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,303104000.0,409600.0,25165824.0,328679424.0,2732152832.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.212416,256,5430378496.0,0.0,2.732152832,57.955562447962116,0.08196458496
hires,2048,2048,128,128,7,16,4096,50.0,is,67234304.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,268493824.0,243289600.0,38400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,243289600.0,38400.0,25165824.0,268493824.0,2812339200.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,67.234304,256,17211981824.0,0.0,2.8123392,189.08566872391677,0.084370176
hires,2048,2048,128,128,7,16,4096,50.0,os,36049664.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,256115712.0,243289600.0,243200.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,243289600.0,243200.0,12582912.0,256115712.0,2829321216.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,36.049664,256,9228713984.0,0.0,2.829321216,101.99607918487142,0.08487963648
hires,2048,2048,128,128,7,16,4096,50.0,ws,27706624.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,334093824.0,308684800.0,243200.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,308684800.0,243200.0,25165824.0,334093824.0,2737567232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,27.706623999999998,256,7092895744.0,0.0,2.737567232,75.84874597174476,0.08212701696
hires,2048,2048,128,128,7,16,4096,200.0,is,63207680.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,268621824.0,243353600.0,102400.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,243353600.0,102400.0,25165824.0,268621824.0,2812467200.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,63.20768,256,16181166080.0,0.0,2.8124672,177.76952678809602,0.084374016
hires,2048,2048,128,128,7,16,4096,200.0,os,32211712.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,256192512.0,243353600.0,256000.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,243353600.0,256000.0,12582912.0,256192512.0,2829398016.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,32.211712000000006,256,8246198272.0,0.0,2.829398016,91.1397540247634,0.08488194048
hires,2048,2048,128,128,7,16,4096,200.0,ws,22699008.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,334157824.0,308736000.0,256000.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,308736000.0,256000.0,25165824.0,334157824.0,2737631232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.699008,256,5810946048.0,0.0,2.737631232,62.141513236217854,0.08212893696
hires,2048,2048,128,128,7,16,4096,800.0,is,62200832.0,0.0,281018368,285999104.0,243269632.0,17563648.0,25165824.0,269082624.0,243507200.0,409600.0,25165824.0,281018368.0,1946157056.0,140509184.0,176160768.0,2262827008.0,243507200.0,409600.0,25165824.0,269082624.0,2812928000.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,62.200832,256,15923412992.0,0.0,2.812928,174.966461956096,0.08438784
hires,2048,2048,128,128,7,16,4096,800.0,os,31252224.0,0.0,281018368,290193408.0,243269632.0,17563648.0,29360128.0,256499712.0,243507200.0,409600.0,12582912.0,281018368.0,1946157056.0,140509184.0,205520896.0,2292187136.0,243507200.0,409600.0,12582912.0,256499712.0,2829705216.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.252224000000002,256,8000569344.0,0.0,2.829705216,88.43458126440038,0.08489115648
hires,2048,2048,128,128,7,16,4096,800.0,ws,21446912.0,0.0,281018368,268452608.0,243269632.0,17152.0,25165824.0,334413824.0,308838400.0,409600.0,25165824.0,281018368.0,1946157056.0,137216.0,176160768.0,2122455040.0,308838400.0,409600.0,25165824.0,334413824.0,2737887232.0,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.446911999999998,256,5490409472.0,0.0,2.737887232,58.71922653062757,0.08213661696
hires,2048,2048,128,128,7,32,256,50.0,is,165707264.0,127282688.0,281018368,268828672.0,243269632.0,8781824.0,16777216.0,7827439616.0,7810611200.0,51200.0,16777216.0,281018368.0,1946157056.0,70254592.0,117440512.0,2133852160.0,7810611200.0,51200.0,16777216.0,7827439616.0,10242310144.0,0.274432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,165.70726399999998,1024,169684238336.0,76.811773320933,10.242310144,1697.2251910016857,0.30726930432
hires,2048,2048,128,128,7,32,256,50.0,os,88690688.0,63981568.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,4129472512.0,4116403200.0,486400.0,12582912.0,281018368.0,1946157056.0,70254592.0,205520896.0,2221932544.0,4116403200.0,486400.0,12582912.0,4129472512.0,6632423424.0,0.274432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,88.69068800000001,1024,90819264512.0,72.14011915208054,6.632423424,588.2341965818757,0.19897270272
hires,2048,2048,128,128,7,32,256,50.0,ws,13593088.0,0.0,281018368,260064000.0,243269632.0,17152.0,16777216.0,273596416.0,256332800.0,486400.0,16777216.0,281018368.0,1946157056.0,137216.0,117440512.0,2063734784.0,256332800.0,486400.0,16777216.0,273596416.0,2618349568.0,0.274432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.593088,1024,13919322112.0,0.0,2.618349568,35.591456092585986,0.07855048704
