resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
1080p,1920,1080,128,128,5,64,256,50.0,is,154691385.0,141840120.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,7490383050.0,7484128500.0,33750.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,7484128500.0,33750.0,6220800.0,7490383050.0,8198258250.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,154.691385,4096,633615912960.0,91.69232016378935,8.19825825,1268.1999232801763,0.2459477475
1080p,1920,1080,128,128,5,64,256,50.0,os,152789745.0,143081280.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7490646300.0,7484128500.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,7484128500.0,297000.0,6220800.0,7490646300.0,8256582300.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,152.789745,4096,625826795520.0,93.64586608872212,8.2565823,1261.5211041885136,0.247697469
1080p,1920,1080,128,128,5,64,256,50.0,ws,4640565.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82498800.0,75981000.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,75981000.0,297000.0,6220800.0,82498800.0,779274840.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.6405650000000005,4096,19007754240.0,0.0,0.77927484,3.6162755478846007,0.0233782452
1080p,1920,1080,128,128,5,64,256,200.0,is,43742610.0,31223160.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,7503109800.0,7496835000.0,54000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,7496835000.0,54000.0,6220800.0,7503109800.0,8210985000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,43.74261,4096,179169730560.0,71.37927983721136,8.210985,359.16991457085004,0.24632955
1080p,1920,1080,128,128,5,64,256,200.0,os,41839650.0,32463000.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7503352800.0,7496835000.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,7496835000.0,297000.0,6220800.0,7503352800.0,8269288800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,41.83965,4096,171375206400.0,77.58908117061209,8.2692888,345.98414914092,0.248078664
1080p,1920,1080,128,128,5,64,256,200.0,ws,4308750.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82627800.0,76110000.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,76110000.0,297000.0,6220800.0,82627800.0,779403840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.30875,4096,17648640000.0,0.0,0.77940384,3.3582562955999995,0.0233821152
1080p,1920,1080,128,128,5,64,256,800.0,is,16005165.0,3568680.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,7528684800.0,7522248000.0,216000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,7522248000.0,216000.0,6220800.0,7528684800.0,8236560000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.005164999999998,4096,65557155840.0,22.29705223282609,8.23656,131.8275018324,0.2470968
1080p,1920,1080,128,128,5,64,256,800.0,os,14086965.0,4793280.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7528792800.0,7522248000.0,324000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,7522248000.0,324000.0,6220800.0,7528792800.0,8294728800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,14.086965,4096,57700208640.0,34.026349891548676,8.2947288,116.84755429009199,0.248841864
1080p,1920,1080,128,128,5,64,256,800.0,ws,4225785.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82912800.0,76368000.0,324000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,76368000.0,324000.0,6220800.0,82912800.0,779688840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.225785,4096,17308815360.0,0.0,0.77968884,3.2947974047394,0.0233906652
1080p,1920,1080,128,128,5,64,1024,50.0,is,13526850.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,84262800.0,78008250.0,33750.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,78008250.0,33750.0,6220800.0,84262800.0,792138000.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.52685,4096,55405977600.0,0.0,0.792138,10.7151319053,0.02376414
1080p,1920,1080,128,128,5,64,1024,50.0,os,10384050.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84526050.0,78008250.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,78008250.0,297000.0,6220800.0,84526050.0,850462050.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.38405,4096,42533068800.0,0.0,0.85046205,8.8312404503025,0.0255138615
1080p,1920,1080,128,128,5,64,1024,50.0,ws,5597175.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98577300.0,92059500.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92059500.0,297000.0,6220800.0,98577300.0,795353340.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.597175,4096,22926028800.0,0.0,0.79535334,4.4517318308145,0.0238606002
1080p,1920,1080,128,128,5,64,1024,200.0,is,12688365.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,84331800.0,78057000.0,54000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,78057000.0,54000.0,6220800.0,84331800.0,792207000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.688365,4096,51971543040.0,0.0,0.792207,10.051811571555,0.02376621
1080p,1920,1080,128,128,5,64,1024,200.0,os,9545565.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84574800.0,78057000.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,78057000.0,297000.0,6220800.0,84574800.0,850510800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.545565,4096,39098634240.0,0.0,0.8505108,8.118606124602,0.025515324
1080p,1920,1080,128,128,5,64,1024,200.0,ws,4547970.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98635800.0,92118000.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92118000.0,297000.0,6220800.0,98635800.0,795411840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.54797,4096,18628485120.0,0.0,0.79541184,3.6175091859648,0.0238623552
1080p,1920,1080,128,128,5,64,1024,800.0,is,12478800.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,84688800.0,78252000.0,216000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,78252000.0,216000.0,6220800.0,84688800.0,792564000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.4788,4096,51113164800.0,0.0,0.792564,9.8902476432,0.02377692
1080p,1920,1080,128,128,5,64,1024,800.0,os,9336000.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84796800.0,78252000.0,324000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,78252000.0,324000.0,6220800.0,84796800.0,850732800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.336,4096,38240256000.0,0.0,0.8507328,7.9424414208,0.025521984
1080p,1920,1080,128,128,5,64,1024,800.0,ws,4285725.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98896800.0,92352000.0,324000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92352000.0,324000.0,6220800.0,98896800.0,795672840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.285724999999999,4096,17554329600.0,0.0,0.79567284,3.4100349822089995,0.0238701852
1080p,1920,1080,128,128,5,64,4096,50.0,is,13943370.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,76762800.0,70508250.0,33750.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,70508250.0,33750.0,6220800.0,76762800.0,784638000.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.94337,4096,57112043520.0,0.0,0.784638,10.94049795006,0.02353914
1080p,1920,1080,128,128,5,64,4096,50.0,os,10800570.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,77026050.0,70508250.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,70508250.0,297000.0,6220800.0,77026050.0,842962050.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.80057,4096,44239134720.0,0.0,0.84296205,9.104470628368501,0.0252888615
1080p,1920,1080,128,128,5,64,4096,50.0,ws,9127305.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,246757800.0,240240000.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,240240000.0,297000.0,6220800.0,246757800.0,943533840.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.127305,4096,37385441280.0,0.0,0.94353384,8.6119211355012,0.0283060152
1080p,1920,1080,128,128,5,64,4096,200.0,is,12792405.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,76795800.0,70521000.0,54000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,70521000.0,54000.0,6220800.0,76795800.0,784671000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.792405,4096,52397690880.0,0.0,0.784671,10.037829223755,0.02354013
1080p,1920,1080,128,128,5,64,4096,200.0,os,9649605.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,77038800.0,70521000.0,297000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,70521000.0,297000.0,6220800.0,77038800.0,842974800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.649605000000001,4096,39524782080.0,0.0,0.8429748,8.134373844954002,0.025289244
1080p,1920,1080,128,128,5,64,4096,200.0,ws,5430480.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,246793800.0,240276000.0,297000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,240276000.0,297000.0,6220800.0,246793800.0,943569840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.430479999999999,4096,22243246080.0,0.0,0.94356984,5.124037144723199,0.0283070952
1080p,1920,1080,128,128,5,64,4096,800.0,is,12504720.0,0.0,89164800,78116400.0,70502400.0,1393200.0,6220800.0,77008800.0,70572000.0,216000.0,6220800.0,89164800.0,564019200.0,11145600.0,43545600.0,618710400.0,70572000.0,216000.0,6220800.0,77008800.0,784884000.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.50472,4096,51219333120.0,0.0,0.784884,9.814754652480001,0.02354652
1080p,1920,1080,128,128,5,64,4096,800.0,os,9361920.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,77116800.0,70572000.0,324000.0,6220800.0,89164800.0,564019200.0,11145600.0,101606400.0,676771200.0,70572000.0,324000.0,6220800.0,77116800.0,843052800.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.36192,4096,38346424320.0,0.0,0.8430528,7.892592869376,0.025291584
1080p,1920,1080,128,128,5,64,4096,800.0,ws,4506225.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,246880800.0,240336000.0,324000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,240336000.0,324000.0,6220800.0,246880800.0,943656840.0,0.02176875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.506225,4096,18457497600.0,0.0,0.94365684,4.252330043829,0.0283097052
1080p,1920,1080,128,128,5,128,256,50.0,is,18235545.0,5368080.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,655654050.0,649372500.0,60750.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,649372500.0,60750.0,6220800.0,655654050.0,1357956450.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,18.235545,16384,298771169280.0,29.43745306213771,1.35795645,24.76307595201525,0.0407386935
1080p,1920,1080,128,128,5,128,256,50.0,os,74284620.0,65062155.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,3574387800.0,3567573000.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,3567573000.0,594000.0,6220800.0,3574387800.0,4334751000.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,74.28461999999999,16384,1217079214080.0,87.58496038614723,4.334751,322.00533082961994,0.13004253
1080p,1920,1080,128,128,5,128,256,50.0,ws,4692405.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82795800.0,75981000.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,75981000.0,594000.0,6220800.0,82795800.0,779571840.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.692405,16384,76880363520.0,0.0,0.77957184,3.6580667998752,0.0233871552
1080p,1920,1080,128,128,5,128,256,200.0,is,12535650.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,656776800.0,650475000.0,81000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,650475000.0,81000.0,6220800.0,656776800.0,1359079200.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.53565,16384,205384089600.0,0.0,1.3590792,17.036941173480002,0.040772376
1080p,1920,1080,128,128,5,128,256,200.0,os,21967890.0,13077240.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,3580444800.0,3573630000.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,3573630000.0,594000.0,6220800.0,3580444800.0,4340808000.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,21.96789,16384,359921909760.0,59.52888511368183,4.340808,95.35839265512,0.13022424
1080p,1920,1080,128,128,5,128,256,200.0,ws,4360590.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82924800.0,76110000.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,76110000.0,594000.0,6220800.0,82924800.0,779700840.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.36059,16384,71443906560.0,0.0,0.77970084,3.3999556858955997,0.0233910252
1080p,1920,1080,128,128,5,128,256,800.0,is,12452685.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,659116800.0,652680000.0,216000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,652680000.0,216000.0,6220800.0,659116800.0,1361419200.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.452685,16384,204024791040.0,0.0,1.3614192,16.953324450552003,0.040842576
1080p,1920,1080,128,128,5,128,256,800.0,os,8971965.0,164280.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,3592612800.0,3585744000.0,648000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,3585744000.0,648000.0,6220800.0,3592612800.0,4352976000.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.971965,16384,146996674560.0,1.8310370136307934,4.352976,39.05474831784,0.13058928
1080p,1920,1080,128,128,5,128,256,800.0,ws,4277625.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,83236800.0,76368000.0,648000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,76368000.0,648000.0,6220800.0,83236800.0,780012840.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.2776250000000005,16384,70084608000.0,0.0,0.78001284,3.3366024247050006,0.0234003852
1080p,1920,1080,128,128,5,128,1024,50.0,is,13543050.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,84289800.0,78008250.0,60750.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,78008250.0,60750.0,6220800.0,84289800.0,786592200.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.54305,16384,221889331200.0,0.0,0.7865922,10.652857494209998,0.023597766
1080p,1920,1080,128,128,5,128,1024,50.0,os,9898050.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,84823050.0,78008250.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,78008250.0,594000.0,6220800.0,84823050.0,845186250.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.89805,16384,162169651200.0,0.0,0.84518625,8.3656957618125,0.0253555875
1080p,1920,1080,128,128,5,128,1024,50.0,ws,5649015.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98874300.0,92059500.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92059500.0,594000.0,6220800.0,98874300.0,795650340.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.649015,16384,92553461760.0,0.0,0.79565034,4.4946407054151,0.0238695102
1080p,1920,1080,128,128,5,128,1024,200.0,is,12704565.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,84358800.0,78057000.0,81000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,78057000.0,81000.0,6220800.0,84358800.0,786661200.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.704564999999999,16384,208151592960.0,0.0,0.7866612,9.994188348377998,0.023599836
1080p,1920,1080,128,128,5,128,1024,200.0,os,9059565.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,84871800.0,78057000.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,78057000.0,594000.0,6220800.0,84871800.0,845235000.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.059565000000001,16384,148431912960.0,0.0,0.845235,7.657461422775,0.02535705
1080p,1920,1080,128,128,5,128,1024,200.0,ws,4599810.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98932800.0,92118000.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92118000.0,594000.0,6220800.0,98932800.0,795708840.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.599810000000001,16384,75363287040.0,0.0,0.79570884,3.6601094793204005,0.0238712652
1080p,1920,1080,128,128,5,128,1024,800.0,is,12495000.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,84688800.0,78252000.0,216000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,78252000.0,216000.0,6220800.0,84688800.0,786991200.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.495,16384,204718080000.0,0.0,0.7869912,9.833455043999999,0.023609736
1080p,1920,1080,128,128,5,128,1024,800.0,os,8850000.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,85120800.0,78252000.0,648000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,78252000.0,648000.0,6220800.0,85120800.0,845484000.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.85,16384,144998400000.0,0.0,0.845484,7.4825333999999994,0.02536452
1080p,1920,1080,128,128,5,128,1024,800.0,ws,4337565.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,99220800.0,92352000.0,648000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,92352000.0,648000.0,6220800.0,99220800.0,795996840.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.337565,16384,71066664960.0,0.0,0.79599684,3.4526880332945997,0.0238799052
1080p,1920,1080,128,128,5,128,4096,50.0,is,13959570.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,76789800.0,70508250.0,60750.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,70508250.0,60750.0,6220800.0,76789800.0,779092200.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.95957,16384,228713594880.0,0.0,0.7790922,10.875792102354,0.023372766
1080p,1920,1080,128,128,5,128,4096,50.0,os,10314570.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,77323050.0,70508250.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,70508250.0,594000.0,6220800.0,77323050.0,837686250.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.31457,16384,168993914880.0,0.0,0.83768625,8.640373463662499,0.0251305875
1080p,1920,1080,128,128,5,128,4096,50.0,ws,9454395.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,260817300.0,254002500.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,254002500.0,594000.0,6220800.0,260817300.0,957593340.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.454395000000002,16384,154900807680.0,0.0,0.95759334,9.053465685729302,0.0287278002
1080p,1920,1080,128,128,5,128,4096,200.0,is,12808605.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,76822800.0,70521000.0,81000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,70521000.0,81000.0,6220800.0,76822800.0,779125200.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.808605,16384,209856184320.0,0.0,0.7791252,9.979506932346,0.023373756
1080p,1920,1080,128,128,5,128,4096,200.0,os,9163605.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,77335800.0,70521000.0,594000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,70521000.0,594000.0,6220800.0,77335800.0,837699000.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.163605,16384,150136504320.0,0.0,0.837699,7.676342744895,0.02513097
1080p,1920,1080,128,128,5,128,4096,200.0,ws,5551140.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,260854800.0,254040000.0,594000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,254040000.0,594000.0,6220800.0,260854800.0,957630840.0,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.55114,16384,90949877760.0,0.0,0.95763084,5.3159428611576,0.0287289252
1080p,1920,1080,128,128,5,128,4096,800.0,is,12520920.0,0.0,89164800,77419800.0,70502400.0,696600.0,6220800.0,77008800.0,70572000.0,216000.0,6220800.0,89164800.0,564019200.0,5572800.0,43545600.0,613137600.0,70572000.0,216000.0,6220800.0,77008800.0,779311200.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.52092,16384,205142753280.0,0.0,0.7793112,9.757693190304,0.023379336
1080p,1920,1080,128,128,5,128,4096,800.0,os,8875920.0,0.0,89164800,85714200.0,70502400.0,696600.0,14515200.0,77440800.0,70572000.0,648000.0,6220800.0,89164800.0,564019200.0,5572800.0,101606400.0,671198400.0,70572000.0,648000.0,6220800.0,77440800.0,837804000.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.87592,16384,145423073280.0,0.0,0.837804,7.43628127968,0.02513412
1080p,1920,1080,128,128,5,128,4096,800.0,ws,4575255.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,260956800.0,254088000.0,648000.0,6220800.0,89164800.0,564019200.0,46440.0,43545600.0,607611240.0,254088000.0,648000.0,6220800.0,260956800.0,957732840.0,0.0054421875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.575255,16384,74960977920.0,0.0,0.95773284,4.3818719648742,0.0287319852
1080p,1920,1080,128,128,7,8,256,50.0,is,74341245.0,19677135.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,3138934350.0,3116104500.0,20250.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,3116104500.0,20250.0,22809600.0,3138934350.0,4538614350.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,74.341245,64,4757839680.0,26.468664871028192,4.53861435,337.4062413538657,0.1361584305
1080p,1920,1080,128,128,7,8,256,50.0,os,23270475.0,537210.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,320814300.0,314526000.0,67500.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,314526000.0,67500.0,6220800.0,320814300.0,1662433500.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,23.270474999999998,64,1489310400.0,2.308547633857925,1.6624335,38.685617200912496,0.049873005
1080p,1920,1080,128,128,7,8,256,50.0,ws,19180440.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,150101100.0,127224000.0,67500.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,127224000.0,67500.0,22809600.0,150101100.0,1410922260.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,19.18044,64,1227548160.0,0.0,1.41092226,27.062109752594402,0.0423276678
1080p,1920,1080,128,128,7,8,256,200.0,is,54295515.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,3144258600.0,3121395000.0,54000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,3121395000.0,54000.0,22809600.0,3144258600.0,4543938600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.295515,64,3474912960.0,0.0,4.5439386,246.715486415379,0.136318158
