resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,stage,stage_op,component,action,count
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.ifmap_glb,read,96337920.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.weights_glb,read,3010560.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.psum_glb,update,5898240.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.ifmap_dram,read,1837680000.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.weights_dram,read,192000.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,gaussian_k7,gaussian,systolic_array.psum_dram,write,1966080.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.PE[0..1023].mac,mac_random,35389440.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.weights_glb,read,1105920.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.psum_glb,update,7864320.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,91884000.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.weights_dram,read,36000.0
1080p,1920,1080,128,128,7,32,256,50.0,os,run_199891488020,f66d537cd340,199891488020,full,sobel_3x3,sobel,systolic_array.psum_dram,write,3932160.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.PE[0..1023].mac,mac_random,205520896.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.ifmap_glb,read,205520896.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.weights_glb,read,6422528.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.psum_glb,update,12582912.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.ifmap_dram,read,3920384000.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.weights_dram,read,409600.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,gaussian_k7,gaussian,systolic_array.psum_dram,write,4194304.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.PE[0..1023].mac,mac_random,75497472.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,37748736.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.weights_glb,read,2359296.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.psum_glb,update,16777216.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,196019200.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.weights_dram,read,76800.0
hires,2048,2048,128,128,7,32,256,50.0,os,run_199891488020,51da58ded40a,199891488020,full,sobel_3x3,sobel,systolic_array.psum_dram,write,8388608.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.PE[0..2303].mac,mac_random,17694720.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.weights_glb,read,1080.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.psum_glb,update,1966080.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.ifmap_dram,read,21204000.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.weights_dram,read,54000.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,gaussian_k3,gaussian,systolic_array.psum_dram,write,1966080.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.PE[0..2303].mac,mac_random,35389440.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.weights_glb,read,2160.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.psum_glb,update,3932160.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,21204000.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.weights_dram,read,54000.0
1080p,1920,1080,128,128,3,48,256,50.0,ws,run_199fecdb1059,58d084610182,199fecdb1059,full,sobel_3x3,sobel,systolic_array.psum_dram,write,3932160.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.PE[0..1023].mac,mac_random,967680.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.ifmap_glb,read,967680.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.weights_glb,read,30240.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.psum_glb,update,107520.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.ifmap_dram,read,969000.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.weights_dram,read,1500.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,gaussian_k3,gaussian,systolic_array.psum_dram,write,107520.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.PE[0..1023].mac,mac_random,1935360.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.ifmap_glb,read,967680.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.weights_glb,read,60480.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.psum_glb,update,215040.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.ifmap_dram,read,969000.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.weights_dram,read,1500.0
1080p,1920,1080,128,128,3,32,4096,100.0,is,run_19a0337bcdcc,17f1c1c2a53b,19a0337bcdcc,bottom_edge,sobel_3x3,sobel,systolic_array.psum_dram,write,215040.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.PE[0..9215].mac,mac_random,2688000.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.ifmap_glb,read,2688000.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.weights_glb,read,28125.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.psum_glb,update,107520.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.ifmap_dram,read,3534000.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.weights_dram,read,1500.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,gaussian_k5,gaussian,systolic_array.psum_dram,write,107520.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.PE[0..9215].mac,mac_random,1935360.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.ifmap_glb,read,967680.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.weights_glb,read,20250.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.psum_glb,update,215040.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.ifmap_dram,read,972000.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.weights_dram,read,3000.0
1080p,1920,1080,128,128,5,96,512,100.0,is,run_19b2426d60b2,cc53fe039ac4,19b2426d60b2,bottom_edge,sobel_3x3,sobel,systolic_array.psum_dram,write,215040.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.PE[0..9215].mac,mac_random,49152000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.ifmap_glb,read,49152000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.weights_glb,read,513000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.psum_glb,update,1966080.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.ifmap_dram,read,49248000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.weights_dram,read,12000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,gaussian_k5,gaussian,systolic_array.psum_dram,write,1966080.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.PE[0..9215].mac,mac_random,35389440.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.weights_glb,read,369360.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.psum_glb,update,3932160.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,17736000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.weights_dram,read,24000.0
1080p,1920,1080,128,128,5,96,4096,100.0,is,run_19df1121da0e,4c52b57fb6e0,19df1121da0e,full,sobel_3x3,sobel,systolic_array.psum_dram,write,3932160.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.PE[0..9215].mac,mac_random,96337920.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.ifmap_glb,read,96337920.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.weights_glb,read,5880.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.psum_glb,update,1966080.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.ifmap_dram,read,113244000.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.weights_dram,read,576000.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,gaussian_k7,gaussian,systolic_array.psum_dram,write,1966080.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.PE[0..9215].mac,mac_random,35389440.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.weights_glb,read,2160.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.psum_glb,update,3932160.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,113244000.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.weights_dram,read,108000.0
1080p,1920,1080,128,128,7,96,4096,100.0,ws,run_19f1a8a07405,2e31271c6ab5,19f1a8a07405,full,sobel_3x3,sobel,systolic_array.psum_dram,write,3932160.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.PE[0..63].mac,mac_random,7372800.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_glb,read,7372800.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_glb,read,450.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_glb,update,1638400.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_dram,read,8850000.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_dram,read,10000.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_dram,write,1638400.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.PE[0..63].mac,mac_random,14745600.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,7372800.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_glb,read,900.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_glb,update,3276800.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,8850000.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_dram,read,10000.0
720p,1280,720,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,69ed72c16e71,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_dram,write,3276800.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.PE[0..63].mac,mac_random,17694720.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_glb,read,1080.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_glb,update,3932160.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_dram,read,21240000.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_dram,read,24000.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_dram,write,3932160.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.PE[0..63].mac,mac_random,35389440.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_glb,read,2160.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_glb,update,7864320.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,21240000.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_dram,read,24000.0
1080p,1920,1080,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,370e94e54049,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_dram,write,7864320.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.PE[0..63].mac,mac_random,37748736.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_glb,read,37748736.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_glb,read,2304.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_glb,update,8388608.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.ifmap_dram,read,45312000.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.weights_dram,read,51200.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,gaussian_k3,gaussian,systolic_array.psum_dram,write,8388608.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.PE[0..63].mac,mac_random,75497472.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,37748736.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_glb,read,4608.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_glb,update,16777216.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,45312000.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.weights_dram,read,51200.0
hires,2048,2048,128,128,3,8,256,200.0,ws,run_1a04fe4b845d,73c0361acbdc,1a04fe4b845d,full,sobel_3x3,sobel,systolic_array.psum_dram,write,16777216.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.PE[0..2303].mac,mac_random,49152000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.ifmap_glb,read,49152000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.weights_glb,read,1026000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.psum_glb,update,1966080.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.ifmap_dram,read,49248000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.weights_dram,read,6000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,gaussian_k5,gaussian,systolic_array.psum_dram,write,1966080.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.PE[0..2303].mac,mac_random,35389440.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.ifmap_glb,read,17694720.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.weights_glb,read,738720.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.psum_glb,update,3932160.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.ifmap_dram,read,17730000.0
1080p,1920,1080,128,128,5,48,2048,50.0,is,run_1a1a22788daf,1023b6ef165a,1a1a22788daf,full,sobel_3x3,sobel,systolic_array.weights_dram,read,12000.0
