resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,mac_pj,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,sram_ifmap_read_pj_per_action,sram_filter_read_pj_per_action,sram_ofmap_write_pj_per_action,dram_ifmap_read_pj_per_action,dram_filter_read_pj_per_action,dram_ofmap_write_pj_per_action,accelergy_architecture,accelergy_action_count,accelergy_output_dir,accelergy_ert,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,5,32,1024,200.0,os,run_a9ffb57ef6aa,595f3f153538,a9ffb57ef6aa,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,29071.0,27839.0,0.0,290710.0,0.0,2560000,2947200.0,2560000.0,80000.0,307200.0,4834400.0,4724000.0,8000.0,102400.0,0.898020762240023,3.125,0.8979885057471265,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs/ERT.yaml,2560000.0,20480000.0,640000.0,2150400.0,23270400.0,4724000.0,8000.0,102400.0,4834400.0,30664800.0,0.0306648
720p,1280,720,128,128,5,32,1024,200.0,os,run_a9ffb57ef6aa,595f3f153538,a9ffb57ef6aa,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23282.0,22719.0,0.0,232820.0,0.0,1843200,1388800.0,921600.0,57600.0,409600.0,1130800.0,922000.0,4000.0,204800.0,0.7922883929750429,6.25,0.7922535211267554,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs/ERT.yaml,1843200.0,7372800.0,460800.0,2867200.0,10700800.0,922000.0,4000.0,204800.0,1130800.0,13674800.0,0.0136748
720p,1280,720,128,128,5,64,256,50.0,os,run_aa064d278fd4,9226d7d11f59,aa064d278fd4,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232504.0,1230999.0,1192344.0,61625200.0,59617200.0,20480000,23257600.0,20480000.0,320000.0,2457600.0,3075479200.0,3074580000.0,80000.0,819200.0,0.0081234834471839,1.5625,0.2586920529801328,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,20480000.0,163840000.0,2560000.0,17203200.0,183603200.0,3074580000.0,80000.0,819200.0,3075479200.0,3279562400.0,3.2795624
720p,1280,720,128,128,5,64,256,50.0,os,run_aa064d278fd4,9226d7d11f59,aa064d278fd4,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36392.0,34559.0,0.0,1819600.0,0.0,14745600,10880000.0,7372800.0,230400.0,3276800.0,39953400.0,38285000.0,30000.0,1638400.0,0.2083393616713446,3.125,0.2083333333333328,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,14745600.0,58982400.0,1843200.0,22937600.0,83763200.0,38285000.0,30000.0,1638400.0,39953400.0,138462200.0,0.1384622
1080p,1920,1080,128,128,5,64,256,50.0,os,run_aa064d278fd4,d7a2738438fb,aa064d278fd4,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232504.0,1230999.0,1192344.0,147900480.0,143081280.0,49152000,55818240.0,49152000.0,768000.0,5898240.0,7381150080.0,7378992000.0,192000.0,1966080.0,0.0081234834471839,1.5625,0.2586920529801328,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,49152000.0,393216000.0,6144000.0,41287680.0,440647680.0,7378992000.0,192000.0,1966080.0,7381150080.0,7870949760.0,7.87094976
1080p,1920,1080,128,128,5,64,256,50.0,os,run_aa064d278fd4,d7a2738438fb,aa064d278fd4,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36392.0,34559.0,0.0,4367040.0,0.0,35389440,26112000.0,17694720.0,552960.0,7864320.0,95888160.0,91884000.0,72000.0,3932160.0,0.2083393616713446,3.125,0.2083333333333328,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,35389440.0,141557760.0,4423680.0,55050240.0,201031680.0,91884000.0,72000.0,3932160.0,95888160.0,332309280.0,0.33230928
hires,2048,2048,128,128,5,64,256,50.0,os,run_aa064d278fd4,a3b18dcdc519,aa064d278fd4,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232504.0,1230999.0,1192344.0,315521024.0,305240064.0,104857600,119078912.0,104857600.0,1638400.0,12582912.0,15746453504.0,15741849600.0,409600.0,4194304.0,0.0081234834471839,1.5625,0.2586920529801328,0.08388608,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,104857600.0,838860800.0,13107200.0,88080384.0,940048384.0,15741849600.0,409600.0,4194304.0,15746453504.0,16791359488.0,16.791359488
hires,2048,2048,128,128,5,64,256,50.0,os,run_aa064d278fd4,a3b18dcdc519,aa064d278fd4,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36392.0,34559.0,0.0,9316352.0,0.0,75497472,55705600.0,37748736.0,1179648.0,16777216.0,204561408.0,196019200.0,153600.0,8388608.0,0.2083393616713446,3.125,0.2083333333333328,0.08388608,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,75497472.0,301989888.0,9437184.0,117440512.0,428867584.0,196019200.0,153600.0,8388608.0,204561408.0,708926464.0,0.708926464
1080p,1920,1080,128,128,7,64,256,50.0,is,run_aa27ecffd63f,1607fc1b6dac,aa27ecffd63f,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,60610.0,59289.0,37898.0,909150.0,568470.0,5268480,5458320.0,5268480.0,82320.0,107520.0,42517020.0,42408000.0,1500.0,107520.0,0.144630538548466,76.5625,0.3014271653543304,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,5268480.0,42147840.0,658560.0,752640.0,43559040.0,42408000.0,1500.0,107520.0,42517020.0,91344540.0,0.09134454
1080p,1920,1080,128,128,7,64,256,50.0,is,run_aa27ecffd63f,1607fc1b6dac,aa27ecffd63f,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,22967.0,21503.0,0.0,344505.0,0.0,1935360,1212960.0,967680.0,30240.0,215040.0,1984290.0,1767000.0,2250.0,215040.0,0.146491187276194,14.0625,0.1102941176470587,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_256_word_1/outputs/ERT.yaml,1935360.0,7741440.0,241920.0,1505280.0,9488640.0,1767000.0,2250.0,215040.0,1984290.0,13408290.0,0.01340829
720p,1280,720,128,128,5,32,256,200.0,ws,run_aa3002689f2a,8384da08536f,aa3002689f2a,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16853.0,16477.0,0.0,842650.0,0.0,20480000,21300450.0,20480000.0,1250.0,819200.0,21509200.0,20650000.0,40000.0,819200.0,2.4276263882988407,2.44140625,2.422920831061845,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,20480000.0,163840000.0,10000.0,5734400.0,169584400.0,20650000.0,40000.0,819200.0,21509200.0,211573600.0,0.2115736
720p,1280,720,128,128,5,32,256,200.0,ws,run_aa3002689f2a,8384da08536f,aa3002689f2a,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,846750.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10508400.0,8850000.0,20000.0,1638400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,14745600.0,58982400.0,7200.0,11468800.0,70458400.0,8850000.0,20000.0,1638400.0,10508400.0,95712400.0,0.0957124
1080p,1920,1080,128,128,5,32,256,200.0,ws,run_aa3002689f2a,f8096bb7b59d,aa3002689f2a,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16853.0,16477.0,0.0,2022360.0,0.0,49152000,51121080.0,49152000.0,3000.0,1966080.0,51622080.0,49560000.0,96000.0,1966080.0,2.4276263882988407,2.44140625,2.422920831061845,0.087075,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,49152000.0,393216000.0,24000.0,13762560.0,407002560.0,49560000.0,96000.0,1966080.0,51622080.0,507776640.0,0.50777664
1080p,1920,1080,128,128,5,32,256,200.0,ws,run_aa3002689f2a,f8096bb7b59d,aa3002689f2a,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,2032200.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25220160.0,21240000.0,48000.0,3932160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.087075,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,35389440.0,141557760.0,17280.0,27525120.0,169100160.0,21240000.0,48000.0,3932160.0,25220160.0,229709760.0,0.22970976
hires,2048,2048,128,128,5,32,256,200.0,ws,run_aa3002689f2a,741e64355623,aa3002689f2a,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16853.0,16477.0,0.0,4314368.0,0.0,104857600,109058304.0,104857600.0,6400.0,4194304.0,110127104.0,105728000.0,204800.0,4194304.0,2.4276263882988407,2.44140625,2.422920831061845,0.176128,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,104857600.0,838860800.0,51200.0,29360128.0,868272128.0,105728000.0,204800.0,4194304.0,110127104.0,1083256832.0,1.083256832
hires,2048,2048,128,128,5,32,256,200.0,ws,run_aa3002689f2a,741e64355623,aa3002689f2a,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,4335360.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,53803008.0,45312000.0,102400.0,8388608.0,1.7478909995751657,1.7578125,1.7445029983645284,0.176128,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,75497472.0,301989888.0,36864.0,58720256.0,360747008.0,45312000.0,102400.0,8388608.0,53803008.0,490047488.0,0.490047488
720p,1280,720,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,261799a7e881,aa3694d8bc41,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,34482.0,33663.0,0.0,1724100.0,0.0,7372800,9888000.0,7372800.0,57600.0,2457600.0,8259200.0,7380000.0,60000.0,819200.0,0.0267355850637198,0.78125,0.0267347908745246,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,7372800.0,58982400.0,460800.0,17203200.0,76646400.0,7380000.0,60000.0,819200.0,8259200.0,92278400.0,0.0922784
720p,1280,720,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,261799a7e881,aa3694d8bc41,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34564.0,33663.0,0.0,1728200.0,0.0,14745600,10764800.0,7372800.0,115200.0,3276800.0,9078400.0,7380000.0,60000.0,1638400.0,0.0534711701274396,1.5625,0.0534695817490493,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,14745600.0,58982400.0,921600.0,22937600.0,82841600.0,7380000.0,60000.0,1638400.0,9078400.0,106665600.0,0.1066656
1080p,1920,1080,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,2de03f8d81c9,aa3694d8bc41,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,34482.0,33663.0,0.0,4137840.0,0.0,17694720,23731200.0,17694720.0,138240.0,5898240.0,19822080.0,17712000.0,144000.0,1966080.0,0.0267355850637198,0.78125,0.0267347908745246,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,17694720.0,141557760.0,1105920.0,41287680.0,183951360.0,17712000.0,144000.0,1966080.0,19822080.0,221468160.0,0.22146816
1080p,1920,1080,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,2de03f8d81c9,aa3694d8bc41,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34564.0,33663.0,0.0,4147680.0,0.0,35389440,25835520.0,17694720.0,276480.0,7864320.0,21788160.0,17712000.0,144000.0,3932160.0,0.0534711701274396,1.5625,0.0534695817490493,0.010368,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,35389440.0,141557760.0,2211840.0,55050240.0,198819840.0,17712000.0,144000.0,3932160.0,21788160.0,255997440.0,0.25599744
hires,2048,2048,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,e6a1cb1a32b1,aa3694d8bc41,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,34482.0,33663.0,0.0,8827392.0,0.0,37748736,50626560.0,37748736.0,294912.0,12582912.0,42287104.0,37785600.0,307200.0,4194304.0,0.0267355850637198,0.78125,0.0267347908745246,0.02097152,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,37748736.0,301989888.0,2359296.0,88080384.0,392429568.0,37785600.0,307200.0,4194304.0,42287104.0,472465408.0,0.472465408
hires,2048,2048,128,128,3,128,4096,200.0,os,run_aa3694d8bc41,e6a1cb1a32b1,aa3694d8bc41,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34564.0,33663.0,0.0,8848384.0,0.0,75497472,55115776.0,37748736.0,589824.0,16777216.0,46481408.0,37785600.0,307200.0,8388608.0,0.0534711701274396,1.5625,0.0534695817490493,0.02097152,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,75497472.0,301989888.0,4718592.0,117440512.0,424148992.0,37785600.0,307200.0,8388608.0,46481408.0,546127872.0,0.546127872
720p,1280,720,128,128,11,128,4096,200.0,ws,run_aa4898d79545,5186aa3e44fc,aa4898d79545,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,15391.0,10621.0,0.0,153910.0,0.0,12390400,12494010.0,12390400.0,1210.0,102400.0,19134400.0,18876000.0,156000.0,102400.0,0.7120327652763393,0.738525390625,0.7035538189599033,0.007818750000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,12390400.0,99123200.0,9680.0,716800.0,99849680.0,18876000.0,156000.0,102400.0,19134400.0,131374480.0,0.13137448
720p,1280,720,128,128,11,128,4096,200.0,ws,run_aa4898d79545,5186aa3e44fc,aa4898d79545,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15442.0,10621.0,0.0,154420.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,9654800.0,9438000.0,12000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.007818750000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_4096_word_1/outputs/ERT.yaml,1843200.0,7372800.0,1440.0,1433600.0,8807840.0,9438000.0,12000.0,204800.0,9654800.0,20305840.0,0.02030584
720p,1280,720,128,128,3,32,256,800.0,is,run_aa6da31d98b7,2ce57424fa1a,aa6da31d98b7,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,30485.0,30399.0,0.0,304850.0,0.0,921600,1052800.0,921600.0,28800.0,102400.0,1294400.0,1184000.0,8000.0,102400.0,0.2960623704727129,28.125,0.2232142857142867,0.024300000000000002,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,921600.0,7372800.0,230400.0,716800.0,8320000.0,1184000.0,8000.0,102400.0,1294400.0,10536000.0,0.010536
