resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,mac_pj,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,sram_ifmap_read_pj_per_action,sram_filter_read_pj_per_action,sram_ofmap_write_pj_per_action,dram_ifmap_read_pj_per_action,dram_filter_read_pj_per_action,dram_ofmap_write_pj_per_action,accelergy_architecture,accelergy_action_count,accelergy_output_dir,accelergy_ert,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,11,64,4096,50.0,is,run_103925a352b4,0dca51fccc41,103925a352b4,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,161904.0,142376.0,44585.0,19428480.0,5350200.0,237895680,245544960.0,237895680.0,3717120.0,3932160.0,796616160.0,792666000.0,18000.0,3932160.0,0.3399449345395291,94.53125,0.3721702755905527,0.07036875,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,237895680.0,1903165440.0,29736960.0,27525120.0,1960427520.0,792666000.0,18000.0,3932160.0,796616160.0,2994939360.0,2.99493936
1080p,1920,1080,128,128,11,64,4096,50.0,is,run_103925a352b4,0dca51fccc41,103925a352b4,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,52756.0,49151.0,0.0,6330720.0,0.0,35389440,22179840.0,17694720.0,552960.0,3932160.0,21650160.0,17700000.0,18000.0,3932160.0,0.146487355292873,14.0625,0.1102941176470585,0.07036875,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,35389440.0,141557760.0,4423680.0,27525120.0,173506560.0,17700000.0,18000.0,3932160.0,21650160.0,230546160.0,0.23054616
hires,2048,2048,128,128,11,64,4096,50.0,is,run_103925a352b4,aabe08092a0f,103925a352b4,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,161904.0,142376.0,44585.0,41447424.0,11413760.0,507510784,523829248.0,507510784.0,7929856.0,8388608.0,1699447808.0,1691020800.0,38400.0,8388608.0,0.3399449345395291,94.53125,0.3721702755905527,0.142336,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,507510784.0,4060086272.0,63438848.0,58720256.0,4182245376.0,1691020800.0,38400.0,8388608.0,1699447808.0,6389203968.0,6.389203968
hires,2048,2048,128,128,11,64,4096,50.0,is,run_103925a352b4,aabe08092a0f,103925a352b4,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,52756.0,49151.0,0.0,13505536.0,0.0,75497472,47316992.0,37748736.0,1179648.0,8388608.0,46187008.0,37760000.0,38400.0,8388608.0,0.146487355292873,14.0625,0.1102941176470585,0.142336,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,75497472.0,301989888.0,9437184.0,58720256.0,370147328.0,37760000.0,38400.0,8388608.0,46187008.0,491831808.0,0.491831808
720p,1280,720,128,128,7,16,1024,50.0,ws,run_105ac3700729,252bd5a933c2,105ac3700729,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,71750.0,65719.0,0.0,3587500.0,0.0,40140800,43420050.0,40140800.0,2450.0,3276800.0,50526800.0,47210000.0,40000.0,3276800.0,4.771831585994918,4.78515625,4.767406506536941,0.2412,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,40140800.0,321126400.0,19600.0,22937600.0,344083600.0,47210000.0,40000.0,3276800.0,50526800.0,434751200.0,0.4347512
720p,1280,720,128,128,7,16,1024,50.0,ws,run_105ac3700729,252bd5a933c2,105ac3700729,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21805.0,16429.0,0.0,1090250.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,13448400.0,11802500.0,7500.0,1638400.0,7.011990991539351,7.03125,7.00516874429918,0.2412,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,14745600.0,58982400.0,7200.0,11468800.0,70458400.0,11802500.0,7500.0,1638400.0,13448400.0,98652400.0,0.0986524
1080p,1920,1080,128,128,7,16,1024,50.0,ws,run_105ac3700729,bbbe344ed022,105ac3700729,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,71750.0,65719.0,0.0,8610000.0,0.0,96337920,104208120.0,96337920.0,5880.0,7864320.0,121264320.0,113304000.0,96000.0,7864320.0,4.771831585994918,4.78515625,4.767406506536941,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,96337920.0,770703360.0,47040.0,55050240.0,825800640.0,113304000.0,96000.0,7864320.0,121264320.0,1043402880.0,1.04340288
1080p,1920,1080,128,128,7,16,1024,50.0,ws,run_105ac3700729,bbbe344ed022,105ac3700729,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21805.0,16429.0,0.0,2616600.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,32276160.0,28326000.0,18000.0,3932160.0,7.011990991539351,7.03125,7.00516874429918,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,35389440.0,141557760.0,17280.0,27525120.0,169100160.0,28326000.0,18000.0,3932160.0,32276160.0,236765760.0,0.23676576
hires,2048,2048,128,128,7,16,1024,50.0,ws,run_105ac3700729,2bd9b7faf887,105ac3700729,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,71750.0,65719.0,0.0,18368000.0,0.0,205520896,222310656.0,205520896.0,12544.0,16777216.0,258697216.0,241715200.0,204800.0,16777216.0,4.771831585994918,4.78515625,4.767406506536941,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,205520896.0,1644167168.0,100352.0,117440512.0,1761708032.0,241715200.0,204800.0,16777216.0,258697216.0,2225926144.0,2.225926144
hires,2048,2048,128,128,7,16,1024,50.0,ws,run_105ac3700729,2bd9b7faf887,105ac3700729,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21805.0,16429.0,0.0,5582080.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,68855808.0,60428800.0,38400.0,8388608.0,7.011990991539351,7.03125,7.00516874429918,1.097728,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,75497472.0,301989888.0,36864.0,58720256.0,360747008.0,60428800.0,38400.0,8388608.0,68855808.0,505100288.0,0.505100288
720p,1280,720,128,128,11,128,1024,50.0,ws,run_1074125c6370,b51e2772e659,1074125c6370,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,31794.0,26869.0,16248.0,317940.0,162480.0,12390400,12494010.0,12390400.0,1210.0,102400.0,14420400.0,14163000.0,155000.0,102400.0,0.2814581860136216,0.738525390625,0.7035538189599033,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/outputs/ERT.yaml,12390400.0,99123200.0,9680.0,716800.0,99849680.0,14163000.0,155000.0,102400.0,14420400.0,126660480.0,0.12666048
720p,1280,720,128,128,11,128,1024,50.0,ws,run_1074125c6370,b51e2772e659,1074125c6370,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15751.0,10621.0,0.0,157510.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2577300.0,2360500.0,12000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_128_sram_1024_word_1/outputs/ERT.yaml,1843200.0,7372800.0,1440.0,1433600.0,8807840.0,2360500.0,12000.0,204800.0,2577300.0,13228340.0,0.01322834
720p,1280,720,128,128,5,64,4096,50.0,ws,run_10751e9a92fd,962b4fcb91e6,10751e9a92fd,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,23741.0,10429.0,0.0,237410.0,0.0,2560000,2662650.0,2560000.0,250.0,102400.0,6672400.0,6554000.0,16000.0,102400.0,0.5992904401188992,0.6103515625,0.5956351853616697,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,2560000.0,20480000.0,2000.0,716800.0,21198800.0,6554000.0,16000.0,102400.0,6672400.0,30431200.0,0.0304312
720p,1280,720,128,128,5,64,4096,50.0,ws,run_10751e9a92fd,962b4fcb91e6,10751e9a92fd,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23946.0,10429.0,0.0,239460.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,6764800.0,6554000.0,6000.0,204800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_4096_word_1/outputs/ERT.yaml,1843200.0,7372800.0,1440.0,1433600.0,8807840.0,6554000.0,6000.0,204800.0,6764800.0,17415840.0,0.01741584
1080p,1920,1080,128,128,5,8,256,800.0,os,run_1076e82d418d,30390194d8b8,1076e82d418d,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,35025.0,34943.0,0.0,525375.0,0.0,2688000,3346560.0,2688000.0,336000.0,322560.0,6335520.0,6216000.0,12000.0,107520.0,8.013049823999085,12.5,8.012820512820449,1.3932,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs/ERT.yaml,2688000.0,21504000.0,2688000.0,2257920.0,26449920.0,6216000.0,12000.0,107520.0,6335520.0,35473440.0,0.03547344
1080p,1920,1080,128,128,5,8,256,800.0,os,run_1076e82d418d,30390194d8b8,1076e82d418d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,20698.0,20607.0,0.0,310470.0,0.0,1935360,1639680.0,967680.0,241920.0,430080.0,2003040.0,1776000.0,12000.0,215040.0,9.783083418255933,25.0,9.782608695652106,1.3932,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs/ERT.yaml,1935360.0,7741440.0,1935360.0,3010560.0,12687360.0,1776000.0,12000.0,215040.0,2003040.0,16625760.0,0.01662576
1080p,1920,1080,128,128,5,16,1024,50.0,ws,run_10949e6d454c,2bc8fd47f387,10949e6d454c,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,19301.0,14427.0,0.0,289515.0,0.0,2688000,2903415.0,2688000.0,375.0,215040.0,3662040.0,3441000.0,6000.0,215040.0,4.85201358563804,4.8828125,4.841610181214552,0.3483,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,2688000.0,21504000.0,3000.0,1505280.0,23012280.0,3441000.0,6000.0,215040.0,3662040.0,29362320.0,0.02936232
1080p,1920,1080,128,128,5,16,1024,50.0,ws,run_10949e6d454c,2bc8fd47f387,10949e6d454c,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,9793.0,7213.0,0.0,146895.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,1937790.0,1720500.0,2250.0,215040.0,6.987383890198253,7.03125,6.971918660948956,0.3483,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_1024_word_1/outputs/ERT.yaml,1935360.0,7741440.0,2160.0,1505280.0,9248880.0,1720500.0,2250.0,215040.0,1937790.0,13122030.0,0.01312203
720p,1280,720,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,c1015e942f0e,10e81bd3a6d4,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,34491.0,33147.0,0.0,1724550.0,0.0,99123200,100767650.0,99123200.0,6050.0,1638400.0,108318400.0,106290000.0,390000.0,1638400.0,1.4601623072977947,1.47705078125,1.454589168720322,0.031275000000000004,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,99123200.0,792985600.0,48400.0,11468800.0,804502800.0,106290000.0,390000.0,1638400.0,108318400.0,1011944400.0,1.0119444
720p,1280,720,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,c1015e942f0e,10e81bd3a6d4,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17917.0,16573.0,0.0,895850.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,13478400.0,11810000.0,30000.0,1638400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.031275000000000004,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,14745600.0,58982400.0,7200.0,11468800.0,70458400.0,11810000.0,30000.0,1638400.0,13478400.0,98682400.0,0.0986824
1080p,1920,1080,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,55b3aade63c7,10e81bd3a6d4,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,34491.0,33147.0,0.0,4138920.0,0.0,237895680,241842360.0,237895680.0,14520.0,3932160.0,259964160.0,255096000.0,936000.0,3932160.0,1.4601623072977947,1.47705078125,1.454589168720322,0.07036875,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,237895680.0,1903165440.0,116160.0,27525120.0,1930806720.0,255096000.0,936000.0,3932160.0,259964160.0,2428666560.0,2.42866656
1080p,1920,1080,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,55b3aade63c7,10e81bd3a6d4,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17917.0,16573.0,0.0,2150040.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,32348160.0,28344000.0,72000.0,3932160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.07036875,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,35389440.0,141557760.0,17280.0,27525120.0,169100160.0,28344000.0,72000.0,3932160.0,32348160.0,236837760.0,0.23683776
hires,2048,2048,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,634644f449b4,10e81bd3a6d4,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,34491.0,33147.0,0.0,8829696.0,0.0,507510784,515930368.0,507510784.0,30976.0,8388608.0,554590208.0,544204800.0,1996800.0,8388608.0,1.4601623072977947,1.47705078125,1.454589168720322,0.142336,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,507510784.0,4060086272.0,247808.0,58720256.0,4119054336.0,544204800.0,1996800.0,8388608.0,554590208.0,5181155328.0,5.181155328
hires,2048,2048,128,128,11,64,1024,200.0,ws,run_10e81bd3a6d4,634644f449b4,10e81bd3a6d4,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17917.0,16573.0,0.0,4586752.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,69009408.0,60467200.0,153600.0,8388608.0,0.4344415615760574,0.439453125,0.4327703311895173,0.142336,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_64_sram_1024_word_1/outputs/ERT.yaml,75497472.0,301989888.0,36864.0,58720256.0,360747008.0,60467200.0,153600.0,8388608.0,69009408.0,505253888.0,0.505253888
1080p,1920,1080,128,128,7,8,256,50.0,os,run_10e98121ae2b,8eb0e13ed485,10e98121ae2b,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,93582.0,92261.0,35814.0,1403730.0,537210.0,5268480,6249600.0,5268480.0,658560.0,322560.0,58424520.0,58311000.0,6000.0,107520.0,5.9483422030977335,12.5,9.72222222222234,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_256_word_1/outputs/ERT.yaml,5268480.0,42147840.0,5268480.0,2257920.0,49674240.0,58311000.0,6000.0,107520.0,58424520.0,113367240.0,0.11336724
