resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,energy_backend,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,3,16,256,200.0,os,sobel,5114715.0,0.36133139999999997,accelergy_plugin,10219050.0,0.6780804,50.050787499816515,53.28739777760867
1080p,1920,1080,128,128,3,16,256,200.0,ws,gaussian,2129745.0,0.20759712,accelergy_plugin,4269870.0,0.45045515999999997,49.87845063198645,46.08607880082892
1080p,1920,1080,128,128,3,16,256,200.0,ws,sobel,2140125.0,0.24285804,accelergy_plugin,4269870.0,0.45045515999999997,50.121549368013554,53.91392119917108
1080p,1920,1080,128,128,3,16,256,800.0,is,gaussian,6103575.0,0.2881176,accelergy_plugin,12339285.0,0.6208176,49.464575945850996,46.40938014643915
1080p,1920,1080,128,128,3,16,256,800.0,is,sobel,6235710.0,0.3327,accelergy_plugin,12339285.0,0.6208176,50.535424054149004,53.59061985356085
1080p,1920,1080,128,128,3,16,256,800.0,os,gaussian,5066775.0,0.317148,accelergy_plugin,10136085.0,0.6788784,49.98749517195248,46.71646645408073
1080p,1920,1080,128,128,3,16,256,800.0,os,sobel,5069310.0,0.3617304,accelergy_plugin,10136085.0,0.6788784,50.01250482804751,53.28353354591927
1080p,1920,1080,128,128,3,16,256,800.0,ws,gaussian,2092185.0,0.20775612000000002,accelergy_plugin,4186905.0,0.45077316,49.969727041812504,46.08883989454918
1080p,1920,1080,128,128,3,16,256,800.0,ws,sobel,2094720.0,0.24301704,accelergy_plugin,4186905.0,0.45077316,50.030272958187496,53.91116010545082
1080p,1920,1080,128,128,3,16,1024,50.0,is,gaussian,6505815.0,0.21255659999999998,accelergy_plugin,13182735.0,0.4696956,49.351026171731434,45.25411777329828
1080p,1920,1080,128,128,3,16,1024,50.0,is,sobel,6676920.0,0.257139,accelergy_plugin,13182735.0,0.4696956,50.64897382826856,54.745882226701724
1080p,1920,1080,128,128,3,16,1024,50.0,os,gaussian,5469015.0,0.2416005,accelergy_plugin,10979535.0,0.5277834,49.8109892632065,45.77644920245692
1080p,1920,1080,128,128,3,16,1024,50.0,os,sobel,5510520.0,0.2861829,accelergy_plugin,10979535.0,0.5277834,50.18901073679349,54.22355079754308
1080p,1920,1080,128,128,3,16,1024,50.0,ws,gaussian,2721990.0,0.21462687,accelergy_plugin,5485485.0,0.46451465999999997,49.62168340629862,46.20454174686328
1080p,1920,1080,128,128,3,16,1024,50.0,ws,sobel,2763495.0,0.24988779,accelergy_plugin,5485485.0,0.46451465999999997,50.37831659370138,53.79545825313673
1080p,1920,1080,128,128,3,16,1024,200.0,is,gaussian,6194715.0,0.2125896,accelergy_plugin,12529410.0,0.4697616,49.441394287520325,45.254784554548515
1080p,1920,1080,128,128,3,16,1024,200.0,is,sobel,6334695.0,0.257172,accelergy_plugin,12529410.0,0.4697616,50.558605712479675,54.74521544545148
1080p,1920,1080,128,128,3,16,1024,200.0,os,gaussian,5157915.0,0.24162,accelergy_plugin,10326210.0,0.5278224,49.949739546261405,45.776761274246795
1080p,1920,1080,128,128,3,16,1024,200.0,os,sobel,5168295.0,0.28620239999999997,accelergy_plugin,10326210.0,0.5278224,50.050260453738595,54.2232387257532
1080p,1920,1080,128,128,3,16,1024,200.0,ws,gaussian,2240250.0,0.21465312,accelergy_plugin,4490880.0,0.46456716,49.88443244976486,46.204970665597635
1080p,1920,1080,128,128,3,16,1024,200.0,ws,sobel,2250630.0,0.24991403999999998,accelergy_plugin,4490880.0,0.46456716,50.11556755023514,53.795029334402365
1080p,1920,1080,128,128,3,16,1024,800.0,is,gaussian,6117000.0,0.2127216,accelergy_plugin,12366135.0,0.47002560000000004,49.4657384866007,45.257449806989236
1080p,1920,1080,128,128,3,16,1024,800.0,is,sobel,6249135.0,0.25730400000000003,accelergy_plugin,12366135.0,0.47002560000000004,50.534261513399294,54.742550193010764
1080p,1920,1080,128,128,3,16,1024,800.0,os,gaussian,5080200.0,0.24175200000000002,accelergy_plugin,10162935.0,0.5280864000000001,49.987528209124626,45.77887254812848
1080p,1920,1080,128,128,3,16,1024,800.0,os,sobel,5082735.0,0.2863344,accelergy_plugin,10162935.0,0.5280864000000001,50.01247179087537,54.221127451871496
1080p,1920,1080,128,128,3,16,1024,800.0,ws,gaussian,2119875.0,0.21481212,accelergy_plugin,4242285.0,0.46488515999999996,49.97012223365474,46.20756661709744
1080p,1920,1080,128,128,3,16,1024,800.0,ws,sobel,2122410.0,0.25007303999999997,accelergy_plugin,4242285.0,0.46488515999999996,50.02987776634525,53.79243338290256
1080p,1920,1080,128,128,3,16,4096,50.0,is,gaussian,6505815.0,0.21255659999999998,accelergy_plugin,13182735.0,0.4696956,49.351026171731434,45.25411777329828
1080p,1920,1080,128,128,3,16,4096,50.0,is,sobel,6676920.0,0.257139,accelergy_plugin,13182735.0,0.4696956,50.64897382826856,54.745882226701724
1080p,1920,1080,128,128,3,16,4096,50.0,os,gaussian,5469015.0,0.2416005,accelergy_plugin,10979535.0,0.5277834,49.8109892632065,45.77644920245692
1080p,1920,1080,128,128,3,16,4096,50.0,os,sobel,5510520.0,0.2861829,accelergy_plugin,10979535.0,0.5277834,50.18901073679349,54.22355079754308
1080p,1920,1080,128,128,3,16,4096,50.0,ws,gaussian,2784630.0,0.21775887,accelergy_plugin,5610765.0,0.47077865999999996,49.630130650633205,46.255042656351506
1080p,1920,1080,128,128,3,16,4096,50.0,ws,sobel,2826135.0,0.25301978999999997,accelergy_plugin,5610765.0,0.47077865999999996,50.3698693493668,53.744957343648494
1080p,1920,1080,128,128,3,16,4096,200.0,is,gaussian,6194715.0,0.2125896,accelergy_plugin,12529410.0,0.4697616,49.441394287520325,45.254784554548515
1080p,1920,1080,128,128,3,16,4096,200.0,is,sobel,6334695.0,0.257172,accelergy_plugin,12529410.0,0.4697616,50.558605712479675,54.74521544545148
1080p,1920,1080,128,128,3,16,4096,200.0,os,gaussian,5157915.0,0.24162,accelergy_plugin,10326210.0,0.5278224,49.949739546261405,45.776761274246795
1080p,1920,1080,128,128,3,16,4096,200.0,os,sobel,5168295.0,0.28620239999999997,accelergy_plugin,10326210.0,0.5278224,50.050260453738595,54.2232387257532
1080p,1920,1080,128,128,3,16,4096,200.0,ws,gaussian,2255850.0,0.21777312000000001,accelergy_plugin,4522080.0,0.47080716,49.885229805753106,46.25526935486708
1080p,1920,1080,128,128,3,16,4096,200.0,ws,sobel,2266230.0,0.25303404,accelergy_plugin,4522080.0,0.47080716,50.114770194246894,53.74473064513293
1080p,1920,1080,128,128,3,16,4096,800.0,is,gaussian,6117000.0,0.2127216,accelergy_plugin,12366135.0,0.47002560000000004,49.4657384866007,45.257449806989236
1080p,1920,1080,128,128,3,16,4096,800.0,is,sobel,6249135.0,0.25730400000000003,accelergy_plugin,12366135.0,0.47002560000000004,50.534261513399294,54.742550193010764
1080p,1920,1080,128,128,3,16,4096,800.0,os,gaussian,5080200.0,0.24175200000000002,accelergy_plugin,10162935.0,0.5280864000000001,49.987528209124626,45.77887254812848
1080p,1920,1080,128,128,3,16,4096,800.0,os,sobel,5082735.0,0.2863344,accelergy_plugin,10162935.0,0.5280864000000001,50.01247179087537,54.221127451871496
1080p,1920,1080,128,128,3,16,4096,800.0,ws,gaussian,2123715.0,0.21788412,accelergy_plugin,4249965.0,0.47102915999999995,49.970176224980676,46.25703427787783
1080p,1920,1080,128,128,3,16,4096,800.0,ws,sobel,2126250.0,0.25314504,accelergy_plugin,4249965.0,0.47102915999999995,50.029823775019324,53.74296572212217
1080p,1920,1080,128,128,3,32,256,50.0,is,gaussian,6356280.0,0.28287375,accelergy_plugin,12818865.0,0.60567105,49.585357205961685,46.704188684600325
1080p,1920,1080,128,128,3,32,256,50.0,is,sobel,6462585.0,0.3227973,accelergy_plugin,12818865.0,0.60567105,50.41464279403832,53.295811315399675
1080p,1920,1080,128,128,3,32,256,50.0,os,gaussian,4801080.0,0.3119379,accelergy_plugin,9643665.0,0.6637926,49.78480691728715,46.993277719576874
1080p,1920,1080,128,128,3,32,256,50.0,os,sobel,4842585.0,0.35185469999999996,accelergy_plugin,9643665.0,0.6637926,50.21519308271285,53.00672228042313
1080p,1920,1080,128,128,3,32,256,50.0,ws,gaussian,2286570.0,0.20757162,accelergy_plugin,4614645.0,0.45040416,49.550290434042054,46.08563562112748
