resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
1080p,1920,1080,128,128,5,8,4096,800.0,ws,12604185.0,0.0,89164800,87097005.0,70502400.0,5805.0,16588800.0,116440800.0,99636000.0,216000.0,16588800.0,20507904.0,1486606556.16,122403.6495,284796103.67999995,1771525063.4895003,15941760000.0,34560000.0,2654208000.0,18630528000.0,20422560967.489502,1.3932,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,12.604185000000001,0.0,20.422560967489503,257.4097366080167,0.612676829024685
1080p,1920,1080,128,128,5,16,256,50.0,os,23884785.0,11260320.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,999349050.0,993054000.0,74250.0,6220800.0,20507904.0,464404596.4800001,36708451.56,66891121.919999994,568004169.96,158888640000.0,11880000.0,995328000.0,159895848000.0,160484360073.96002,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,23.884784999999997,47.14432221181811,160.48436007396003,3833.1344362291193,4.814530802218801
1080p,1920,1080,128,128,5,16,256,50.0,ws,6723000.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,84349650.0,75981000.0,74250.0,8294400.0,20507904.0,464404596.4800001,38237.970375000004,38223498.239999995,502666332.69037503,12156960000.0,11880000.0,1327104000.0,13495944000.0,14019118236.690374,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,6.723,0.0,14.019118236690375,94.25053190526938,0.42057354710071126
1080p,1920,1080,128,128,5,16,256,200.0,os,12442530.0,149880.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,1001041800.0,994740000.0,81000.0,6220800.0,20507904.0,464404596.48,36708451.56,66891121.919999994,568004169.96,159158400000.0,12960000.0,995328000.0,160166688000.0,160755200073.96,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,12.44253,1.2045781685878998,160.75520007396,2000.2013995762495,4.8226560022188
1080p,1920,1080,128,128,5,16,256,200.0,ws,6360060.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,84485400.0,76110000.0,81000.0,8294400.0,20507904.0,464404596.4800001,38237.970375000004,38223498.239999995,502666332.69037503,12177600000.0,12960000.0,1327104000.0,13517664000.0,14040838236.690374,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,6.36006,0.0,14.040838236690375,89.30057363564498,0.42122514710071124
1080p,1920,1080,128,128,5,16,256,800.0,os,12209685.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,1004548800.0,998112000.0,216000.0,6220800.0,20507904.0,464404596.4800001,36708451.56,66891121.919999994,568004169.96,159697920000.0,34560000.0,995328000.0,160727808000.0,161316320073.96002,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,12.209685,0.0,161.31632007396001,1969.6214534622286,4.8394896022188005
1080p,1920,1080,128,128,5,16,256,800.0,ws,6269250.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,84878400.0,76368000.0,216000.0,8294400.0,20507904.0,464404596.4800001,38237.970375000004,38223498.239999995,502666332.69037503,12218880000.0,34560000.0,1327104000.0,13580544000.0,14103718236.690374,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,6.2692499999999995,0.0,14.103718236690375,88.41973555537112,0.42311154710071125
1080p,1920,1080,128,128,5,16,1024,50.0,os,13300050.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,84303300.0,78008250.0,74250.0,6220800.0,20507904.0,727826238.72,57530382.84,128448270.72000001,913804892.2800001,12481320000.0,11880000.0,995328000.0,13488528000.0,14422840796.279999,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,13.30005,0.0,14.42284079628,191.8245037325638,0.4326852238884
1080p,1920,1080,128,128,5,16,1024,50.0,ws,7641210.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,98508150.0,90139500.0,74250.0,8294400.0,20507904.0,727826238.72,59927.48212500001,73399011.84,801285178.042125,14422320000.0,11880000.0,1327104000.0,15761304000.0,16583097082.042126,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,7.64121,0.0,16.583097082042126,126.71492725427112,0.4974929124612638
1080p,1920,1080,128,128,5,16,1024,200.0,os,12461565.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,84358800.0,78057000.0,81000.0,6220800.0,20507904.0,727826238.72,57530382.84,128448270.72000001,913804892.2800001,12489120000.0,12960000.0,995328000.0,13497408000.0,14431720796.279999,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,12.461565,0.0,14.431720796279999,179.84182676469496,0.4329516238884
1080p,1920,1080,128,128,5,16,1024,200.0,ws,6589665.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,98570400.0,90195000.0,81000.0,8294400.0,20507904.0,727826238.72,59927.48212500001,73399011.84,801285178.042125,14431200000.0,12960000.0,1327104000.0,15771264000.0,16593057082.042126,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,6.589665,0.0,16.593057082042126,109.34268749653513,0.4977917124612638
1080p,1920,1080,128,128,5,16,1024,800.0,os,12252000.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,84688800.0,78252000.0,216000.0,6220800.0,20507904.0,727826238.72,57530382.84,128448270.72,913804892.2800001,12520320000.0,34560000.0,995328000.0,13550208000.0,14484520796.279999,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,12.252,0.0,14.484520796279998,177.46434879602253,0.43453562388839995
1080p,1920,1080,128,128,5,16,1024,800.0,ws,6326775.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,98930400.0,90420000.0,216000.0,8294400.0,20507904.0,727826238.72,59927.48212500001,73399011.84,801285178.042125,14467200000.0,34560000.0,1327104000.0,15828864000.0,16650657082.042126,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,6.326775,0.0,16.650657082042127,105.34496096023707,0.4995197124612638
1080p,1920,1080,128,128,5,16,4096,50.0,os,13716570.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,76803300.0,70508250.0,74250.0,6220800.0,20507904.0,1486606556.16,117507503.52000001,249196590.71999997,1853310650.4,11281320000.0,11880000.0,995328000.0,12288528000.0,14162346554.400002,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,13.71657,0.0,14.162346554400001,194.25881787768643,0.42487039663200005
1080p,1920,1080,128,128,5,16,4096,50.0,ws,8395650.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,107904150.0,99535500.0,74250.0,8294400.0,20507904.0,1486606556.16,122403.6495,142398051.83999997,1629127011.6495001,15925680000.0,11880000.0,1327104000.0,17264664000.0,18914298915.649498,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8.39565,0.0,18.914298915649496,158.79783369117268,0.567428967469485
1080p,1920,1080,128,128,5,16,4096,200.0,os,12565605.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,76822800.0,70521000.0,81000.0,6220800.0,20507904.0,1486606556.16,117507503.52000001,249196590.71999997,1853310650.4000003,11283360000.0,12960000.0,995328000.0,12291648000.0,14165466554.400002,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,12.565605,0.0,14.165466554400002,177.99765736330144,0.4249639966320001
1080p,1920,1080,128,128,5,16,4096,200.0,ws,6778185.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,107930400.0,99555000.0,81000.0,8294400.0,20507904.0,1486606556.16,122403.6495,142398051.83999997,1629127011.6495004,15928800000.0,12960000.0,1327104000.0,17268864000.0,18918498915.649498,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,6.778185,0.0,18.918498915649497,128.23308557257167,0.567554967469485
1080p,1920,1080,128,128,5,16,4096,800.0,os,12277920.0,0.0,89164800,90590400.0,70502400.0,5572800.0,14515200.0,77008800.0,70572000.0,216000.0,6220800.0,20507904.0,1486606556.16,117507503.52000001,249196590.71999997,1853310650.4,11291520000.0,34560000.0,995328000.0,12321408000.0,14195226554.400002,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,12.27792,0.0,14.195226554400001,174.28785601679886,0.42585679663200005
1080p,1920,1080,128,128,5,16,4096,800.0,ws,6373815.0,0.0,89164800,78802605.0,70502400.0,5805.0,8294400.0,108146400.0,99636000.0,216000.0,8294400.0,20507904.0,1486606556.16,122403.6495,142398051.83999997,1629127011.6495004,15941760000.0,34560000.0,1327104000.0,17303424000.0,18953058915.649498,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,6.373815,0.0,18.9530589156495,120.8032912124505,0.568591767469485
1080p,1920,1080,128,128,5,32,256,50.0,os,153029745.0,142349280.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,7490497800.0,7484128500.0,148500.0,6220800.0,20507904.0,464404596.48,18354225.78,66891121.919999994,549649944.1800001,1197460560000.0,23760000.0,995328000.0,1198479648000.0,1199049805848.18,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,153.029745,93.02066078722146,1199.0498058481799,183490.28603124648,35.9714941754454
1080p,1920,1080,128,128,5,32,256,50.0,ws,4614645.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82350300.0,75981000.0,148500.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12156960000.0,23760000.0,995328000.0,13176048000.0,13689666362.130375,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.614644999999999,0.0,13.689666362130374,63.172950429673115,0.4106899908639113
1080p,1920,1080,128,128,5,32,256,200.0,os,42086250.0,31737600.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,7503217800.0,7496835000.0,162000.0,6220800.0,20507904.0,464404596.4800001,18354225.78,66891121.919999994,549649944.1800001,1199493600000.0,25920000.0,995328000.0,1200514848000.0,1201085005848.18,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,42.08625,75.41085271317829,1201.08500584818,50549.16382737796,36.0325501754454
1080p,1920,1080,128,128,5,32,256,200.0,ws,4282830.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82492800.0,76110000.0,162000.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12177600000.0,25920000.0,995328000.0,13198848000.0,13712466362.130375,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.28283,0.0,13.712466362130375,58.728162309722826,0.41137399086391124
1080p,1920,1080,128,128,5,32,256,800.0,os,14347485.0,4081800.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,7528684800.0,7522248000.0,216000.0,6220800.0,20507904.0,464404596.48,18354225.78,66891121.919999994,549649944.1800001,1203559680000.0,34560000.0,995328000.0,1204589568000.0,1205159725848.18,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,14.347485,28.449585415144185,1205.15972584818,17291.011089210875,36.154791775445396
1080p,1920,1080,128,128,5,32,256,800.0,ws,4199865.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82804800.0,76368000.0,216000.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12218880000.0,34560000.0,995328000.0,13248768000.0,13762386362.130375,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.199865,0.0,13.762386362130375,57.800164798788686,0.41287159086391123
1080p,1920,1080,128,128,5,32,1024,50.0,os,11356050.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,84377550.0,78008250.0,148500.0,6220800.0,20507904.0,727826238.72,28765191.42,128448270.72,885039700.8600001,12481320000.0,23760000.0,995328000.0,13500408000.0,14405955604.86,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,11.35605,0.0,14.40595560486,163.5947521465704,0.4321786681458
1080p,1920,1080,128,128,5,32,1024,50.0,ws,5567265.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98229300.0,91860000.0,148500.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14697600000.0,23760000.0,995328000.0,15716688000.0,16520131329.082127,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,5.567265,0.0,16.520131329082126,91.9719489438024,0.4956039398724638
1080p,1920,1080,128,128,5,32,1024,200.0,os,10517565.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,84439800.0,78057000.0,162000.0,6220800.0,20507904.0,727826238.72,28765191.42,128448270.72000001,885039700.8600001,12489120000.0,25920000.0,995328000.0,13510368000.0,14415915604.86,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,10.517565,0.0,14.41591560486,151.62032940862937,0.43247746814580007
1080p,1920,1080,128,128,5,32,1024,200.0,ws,4521030.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98296800.0,91914000.0,162000.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14706240000.0,25920000.0,995328000.0,15727488000.0,16530931329.082127,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.52103,0.0,16.530931329082126,74.73683646672016,0.4959279398724638
1080p,1920,1080,128,128,5,32,1024,800.0,os,10308000.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,84688800.0,78252000.0,216000.0,6220800.0,20507904.0,727826238.72,28765191.42,128448270.72000001,885039700.8600001,12520320000.0,34560000.0,995328000.0,13550208000.0,14455755604.86,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,10.308,0.0,14.45575560486,149.00992877489688,0.4336726681458
1080p,1920,1080,128,128,5,32,1024,800.0,ws,4259535.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98572800.0,92136000.0,216000.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14741760000.0,34560000.0,995328000.0,15771648000.0,16575091329.082127,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.259535,0.0,16.575091329082127,70.60218164442183,0.4972527398724638
1080p,1920,1080,128,128,5,32,4096,50.0,os,11772570.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,76877550.0,70508250.0,148500.0,6220800.0,20507904.0,1486606556.16,58753751.760000005,249196590.71999997,1794556898.64,11281320000.0,23760000.0,995328000.0,12300408000.0,14115472802.64,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,11.77257,0.0,14.11547280264,166.1753916521756,0.42346418407919995
1080p,1920,1080,128,128,5,32,4096,50.0,ws,6950865.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,139083300.0,132714000.0,148500.0,6220800.0,20507904.0,1486606556.16,122403.6495,106798538.88,1593527498.6895,21234240000.0,23760000.0,995328000.0,22253328000.0,23867363402.6895,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,6.950864999999999,0.0,23.8673634026895,165.89882091803534,0.7160209020806849
1080p,1920,1080,128,128,5,32,4096,200.0,os,10621605.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,76903800.0,70521000.0,162000.0,6220800.0,20507904.0,1486606556.16,58753751.760000005,249196590.71999997,1794556898.64,11283360000.0,25920000.0,995328000.0,12304608000.0,14119672802.64,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,10.621604999999999,0.0,14.11967280264,149.97358723888502,0.42359018407919996
1080p,1920,1080,128,128,5,32,4096,200.0,ws,4866870.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,139120800.0,132738000.0,162000.0,6220800.0,20507904.0,1486606556.16,122403.6495,106798538.88,1593527498.6895,21238080000.0,25920000.0,995328000.0,22259328000.0,23873363402.6895,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.86687,0.0,23.8733634026895,116.18855614364743,0.716200902080685
1080p,1920,1080,128,128,5,32,4096,800.0,os,10333920.0,0.0,89164800,87804000.0,70502400.0,2786400.0,14515200.0,77008800.0,70572000.0,216000.0,6220800.0,20507904.0,1486606556.16,58753751.760000005,249196590.71999997,1794556898.64,11291520000.0,34560000.0,995328000.0,12321408000.0,14136472802.64,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,10.333919999999999,0.0,14.13647280264,146.08517902465755,0.42409418407919997
1080p,1920,1080,128,128,5,32,4096,800.0,ws,4345935.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,139276800.0,132840000.0,216000.0,6220800.0,20507904.0,1486606556.16,122403.6495,106798538.88,1593527498.6895,21254400000.0,34560000.0,995328000.0,22284288000.0,23898323402.6895,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.345935000000001,0.0,23.8983234026895,103.86056011706741,0.716949702080685
1080p,1920,1080,128,128,5,64,256,50.0,os,152789745.0,143081280.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7490646300.0,7484128500.0,297000.0,6220800.0,20507904.0,464404596.4800001,9177112.89,66891121.919999994,540472831.2900001,1197460560000.0,47520000.0,995328000.0,1198503408000.0,1199064388735.29,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,152.789745,93.64586608872212,1199.06438873529,183204.74219344585,35.9719316620587
1080p,1920,1080,128,128,5,64,256,50.0,ws,4640565.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82498800.0,75981000.0,297000.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12156960000.0,47520000.0,995328000.0,13199808000.0,13713426362.130375,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.6405650000000005,0.0,13.713426362130376,63.638046406179555,0.41140279086391124
1080p,1920,1080,128,128,5,64,256,200.0,os,41839650.0,32463000.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7503352800.0,7496835000.0,297000.0,6220800.0,20507904.0,464404596.4800001,9177112.89,66891121.919999994,540472831.2900001,1199493600000.0,47520000.0,995328000.0,1200536448000.0,1201097428735.29,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,41.83965,77.58908117061209,1201.0974287352901,50253.49603418448,36.032922862058705
1080p,1920,1080,128,128,5,64,256,200.0,ws,4308750.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82627800.0,76110000.0,297000.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12177600000.0,47520000.0,995328000.0,13220448000.0,13734066362.130375,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.30875,0.0,13.734066362130376,59.17665843782925,0.4120219908639113
1080p,1920,1080,128,128,5,64,256,800.0,os,14086965.0,4793280.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,7528792800.0,7522248000.0,324000.0,6220800.0,20507904.0,464404596.48,9177112.89,66891121.919999994,540472831.2900001,1203559680000.0,51840000.0,995328000.0,1204606848000.0,1205167828735.29,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,14.086965,34.026349891548676,1205.16782873529,16977.157022520023,36.155034862058706
1080p,1920,1080,128,128,5,64,256,800.0,ws,4225785.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,82912800.0,76368000.0,324000.0,6220800.0,20507904.0,464404596.48,38237.970375000004,28667623.679999996,493110458.130375,12218880000.0,51840000.0,995328000.0,13266048000.0,13779666362.130375,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4.225785,0.0,13.779666362130374,58.2299074180951,0.41338999086391126
1080p,1920,1080,128,128,5,64,1024,50.0,os,10384050.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84526050.0,78008250.0,297000.0,6220800.0,20507904.0,727826238.72,14382595.71,128448270.72,870657105.15,12481320000.0,47520000.0,995328000.0,13524168000.0,14415333009.15,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,10.38405,0.0,14.41533300915,149.68953873366405,0.4324599902745
1080p,1920,1080,128,128,5,64,1024,50.0,ws,5597175.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98577300.0,92059500.0,297000.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14729520000.0,47520000.0,995328000.0,15772368000.0,16575811329.082127,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,5.597175,0.0,16.575811329082125,92.77771677585524,0.49727433987246383
1080p,1920,1080,128,128,5,64,1024,200.0,os,9545565.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84574800.0,78057000.0,297000.0,6220800.0,20507904.0,727826238.72,14382595.71,128448270.72,870657105.15,12489120000.0,47520000.0,995328000.0,13531968000.0,14423133009.15,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.545565,0.0,14.42313300915,137.67695364248692,0.4326939902745
1080p,1920,1080,128,128,5,64,1024,200.0,ws,4547970.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98635800.0,92118000.0,297000.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14738880000.0,47520000.0,995328000.0,15781728000.0,16585171329.082127,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.54797,0.0,16.585171329082126,75.42886164952564,0.4975551398724638
1080p,1920,1080,128,128,5,64,1024,800.0,os,9336000.0,0.0,89164800,86410800.0,70502400.0,1393200.0,14515200.0,84796800.0,78252000.0,324000.0,6220800.0,20507904.0,727826238.72,14382595.71,128448270.72,870657105.15,12520320000.0,51840000.0,995328000.0,13567488000.0,14458653009.15,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.336,0.0,14.45865300915,134.9859844934244,0.4337595902745
1080p,1920,1080,128,128,5,64,1024,800.0,ws,4285725.0,0.0,89164800,76729005.0,70502400.0,5805.0,6220800.0,98896800.0,92352000.0,324000.0,6220800.0,20507904.0,727826238.72,59927.48212500001,55049258.88000001,782935425.082125,14776320000.0,51840000.0,995328000.0,15823488000.0,16626931329.082127,0.02176875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.285724999999999,0.0,16.626931329082126,71.25845527033049,0.4988079398724638
