resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
720p,1280,720,128,128,5,32,4096,200.0,ws,2163070.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,61832800.0,58996000.0,72000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.28,708234443.8620001,9439360000.0,11520000.0,442368000.0,9893248000.0,10610597067.862,0.0387,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2.16307,0.0,10.610597067861999,22.95146419958025,0.31831791203585996
720p,1280,720,128,128,5,32,4096,800.0,os,4592860.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34228800.0,31368000.0,96000.0,2764800.0,9114624.0,660714024.96,26112778.560000002,110754040.32,797580843.84,5018880000.0,15360000.0,442368000.0,5476608000.0,6283303467.84,0.0387,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.59286,0.0,6.28330346784,28.85833316530362,0.1884991040352
720p,1280,720,128,128,5,32,4096,800.0,ws,1931530.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,61900800.0,59040000.0,96000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.28,708234443.8620001,9446400000.0,15360000.0,442368000.0,9904128000.0,10621477067.862,0.0387,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,1.9315300000000002,0.0,10.621477067862,20.51570160088749,0.31864431203585997
720p,1280,720,128,128,5,64,256,50.0,os,64065000.0,59750130.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,3135198800.0,3132302000.0,132000.0,2764800.0,9114624.0,206402042.88,4078716.84,29729387.52,240210147.24,501168320000.0,21120000.0,442368000.0,501631808000.0,501881132771.24005,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,64.065,93.2648560056193,501.88113277124006,32153.01477098949,15.056433983137202
720p,1280,720,128,128,5,64,256,50.0,ws,2062470.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36469800.0,33573000.0,132000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5371680000.0,21120000.0,442368000.0,5835168000.0,6063442827.613501,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,2.06247,0.0,6.063442827613501,12.505668928668015,0.18190328482840504
720p,1280,720,128,128,5,64,256,200.0,os,17693660.0,13526250.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,3140516800.0,3137620000.0,132000.0,2764800.0,9114624.0,206402042.88,4078716.84,29729387.519999996,240210147.24,502019200000.0,21120000.0,442368000.0,502482688000.0,502732012771.24,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,17.69366,76.44687419109444,502.73201277123997,8895.169305089978,15.081960383137199
720p,1280,720,128,128,5,64,256,200.0,ws,1915010.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36526800.0,33630000.0,132000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5380800000.0,21120000.0,442368000.0,5844288000.0,6072562827.613501,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1.9150099999999999,0.0,6.072562827613501,11.62901854050813,0.18217688482840502
720p,1280,720,128,128,5,64,256,800.0,os,6127730.0,1997200.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,3151164800.0,3148256000.0,144000.0,2764800.0,9114624.0,206402042.88,4078716.84,29729387.52,240210147.24,503720960000.0,23040000.0,442368000.0,504186368000.0,504435692771.24005,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,6.12773,32.59281985335516,504.43569277124004,3091.0457276651105,15.133070783137201
720p,1280,720,128,128,5,64,256,800.0,ws,1878130.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36652800.0,33744000.0,144000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5399040000.0,23040000.0,442368000.0,5864448000.0,6092722827.613501,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1.87813,0.0,6.092722827613501,11.442925524225744,0.18278168482840504
720p,1280,720,128,128,5,64,1024,50.0,os,4622710.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,39519800.0,36623000.0,132000.0,2764800.0,9114624.0,323478328.32,6392264.76,57088120.32000001,386958713.40000004,5859680000.0,21120000.0,442368000.0,6323168000.0,6719241337.400001,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.6227100000000005,0.0,6.719241337400001,31.06110412281236,0.20157724012200004
720p,1280,720,128,128,5,64,1024,50.0,ws,2487630.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45385800.0,42489000.0,132000.0,2764800.0,9114624.0,323478328.32000005,26634.4365,24466337.28,347971300.0365,6798240000.0,21120000.0,442368000.0,7261728000.0,7618813924.036499,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2.48763,0.0,7.618813924036499,18.952790081850914,0.22856441772109498
720p,1280,720,128,128,5,64,1024,200.0,os,4244380.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,39542800.0,36646000.0,132000.0,2764800.0,9114624.0,323478328.32000005,6392264.76,57088120.32000001,386958713.40000004,5863360000.0,21120000.0,442368000.0,6326848000.0,6722921337.4,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.24438,0.0,6.7229213374,28.53463286603381,0.201687640122
720p,1280,720,128,128,5,64,1024,200.0,ws,2021330.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45412800.0,42516000.0,132000.0,2764800.0,9114624.0,323478328.32,26634.4365,24466337.28,347971300.0365,6802560000.0,21120000.0,442368000.0,7266048000.0,7623133924.0365,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2.02133,0.0,7.6231339240365,15.408869294672698,0.228694017721095
720p,1280,720,128,128,5,64,1024,800.0,os,4149820.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,39652800.0,36744000.0,144000.0,2764800.0,9114624.0,323478328.32,6392264.76,57088120.32000001,386958713.40000004,5879040000.0,23040000.0,442368000.0,6344448000.0,6740521337.400001,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.14982,0.0,6.740521337400001,27.971950256369272,0.20221564012200002
720p,1280,720,128,128,5,64,1024,800.0,ws,1904770.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45532800.0,42624000.0,144000.0,2764800.0,9114624.0,323478328.32,26634.4365,24466337.28,347971300.0365,6819840000.0,23040000.0,442368000.0,7285248000.0,7642333924.0365,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,1.90477,0.0,7.6423339240365,14.556888388487003,0.229270017721095
720p,1280,720,128,128,5,64,4096,50.0,os,4800250.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34233800.0,31337000.0,132000.0,2764800.0,9114624.0,660714024.96,13056389.280000001,110754040.32,784524454.5600001,5013920000.0,21120000.0,442368000.0,5477408000.0,6271047078.56,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.80025,0.0,6.2710470785600005,30.102593738857642,0.18813141235680003
720p,1280,720,128,128,5,64,4096,50.0,ws,4070570.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,110369800.0,107473000.0,132000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.279999994,708234443.8620001,17195680000.0,21120000.0,442368000.0,17659168000.0,18376517067.862,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.07057,0.0,18.376517067862,74.80289908092702,0.55129551203586
720p,1280,720,128,128,5,64,4096,200.0,os,4288720.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34238800.0,31342000.0,132000.0,2764800.0,9114624.0,660714024.96,13056389.280000001,110754040.32,784524454.5600002,5014720000.0,21120000.0,442368000.0,5478208000.0,6271847078.56,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.2887200000000005,0.0,6.2718470785600005,26.89819600276185,0.18815541235680003
720p,1280,720,128,128,5,64,4096,200.0,ws,2417050.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,110384800.0,107488000.0,132000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.279999994,708234443.8620001,17198080000.0,21120000.0,442368000.0,17661568000.0,18378917067.862,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2.41705,0.0,18.378917067861998,44.42276149887584,0.55136751203586
720p,1280,720,128,128,5,64,4096,800.0,os,4160860.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34276800.0,31368000.0,144000.0,2764800.0,9114624.0,660714024.96,13056389.280000001,110754040.32,784524454.5600002,5018880000.0,23040000.0,442368000.0,5484288000.0,6277927078.56,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.16086,0.0,6.27792707856,26.12157566409716,0.18833781235680003
720p,1280,720,128,128,5,64,4096,800.0,ws,2003650.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,110428800.0,107520000.0,144000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.28,708234443.8620001,17203200000.0,23040000.0,442368000.0,17668608000.0,18385957067.862,0.009675,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2.00365,0.0,18.385957067861998,36.83902287902169,0.55157871203586
720p,1280,720,128,128,5,128,256,50.0,os,31243740.0,27144870.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,1497910800.0,1494882000.0,264000.0,2764800.0,9114624.0,206402042.88,2039358.42,29729387.519999996,238170788.82,239181120000.0,42240000.0,442368000.0,239665728000.0,239913013412.82,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,31.24374,86.88098799951607,239.91301341282002,7495.779813686661,7.197390402384601
720p,1280,720,128,128,5,128,256,50.0,ws,2085510.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36601800.0,33573000.0,264000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5371680000.0,42240000.0,442368000.0,5856288000.0,6084562827.613501,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,2.08551,0.0,6.0845628276135,12.689416622616232,0.18253688482840502
720p,1280,720,128,128,5,128,256,200.0,os,9400260.0,5448850.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,1500448800.0,1497420000.0,264000.0,2764800.0,9114624.0,206402042.88,2039358.42,29729387.519999996,238170788.82,239587200000.0,42240000.0,442368000.0,240071808000.0,240319093412.82,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9.400260000000001,57.96488607761913,240.31909341282,2259.0619610447957,7.2095728023846
720p,1280,720,128,128,5,128,256,200.0,ws,1938050.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36658800.0,33630000.0,264000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5380800000.0,42240000.0,442368000.0,5865408000.0,6093682827.613501,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1.93805,0.0,6.093682827613501,11.809862004056345,0.18281048482840503
720p,1280,720,128,128,5,128,256,800.0,os,3982980.0,68450.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,1505548800.0,1502496000.0,288000.0,2764800.0,9114624.0,206402042.88,2039358.42,29729387.519999996,238170788.82,240399360000.0,46080000.0,442368000.0,240887808000.0,241135093412.82,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3.9829799999999995,1.7185624833667252,241.13509341282,960.4362543613937,7.234052802384601
720p,1280,720,128,128,5,128,256,800.0,ws,1901170.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36796800.0,33744000.0,288000.0,2764800.0,9114624.0,206402042.88,16994.6535,12741166.08,219160203.6135,5399040000.0,46080000.0,442368000.0,5887488000.0,6115762827.613501,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1.90117,0.0,6.1157628276135005,11.62710481497396,0.18347288482840504
720p,1280,720,128,128,5,128,1024,50.0,os,4406710.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,39651800.0,36623000.0,264000.0,2764800.0,9114624.0,323478328.32000005,3196132.38,57088120.32000001,383762581.02000004,5859680000.0,42240000.0,442368000.0,6344288000.0,6737165205.02,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.40671,0.0,6.73716520502,29.688733280613686,0.20211495615060002
720p,1280,720,128,128,5,128,1024,50.0,ws,2510670.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45517800.0,42489000.0,264000.0,2764800.0,9114624.0,323478328.32000005,26634.4365,24466337.28,347971300.0365,6798240000.0,42240000.0,442368000.0,7282848000.0,7639933924.036499,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2.51067,0.0,7.639933924036499,19.181352905060717,0.22919801772109497
720p,1280,720,128,128,5,128,1024,200.0,os,4028380.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,39674800.0,36646000.0,264000.0,2764800.0,9114624.0,323478328.32000005,3196132.38,57088120.32000001,383762581.02000004,5863360000.0,42240000.0,442368000.0,6347968000.0,6740845205.02,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4.028379999999999,0.0,6.74084520502,27.154686006998464,0.2022253561506
720p,1280,720,128,128,5,128,1024,200.0,ws,2044370.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45544800.0,42516000.0,264000.0,2764800.0,9114624.0,323478328.32,26634.4365,24466337.28,347971300.0365,6802560000.0,42240000.0,442368000.0,7287168000.0,7644253924.0365,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2.0443700000000002,0.0,7.6442539240365,15.627683394682501,0.229327617721095
720p,1280,720,128,128,5,128,1024,800.0,os,3933820.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,39796800.0,36744000.0,288000.0,2764800.0,9114624.0,323478328.32,3196132.38,57088120.32000001,383762581.02000004,5879040000.0,46080000.0,442368000.0,6367488000.0,6760365205.02,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,3.9338200000000003,0.0,6.76036520502,26.594059850811778,0.20281095615060002
720p,1280,720,128,128,5,128,1024,800.0,ws,1927810.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,45676800.0,42624000.0,288000.0,2764800.0,9114624.0,323478328.32000005,26634.4365,24466337.28,347971300.0365,6819840000.0,46080000.0,442368000.0,7308288000.0,7665373924.036499,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,1.92781,0.0,7.665373924036499,14.777384504496803,0.22996121772109496
720p,1280,720,128,128,5,128,4096,50.0,os,4584250.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34365800.0,31337000.0,264000.0,2764800.0,9114624.0,660714024.96,6528194.640000001,110754040.32,777996259.9200001,5013920000.0,42240000.0,442368000.0,5498528000.0,6285638883.92,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.58425,0.0,6.28563888392,28.814940053610258,0.1885691665176
720p,1280,720,128,128,5,128,4096,50.0,ws,4208910.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,116266800.0,113238000.0,264000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.279999994,708234443.8620001,18118080000.0,42240000.0,442368000.0,18602688000.0,19320037067.862,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.2089099999999995,0.0,19.320037067862,81.31629721529504,0.57960111203586
720p,1280,720,128,128,5,128,4096,200.0,os,4072720.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34370800.0,31342000.0,264000.0,2764800.0,9114624.0,660714024.96,6528194.640000001,110754040.32,777996259.9200001,5014720000.0,42240000.0,442368000.0,5499328000.0,6286438883.92,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4.07272,0.0,6.28643888392,25.602905371318663,0.1885931665176
720p,1280,720,128,128,5,128,4096,200.0,ws,2468930.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,116284800.0,113256000.0,264000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.279999994,708234443.8620001,18120960000.0,42240000.0,442368000.0,18605568000.0,19322917067.862,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2.46893,0.0,19.322917067862,47.70692963635653,0.57968751203586
720p,1280,720,128,128,5,128,4096,800.0,os,3944860.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34420800.0,31368000.0,288000.0,2764800.0,9114624.0,660714024.96,6528194.640000001,110754040.32,777996259.9200001,5018880000.0,46080000.0,442368000.0,5507328000.0,6294438883.92,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,3.94486,0.0,6.29443888392,24.83068017562065,0.18883316651760002
720p,1280,720,128,128,5,128,4096,800.0,ws,2033890.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,116332800.0,113280000.0,288000.0,2764800.0,9114624.0,660714024.96,54401.622,47466017.28,708234443.8620001,18124800000.0,46080000.0,442368000.0,18613248000.0,19330597067.862,0.00241875,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2.03389,0.0,19.330597067861998,39.31630807035384,0.57991791203586
720p,1280,720,128,128,7,8,256,50.0,os,10103670.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,120594800.0,117800000.0,30000.0,2764800.0,14201856.0,352097602.56000006,50841679.68000001,29729387.52,432668669.76,18848000000.0,4800000.0,442368000.0,19295168000.0,19742038525.76,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,10.103670000000001,0.0,19.742038525759998,199.46704239156554,0.5922611557727999
720p,1280,720,128,128,7,8,256,50.0,ws,8520710.0,0.0,61747200,63594420.0,53452800.0,4020.0,10137600.0,66711600.0,56544000.0,30000.0,10137600.0,14201856.0,352097602.56000006,26480.041500000003,46717608.95999999,398841691.5615,9047040000.0,4800000.0,1622016000.0,10673856000.0,11086899547.5615,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.520710000000001,0.0,11.0868995475615,94.46825584390277,0.33260698642684505
720p,1280,720,128,128,7,8,256,200.0,os,9956210.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,120800800.0,118000000.0,36000.0,2764800.0,14201856.0,352097602.56000006,50841679.68000001,29729387.519999996,432668669.76,18880000000.0,5760000.0,442368000.0,19328128000.0,19774998525.76,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9.95621,0.0,19.774998525759997,196.88403807215695,0.5932499557727999
720p,1280,720,128,128,7,8,256,200.0,ws,8359830.0,0.0,61747200,63594420.0,53452800.0,4020.0,10137600.0,66813600.0,56640000.0,36000.0,10137600.0,14201856.0,352097602.56000006,26480.041500000003,46717608.95999999,398841691.5615,9062400000.0,5760000.0,1622016000.0,10690176000.0,11103219547.5615,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.35983,0.0,11.103219547561501,92.82102787029108,0.33309658642684503
720p,1280,720,128,128,7,8,256,800.0,os,9919330.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,121260800.0,118400000.0,96000.0,2764800.0,14201856.0,352097602.56000006,50841679.68000001,29729387.519999996,432668669.76,18944000000.0,15360000.0,442368000.0,19401728000.0,19848598525.76,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9.91933,0.0,19.84859852576,196.88479881452696,0.5954579557727999
720p,1280,720,128,128,7,8,256,800.0,ws,8319550.0,0.0,61747200,63594420.0,53452800.0,4020.0,10137600.0,67065600.0,56832000.0,96000.0,10137600.0,14201856.0,352097602.56000006,26480.041500000003,46717608.96,398841691.5615001,9093120000.0,15360000.0,1622016000.0,10730496000.0,11143539547.5615,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.31955,0.0,11.1435395475615,92.70923444291527,0.334306186426845
720p,1280,720,128,128,7,8,1024,50.0,os,10411510.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,65383300.0,62588500.0,30000.0,2764800.0,14201856.0,551815971.84,79680323.52,57088120.32000001,688584415.6800001,10014160000.0,4800000.0,442368000.0,10461328000.0,11164114271.68,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,10.41151,0.0,11.16411427168,116.23528738073904,0.33492342815040005
720p,1280,720,128,128,7,8,1024,50.0,ws,9060910.0,0.0,61747200,63594420.0,53452800.0,4020.0,10137600.0,77900100.0,67732500.0,30000.0,10137600.0,14201856.0,551815971.84,41500.1685,89709903.36,641567375.3685001,10837200000.0,4800000.0,1622016000.0,12464016000.0,13119785231.368502,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.06091,0.0,13.119785231368501,118.87719320075917,0.3935935569410551
720p,1280,720,128,128,7,8,1024,200.0,os,10033180.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,65428800.0,62628000.0,36000.0,2764800.0,14201856.0,551815971.84,79680323.52,57088120.32000001,688584415.6800001,10020480000.0,5760000.0,442368000.0,10468608000.0,11171394271.68,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,10.03318,0.0,11.17139427168,112.08460957873434,0.3351418281504
720p,1280,720,128,128,7,8,1024,200.0,ws,8494890.0,0.0,61747200,63594420.0,53452800.0,4020.0,10137600.0,77949600.0,67776000.0,36000.0,10137600.0,14201856.0,551815971.84,41500.1685,89709903.36,641567375.3685001,10844160000.0,5760000.0,1622016000.0,12471936000.0,13127705231.368502,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8.49489,0.0,13.127705231368502,111.51841189289998,0.393831156941055
720p,1280,720,128,128,7,8,1024,800.0,os,9938620.0,0.0,61747200,67622400.0,53452800.0,7718400.0,6451200.0,65652800.0,62792000.0,96000.0,2764800.0,14201856.0,551815971.84,79680323.52000001,57088120.32000001,688584415.68,10046720000.0,15360000.0,442368000.0,10504448000.0,11207234271.68,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.93862,0.0,11.20723427168,111.38444267720429,0.3362170281504
