resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,energy_backend,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,3,64,1024,50.0,os,sobel,4830120.0,3.9440962240200004,accelergy,9618735.0,7.53076403235,50.215750823782955,52.373121864890415
1080p,1920,1080,128,128,3,64,1024,50.0,ws,gaussian,2777835.0,5.658730534641375,accelergy,5597175.0,11.671891717204124,49.62923260394753,48.481691500791804
1080p,1920,1080,128,128,3,64,1024,50.0,ws,sobel,2819340.0,6.013161182562749,accelergy,5597175.0,11.671891717204124,50.37076739605247,51.51830849920819
1080p,1920,1080,128,128,3,64,1024,200.0,os,gaussian,4477515.0,3.5887078083299997,accelergy,8965410.0,7.53484403235,49.942110846018196,47.62816314342127
1080p,1920,1080,128,128,3,64,1024,200.0,os,sobel,4487895.0,3.94613622402,accelergy,8965410.0,7.53484403235,50.057889153981804,52.371836856578724
1080p,1920,1080,128,128,3,64,1024,200.0,ws,gaussian,2268795.0,5.661970534641376,accelergy,4547970.0,11.678371717204126,49.88588315226354,48.482533967474076
1080p,1920,1080,128,128,3,64,1024,200.0,ws,sobel,2279175.0,6.01640118256275,accelergy,4547970.0,11.678371717204126,50.11411684773647,51.517466032525924
1080p,1920,1080,128,128,3,64,1024,800.0,os,gaussian,4399800.0,3.6011878083299997,accelergy,8802135.0,7.55980403235,49.98560008452495,47.635994172861565
1080p,1920,1080,128,128,3,64,1024,800.0,os,sobel,4402335.0,3.95861622402,accelergy,8802135.0,7.55980403235,50.01439991547505,52.36400582713843
1080p,1920,1080,128,128,3,64,1024,800.0,ws,gaussian,2141595.0,5.679250534641375,accelergy,4285725.0,11.712931717204125,49.970425073937314,48.48701137990593
1080p,1920,1080,128,128,3,64,1024,800.0,ws,sobel,2144130.0,6.03368118256275,accelergy,4285725.0,11.712931717204125,50.02957492606268,51.51298862009408
1080p,1920,1080,128,128,3,64,4096,50.0,os,gaussian,4788615.0,3.84240903948,accelergy,9618735.0,8.06263459236,49.78424917621704,47.65699096820032
1080p,1920,1080,128,128,3,64,4096,50.0,os,sobel,4830120.0,4.22022555288,accelergy,9618735.0,8.06263459236,50.215750823782955,52.34300903179967
1080p,1920,1080,128,128,3,64,4096,50.0,ws,gaussian,4542900.0,19.9973669844885,accelergy,9127305.0,40.366427453305505,49.77263277604945,49.53960071799955
1080p,1920,1080,128,128,3,64,4096,50.0,ws,sobel,4584405.0,20.369060468817,accelergy,9127305.0,40.366427453305505,50.227367223950544,50.460399282000445
1080p,1920,1080,128,128,3,64,4096,200.0,os,gaussian,4477515.0,3.84444903948,accelergy,8965410.0,8.06671459236,49.942110846018196,47.65817602027329
1080p,1920,1080,128,128,3,64,4096,200.0,os,sobel,4487895.0,4.22226555288,accelergy,8965410.0,8.06671459236,50.057889153981804,52.3418239797267
1080p,1920,1080,128,128,3,64,4096,200.0,ws,gaussian,2710050.0,20.000246984488502,accelergy,5430480.0,40.3721874533055,49.90442833782649,49.53966640430569
