resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_read_pj_per_access,sram_write_pj_per_access,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,11,64,4096,50.0,os,run_1efa9b483792,8509d16f046a,a5f8cdd29973,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,4579680.0,0.0,35389440,26112000.0,17694720.0,552960.0,7864320.0,21704160.0,17700000.0,72000.0,3932160.0,0.2083393616713446,3.125,0.2083333333333328,0.07036875,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8139571.2,373109096.448,11659659.264,135014449.15199998,519783204.86399996,2832000000.0,11520000.0,629145600.0,3472665600.0,4000588376.064,4.000588376064
hires,2048,2048,128,128,11,64,4096,50.0,os,run_1efa9b483792,392619925831,a5f8cdd29973,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,157927.0,138727.0,75496.0,40429312.0,19326976.0,507510784,528023552.0,507510784.0,7929856.0,12582912.0,1697199104.0,1691020800.0,1984000.0,4194304.0,0.3488866622935694,1.5625,0.7654352226720683,0.142336,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,116727480.32000001,10701321640.345602,167208150.63040003,216023118.64319998,11084552909.619202,270563328000.0,317440000.0,671088640.0,271551856640.0,282753137029.9392,282.7531370299392
hires,2048,2048,128,128,11,64,4096,50.0,os,run_1efa9b483792,392619925831,a5f8cdd29973,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,9769984.0,0.0,75497472,55705600.0,37748736.0,1179648.0,16777216.0,46302208.0,37760000.0,153600.0,8388608.0,0.2083393616713446,3.125,0.2083333333333328,0.142336,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17364418.560000002,795966072.4224001,24873939.763200004,288030824.8576,1108870837.0432,6041600000.0,24576000.0,1342177280.0,7408353280.0,8534588535.6032,8.5345885356032
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_2000ff87a85c,287e9e5fd020,2000ff87a85c,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,42084.0,40991.0,0.0,631260.0,0.0,13009920,13739040.0,13009920.0,406560.0,322560.0,13187520.0,13020000.0,60000.0,107520.0,2.0663072381742333,3.125,2.0662568306010884,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2992281.6,274325872.128,8572683.504,5537702.016,288436257.648,2083200000.0,9600000.0,17203200.0,2110003200.0,2401431739.248,2.4014317392480002
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_2000ff87a85c,287e9e5fd020,2000ff87a85c,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16001.0,15903.0,0.0,240015.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1199040.0,972000.0,12000.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,445132.80000000005,20404403.712,1275275.232,7383602.687999999,29063281.632,155520000.0,1920000.0,34406400.0,191846400.0,221354814.432,0.221354814432
1080p,1920,1080,128,128,11,128,1024,50.0,ws,run_206ed8f7231a,a6c443fc2abe,206ed8f7231a,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,23119.0,18255.0,10706.0,346785.0,160590.0,13009920,13119255.0,13009920.0,1815.0,107520.0,14503020.0,14163000.0,232500.0,107520.0,0.2899890440975075,0.738525390625,0.6895597238504624,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2992281.6,134306933.37600002,18737.016375,951468.672,135277139.064375,2266080000.0,37200000.0,17203200.0,2320483200.0,2458752620.664375,2.4587526206643746
1080p,1920,1080,128,128,11,128,1024,50.0,ws,run_206ed8f7231a,a6c443fc2abe,206ed8f7231a,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12556.0,7549.0,0.0,188340.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3773790.0,3540750.0,18000.0,215040.0,0.104318452775202,0.10986328125,0.1025791324736225,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,445132.80000000005,9989771.904000001,2787.32475,1902937.344,11895496.572750002,566520000.0,2880000.0,34406400.0,603806400.0,616147029.37275,0.61614702937275
1080p,1920,1080,128,128,5,8,4096,200.0,os,run_210900e89af0,7dba309c5fa4,210900e89af0,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,35874.0,34943.0,0.0,538110.0,0.0,2688000,3346560.0,2688000.0,336000.0,322560.0,2798520.0,2688000.0,3000.0,107520.0,8.013049823999085,12.5,8.012820512820449,1.3932,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,618240.0,56678899.2,7084862.4,5537702.016,69301463.616,430080000.0,480000.0,17203200.0,447763200.0,517682903.616,0.517682903616
1080p,1920,1080,128,128,5,8,4096,200.0,os,run_210900e89af0,7dba309c5fa4,210900e89af0,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,21001.0,20607.0,0.0,315015.0,0.0,1935360,1639680.0,967680.0,241920.0,430080.0,1187040.0,969000.0,3000.0,215040.0,9.783083418255933,25.0,9.782608695652106,1.3932,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,445132.80000000005,20404403.712,5101100.928,7383602.687999999,32889107.328,155040000.0,480000.0,34406400.0,189926400.0,223260640.128,0.22326064012799998
720p,1280,720,128,128,7,16,256,50.0,ws,run_21348eb50dfb,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,43140.0,41143.0,0.0,431400.0,0.0,5017600,5427690.0,5017600.0,490.0,409600.0,5718600.0,5301000.0,8000.0,409600.0,4.763872347665459,4.78515625,4.75681972624017,0.2412,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1154048.0,33051307.520000003,3227.6667500000003,1887580.16,34942115.34675,848160000.0,1280000.0,65536000.0,914976000.0,951072163.34675,0.95107216334675
720p,1280,720,128,128,7,16,256,50.0,ws,run_21348eb50dfb,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11872.0,10285.0,0.0,118720.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1384300.0,1178000.0,1500.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.2412,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,423936.0,6070648.32,1185.6735,943790.08,7015624.0735,188480000.0,240000.0,32768000.0,221488000.0,228927560.0735,0.2289275600735
1080p,1920,1080,128,128,3,16,256,800.0,ws,run_21bd67f03a4d,ec7c764bca6c,21bd67f03a4d,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,7295.0,7213.0,0.0,109425.0,0.0,967680,1075335.0,967680.0,135.0,107520.0,1895520.0,1776000.0,12000.0,107520.0,3.4936919450991266,3.515625,3.485959330474478,0.2187,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,222566.40000000002,6374180.7360000005,889.255125,495489.79199999996,6870559.783125001,284160000.0,1920000.0,17203200.0,303283200.0,310376326.183125,0.310376326183125
1080p,1920,1080,128,128,3,16,256,800.0,ws,run_21bd67f03a4d,ec7c764bca6c,21bd67f03a4d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7304.0,7213.0,0.0,109560.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,2003040.0,1776000.0,12000.0,215040.0,6.987383890198253,7.03125,6.971918660948956,0.2187,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,445132.80000000005,6374180.7360000005,1778.51025,990979.5839999999,7366938.830250001,284160000.0,1920000.0,34406400.0,320486400.0,328298471.63025,0.32829847163025
720p,1280,720,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,7270350.0,0.0,40140800,47616000.0,40140800.0,5017600.0,2457600.0,40981700.0,40142500.0,20000.0,819200.0,9.722297574850996,12.5,9.722222222222628,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,9232384.0,846404894.7200001,105800611.84000002,42192015.36,994397521.9200002,6422800000.0,3200000.0,131072000.0,6557072000.0,7560701905.92,7.56070190592
720p,1280,720,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,2535400.0,0.0,14745600,12492800.0,7372800.0,1843200.0,3276800.0,9018400.0,7375000.0,5000.0,1638400.0,9.782816381122222,25.0,9.782608695652344,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,3391488.0,155462123.52,38865530.88,56256020.48,250583674.88,1180000000.0,800000.0,262144000.0,1442944000.0,1696919162.88,1.6969191628800002
1080p,1920,1080,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,2cf423bc1914,1c6c2bef7417,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,17448840.0,0.0,96337920,114278400.0,96337920.0,12042240.0,5898240.0,98356080.0,96342000.0,48000.0,1966080.0,9.722297574850996,12.5,9.722222222222628,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,22157721.6,2031371747.3280003,253921468.41600004,101260836.864,2386554052.6080003,15414720000.0,7680000.0,314572800.0,15736972800.0,18145684574.208,18.145684574208
1080p,1920,1080,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,2cf423bc1914,1c6c2bef7417,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,6084960.0,0.0,35389440,29982720.0,17694720.0,4423680.0,7864320.0,21644160.0,17700000.0,12000.0,3932160.0,9.782816381122222,25.0,9.782608695652344,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8139571.2,373109096.448,93277274.112,135014449.15199998,601400819.712,2832000000.0,1920000.0,629145600.0,3463065600.0,4072605990.9119997,4.072605990912
hires,2048,2048,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,49e5cb23d9cb,1c6c2bef7417,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,37224192.0,0.0,205520896,243793920.0,205520896.0,25690112.0,12582912.0,209826304.0,205529600.0,102400.0,4194304.0,9.722297574850996,12.5,9.722222222222628,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,47269806.080000006,4333593060.9664,541699132.6208,216023118.64319998,5091315312.2304,32884736000.0,16384000.0,671088640.0,33572208640.0,38710793758.3104,38.7107937583104
hires,2048,2048,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,49e5cb23d9cb,1c6c2bef7417,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,12981248.0,0.0,75497472,63963136.0,37748736.0,9437184.0,16777216.0,46174208.0,37760000.0,25600.0,8388608.0,9.782816381122222,25.0,9.782608695652344,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17364418.560000002,795966072.4224001,198991518.10560003,288030824.8576,1282988415.3856,6041600000.0,4096000.0,1342177280.0,7387873280.0,8688226113.9456,8.6882261139456
720p,1280,720,128,128,11,128,4096,50.0,os,run_2208cfccffdf,40b792f1bed0,2208cfccffdf,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,49076.0,29999.0,0.0,490760.0,0.0,12390400,12794400.0,12390400.0,96800.0,307200.0,19130400.0,18873000.0,155000.0,102400.0,0.252091736391213,0.78125,0.2520833333333333,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2849792.0,261262735.36,2041115.12,5274001.92,268577852.40000004,3019680000.0,24800000.0,16384000.0,3060864000.0,3332291644.4,3.3322916444
720p,1280,720,128,128,11,128,4096,50.0,os,run_2208cfccffdf,40b792f1bed0,2208cfccffdf,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23292.0,21039.0,0.0,232920.0,0.0,1843200,1345600.0,921600.0,14400.0,409600.0,1138800.0,922000.0,12000.0,204800.0,0.0534721231997718,1.5625,0.0534695817490493,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,423936.0,19432765.44,303636.96,7032002.56,26768404.96,147520000.0,1920000.0,32768000.0,182208000.0,209400340.96,0.20940034096000001
1080p,1920,1080,128,128,11,32,4096,50.0,ws,run_22284aa53534,99e2da084da0,22284aa53534,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,47971.0,29047.0,0.0,719565.0,0.0,13009920,13441815.0,13009920.0,1815.0,430080.0,14251830.0,13763250.0,58500.0,430080.0,2.915963782834716,2.9541015625,2.903469079939668,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2992281.6,274325872.128,38270.908500000005,7383602.687999999,281747745.72450006,2202120000.0,9360000.0,68812800.0,2280292800.0,2565032827.3245,2.5650328273245
1080p,1920,1080,128,128,11,32,4096,50.0,ws,run_22284aa53534,99e2da084da0,22284aa53534,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12135.0,7261.0,0.0,182025.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3660540.0,3441000.0,4500.0,215040.0,1.735298168296378,1.7578125,1.727684080625257,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,445132.80000000005,20404403.712,5693.193,3691801.3439999996,24101898.249,550560000.0,720000.0,34406400.0,585686400.0,610233431.049,0.6102334310490001
720p,1280,720,128,128,11,32,256,200.0,ws,run_229d09c2cc44,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,3311950.0,0.0,99123200,102406050.0,99123200.0,6050.0,3276800.0,103776800.0,100300000.0,200000.0,3276800.0,2.937294230098163,2.9541015625,2.9317342055848323,0.12510000000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,22798336.0,652931952.6400001,39851.80375000001,15100641.28,668072445.7237501,16048000000.0,32000000.0,524288000.0,16604288000.0,17295158781.72375,17.29515878172375
720p,1280,720,128,128,11,32,256,200.0,ws,run_229d09c2cc44,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,846750.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10508400.0,8850000.0,20000.0,1638400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.12510000000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3391488.0,48565186.56,5928.3675,7550320.64,56121435.5675,1416000000.0,3200000.0,262144000.0,1681344000.0,1740856923.5675,1.7408569235675002
1080p,1920,1080,128,128,11,32,256,200.0,ws,run_229d09c2cc44,0e1c8225fed7,baa996b2c08e,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,7948680.0,0.0,237895680,245774520.0,237895680.0,14520.0,7864320.0,249064320.0,240720000.0,480000.0,7864320.0,2.937294230098163,2.9541015625,2.9317342055848323,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,54716006.400000006,1567036686.3360002,95644.32900000001,36241539.072,1603373869.7370002,38515200000.0,76800000.0,1258291200.0,39850291200.0,41508381076.137,41.508381076137
1080p,1920,1080,128,128,11,32,256,200.0,ws,run_229d09c2cc44,0e1c8225fed7,baa996b2c08e,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,2032200.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25220160.0,21240000.0,48000.0,3932160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8139571.2,116556447.744,14228.082,18120769.536,134691445.362,3398400000.0,7680000.0,629145600.0,4035225600.0,4178056616.562,4.1780566165619994
hires,2048,2048,128,128,11,32,256,200.0,ws,run_229d09c2cc44,1e6d8c7ddd41,baa996b2c08e,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,16957184.0,0.0,507510784,524318976.0,507510784.0,30976.0,16777216.0,531337216.0,513536000.0,1024000.0,16777216.0,2.937294230098163,2.9541015625,2.9317342055848323,0.569344,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,116727480.32000001,3343011597.5168004,204041.23520000002,77315283.3536,3420530922.1056004,82165760000.0,163840000.0,2684354560.0,85013954560.0,88551212962.4256,88.5512129624256
hires,2048,2048,128,128,11,32,256,200.0,ws,run_229d09c2cc44,1e6d8c7ddd41,baa996b2c08e,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,4335360.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,53803008.0,45312000.0,102400.0,8388608.0,1.7478909995751657,1.7578125,1.7445029983645284,0.569344,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,17364418.560000002,248653755.1872,30353.2416,38657641.6768,287341750.1056,7249920000.0,16384000.0,1342177280.0,8608481280.0,8913187448.6656,8.9131874486656
1080p,1920,1080,128,128,7,32,1024,50.0,os,run_22c65a864bce,1a8a15fc24d5,22c65a864bce,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,29727.0,24863.0,0.0,445905.0,0.0,5268480,5755680.0,5268480.0,164640.0,322560.0,7213020.0,7081500.0,24000.0,107520.0,1.379559988738286,3.125,1.3795045045045031,0.13567500000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,1211750.4000000001,54388758.144,1699648.692,2854406.0160000003,58942812.852000006,1133040000.0,3840000.0,17203200.0,1154083200.0,1214237763.252,1.214237763252
1080p,1920,1080,128,128,7,32,1024,50.0,os,run_22c65a864bce,1a8a15fc24d5,22c65a864bce,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17480.0,15903.0,0.0,262200.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1187790.0,968250.0,4500.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.13567500000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,445132.80000000005,9989771.904000001,624360.7440000001,3805874.688,14420007.336000003,154920000.0,720000.0,34406400.0,190046400.0,204911540.136,0.20491154013600002
720p,1280,720,128,128,3,128,256,200.0,ws,run_231eda56e49e,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17141.0,16765.0,0.0,857050.0,0.0,7372800,8192450.0,7372800.0,450.0,819200.0,9729200.0,8850000.0,60000.0,819200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,1695744.0,48565186.56,2964.18375,3775160.32,52343311.063750006,1416000000.0,9600000.0,131072000.0,1556672000.0,1610711055.06375,1.61071105506375
720p,1280,720,128,128,3,128,256,200.0,ws,run_231eda56e49e,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17223.0,16765.0,0.0,861150.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10548400.0,8850000.0,60000.0,1638400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3391488.0,48565186.56,5928.3675,7550320.64,56121435.5675,1416000000.0,9600000.0,262144000.0,1687744000.0,1747256923.5675,1.7472569235675002
1080p,1920,1080,128,128,3,128,256,200.0,ws,run_231eda56e49e,1159e5e40532,d661eb040eba,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17141.0,16765.0,0.0,2056920.0,0.0,17694720,19661880.0,17694720.0,1080.0,1966080.0,23350080.0,21240000.0,144000.0,1966080.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.010368,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,4069785.6,116556447.744,7114.041,9060384.768,125623946.553,3398400000.0,23040000.0,314572800.0,3736012800.0,3865706532.153,3.8657065321529998
1080p,1920,1080,128,128,3,128,256,200.0,ws,run_231eda56e49e,1159e5e40532,d661eb040eba,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17223.0,16765.0,0.0,2066760.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25316160.0,21240000.0,144000.0,3932160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.010368,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8139571.2,116556447.744,14228.082,18120769.536,134691445.362,3398400000.0,23040000.0,629145600.0,4050585600.0,4193416616.562,4.193416616562
hires,2048,2048,128,128,3,128,256,200.0,ws,run_231eda56e49e,2264bcaf76ec,d661eb040eba,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17141.0,16765.0,0.0,4388096.0,0.0,37748736,41945344.0,37748736.0,2304.0,4194304.0,49813504.0,45312000.0,307200.0,4194304.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8682209.280000001,248653755.1872,15176.6208,19328820.8384,267997752.6464,7249920000.0,49152000.0,671088640.0,7970160640.0,8246840601.9264,8.246840601926401
hires,2048,2048,128,128,3,128,256,200.0,ws,run_231eda56e49e,2264bcaf76ec,d661eb040eba,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17223.0,16765.0,0.0,4409088.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,54007808.0,45312000.0,307200.0,8388608.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,17364418.560000002,248653755.1872,30353.2416,38657641.6768,287341750.1056,7249920000.0,49152000.0,1342177280.0,8641249280.0,8945955448.6656,8.9459554486656
