resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_read_pj_per_access,sram_write_pj_per_access,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,11,128,1024,200.0,ws,run_8afb982cdd58,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,11853.0,10621.0,0.0,118530.0,0.0,12390400,12494010.0,12390400.0,1210.0,102400.0,14430400.0,14172000.0,156000.0,102400.0,0.7120327652763393,0.738525390625,0.7035538189599033,0.007818750000000001,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2849792.0,127911365.12,12491.34425,906160.64,128830017.10425,2267520000.0,24960000.0,16384000.0,2308864000.0,2440543809.10425,2.44054380910425
720p,1280,720,128,128,11,128,1024,200.0,ws,run_8afb982cdd58,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11904.0,10621.0,0.0,119040.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2578800.0,2362000.0,12000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.007818750000000001,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,423936.0,9514068.48,1858.2165,1812321.28,11328247.976499999,377920000.0,1920000.0,32768000.0,412608000.0,424360183.9765,0.4243601839765
720p,1280,720,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56851.0,56319.0,0.0,2842550.0,0.0,20480000,24217600.0,20480000.0,1280000.0,2457600.0,21339200.0,20480000.0,40000.0,819200.0,2.840959534082637,6.25,2.8409090909090677,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4710400.0,431839232.00000006,26989952.000000004,42192015.36,501021199.3600001,3276800000.0,6400000.0,131072000.0,3414272000.0,3920003599.36,3.92000359936
720p,1280,720,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40160.0,39935.0,0.0,2008000.0,0.0,14745600,11571200.0,7372800.0,921600.0,3276800.0,9078400.0,7400000.0,40000.0,1638400.0,2.8846876173782396,12.5,2.884615384615348,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,3391488.0,155462123.52,19432765.44,56256020.48,231150909.44,1184000000.0,6400000.0,262144000.0,1452544000.0,1687086397.44,1.68708639744
1080p,1920,1080,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,12e781937f7e,fa63cfe7d9f3,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56851.0,56319.0,0.0,6822120.0,0.0,49152000,58122240.0,49152000.0,3072000.0,5898240.0,51214080.0,49152000.0,96000.0,1966080.0,2.840959534082637,6.25,2.8409090909090677,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,11304960.0,1036414156.8000001,64775884.800000004,101260836.864,1202450878.4640002,7864320000.0,15360000.0,314572800.0,8194252800.0,9408008638.464,9.408008638464
1080p,1920,1080,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,12e781937f7e,fa63cfe7d9f3,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40160.0,39935.0,0.0,4819200.0,0.0,35389440,27770880.0,17694720.0,2211840.0,7864320.0,21788160.0,17760000.0,96000.0,3932160.0,2.8846876173782396,12.5,2.884615384615348,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8139571.2,373109096.448,46638637.056,135014449.15199998,554762182.656,2841600000.0,15360000.0,629145600.0,3486105600.0,4049007353.856,4.049007353856
hires,2048,2048,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,b1396b6c3965,fa63cfe7d9f3,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56851.0,56319.0,0.0,14553856.0,0.0,104857600,123994112.0,104857600.0,6553600.0,12582912.0,109256704.0,104857600.0,204800.0,4194304.0,2.840959534082637,6.25,2.8409090909090677,0.704512,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,24117248.0,2211016867.84,138188554.24,216023118.64319998,2565228540.7232,16777216000.0,32768000.0,671088640.0,17481072640.0,20070418428.723198,20.070418428723197
hires,2048,2048,128,128,5,16,4096,800.0,os,run_8b38aaa7f447,b1396b6c3965,fa63cfe7d9f3,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40160.0,39935.0,0.0,10280960.0,0.0,75497472,59244544.0,37748736.0,4718592.0,16777216.0,46481408.0,37888000.0,204800.0,8388608.0,2.8846876173782396,12.5,2.884615384615348,0.704512,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17364418.560000002,795966072.4224001,99495759.05280001,288030824.8576,1183492656.3328001,6062080000.0,32768000.0,1342177280.0,7437025280.0,8637882354.8928,8.637882354892799
1080p,1920,1080,128,128,11,32,4096,50.0,os,run_8b5d595325f1,3ff8f460d0eb,8b5d595325f1,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,58481.0,40991.0,0.0,877215.0,0.0,13009920,13739040.0,13009920.0,406560.0,322560.0,13176270.0,13010250.0,58500.0,107520.0,2.0663072381742333,3.125,2.0662568306010884,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2992281.6,274325872.128,8572683.504,5537702.016,288436257.648,2081640000.0,9360000.0,17203200.0,2108203200.0,2399631739.248,2.399631739248
1080p,1920,1080,128,128,11,32,4096,50.0,os,run_8b5d595325f1,3ff8f460d0eb,8b5d595325f1,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17480.0,15903.0,0.0,262200.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1187790.0,968250.0,4500.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.281475,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,445132.80000000005,20404403.712,1275275.232,7383602.687999999,29063281.632,154920000.0,720000.0,34406400.0,190046400.0,219554814.432,0.219554814432
720p,1280,720,128,128,7,128,1024,50.0,os,run_8b659f386dff,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,5050000.0,2858450.0,40140800,42912000.0,40140800.0,313600.0,2457600.0,248986700.0,247852500.0,315000.0,819200.0,0.0510672002668,0.78125,0.1263407590759075,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9232384.0,414390538.24,3237426.08,21747855.360000003,439375819.68,39656400000.0,50400000.0,131072000.0,39837872000.0,40286480203.68,40.28648020368
720p,1280,720,128,128,7,128,1024,50.0,os,run_8b659f386dff,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,1863400.0,0.0,14745600,10764800.0,7372800.0,115200.0,3276800.0,9073400.0,7375000.0,60000.0,1638400.0,0.0534711701274396,1.5625,0.0534695817490493,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,3391488.0,76112547.84,1189258.56,28997140.48,106298946.88000001,1180000000.0,9600000.0,262144000.0,1451744000.0,1561434434.88,1.5614344348800002
1080p,1920,1080,128,128,7,128,1024,50.0,os,run_8b659f386dff,059318389700,2d49c7c2f332,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,12120000.0,6860280.0,96337920,102988800.0,96337920.0,752640.0,5898240.0,597568080.0,594846000.0,756000.0,1966080.0,0.0510672002668,0.78125,0.1263407590759075,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,22157721.6,994537291.776,7769822.592,52194852.864,1054501967.232,95175360000.0,120960000.0,314572800.0,95610892800.0,96687552488.832,96.687552488832
1080p,1920,1080,128,128,7,128,1024,50.0,os,run_8b659f386dff,059318389700,2d49c7c2f332,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,4472160.0,0.0,35389440,25835520.0,17694720.0,276480.0,7864320.0,21776160.0,17700000.0,144000.0,3932160.0,0.0534711701274396,1.5625,0.0534695817490493,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8139571.2,182670114.816,2854220.544,69593137.15200001,255117472.51200002,2832000000.0,23040000.0,629145600.0,3484185600.0,3747442643.712,3.747442643712
hires,2048,2048,128,128,7,128,1024,50.0,os,run_8b659f386dff,3323a6925aae,2d49c7c2f332,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,101000.0,95952.0,57169.0,25856000.0,14635264.0,205520896,219709440.0,205520896.0,1605632.0,12582912.0,1274811904.0,1269004800.0,1612800.0,4194304.0,0.0510672002668,0.78125,0.1263407590759075,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,47269806.080000006,2121679555.7888,16575621.5296,111349019.4432,2249604196.7616,203040768000.0,258048000.0,671088640.0,203969904640.0,206266778642.8416,206.26677864284162
hires,2048,2048,128,128,7,128,1024,50.0,os,run_8b659f386dff,3323a6925aae,2d49c7c2f332,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37268.0,33663.0,0.0,9540608.0,0.0,75497472,55115776.0,37748736.0,589824.0,16777216.0,46455808.0,37760000.0,307200.0,8388608.0,0.0534711701274396,1.5625,0.0534695817490493,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,17364418.560000002,389696244.9408,6089003.8272,148465359.2576,544250608.0256,6041600000.0,49152000.0,1342177280.0,7432929280.0,7994544306.5856,7.9945443065856
720p,1280,720,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,5829750.0,0.0,40140800,45877650.0,40140800.0,2450.0,5734400.0,52994400.0,47240000.0,20000.0,5734400.0,10.922928222498934,10.9375,10.918174617681109,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9232384.0,414390538.24,25292.39125,50744995.84,465160826.47125006,7558400000.0,3200000.0,917504000.0,8479104000.0,8953497210.47125,8.95349721047125
720p,1280,720,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,1715950.0,0.0,14745600,10650500.0,7372800.0,900.0,3276800.0,15096800.0,11810000.0,10000.0,3276800.0,14.044070586083937,14.0625,14.037653079875708,0.9648,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,3391488.0,76112547.84,9291.0825,28997140.48,105118979.4025,1889600000.0,1600000.0,524288000.0,2415488000.0,2523998467.4025,2.5239984674025
1080p,1920,1080,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,e57267e5973e,1cdb05ced514,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,13991400.0,0.0,96337920,110106360.0,96337920.0,5880.0,13762560.0,127186560.0,113376000.0,48000.0,13762560.0,10.922928222498934,10.9375,10.918174617681109,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,22157721.6,994537291.776,60701.739,121787990.016,1116385983.531,18140160000.0,7680000.0,2202009600.0,20349849600.0,21488393305.131,21.488393305131
1080p,1920,1080,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,e57267e5973e,1cdb05ced514,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,4118280.0,0.0,35389440,25561200.0,17694720.0,2160.0,7864320.0,36232320.0,28344000.0,24000.0,7864320.0,14.044070586083937,14.0625,14.037653079875708,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8139571.2,182670114.816,22298.598,69593137.15200001,252285550.566,4535040000.0,3840000.0,1258291200.0,5797171200.0,6057596321.766,6.057596321766
hires,2048,2048,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,ae204cdb1fbd,1cdb05ced514,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,116595.0,114841.0,0.0,29848320.0,0.0,205520896,234893568.0,205520896.0,12544.0,29360128.0,271331328.0,241868800.0,102400.0,29360128.0,10.922928222498934,10.9375,10.918174617681109,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,47269806.080000006,2121679555.7888,129497.0432,259814378.7008,2381623431.5328,38699008000.0,16384000.0,4697620480.0,43413012480.0,45841905717.6128,45.8419057176128
hires,2048,2048,128,128,7,8,1024,200.0,ws,run_8b7ddb51f561,ae204cdb1fbd,1cdb05ced514,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34319.0,32811.0,0.0,8785664.0,0.0,75497472,54530560.0,37748736.0,4608.0,16777216.0,77295616.0,60467200.0,51200.0,16777216.0,14.044070586083937,14.0625,14.037653079875708,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,17364418.560000002,389696244.9408,47570.3424,148465359.2576,538209174.5408001,9674752000.0,8192000.0,2684354560.0,12367298560.0,12922872153.1008,12.9228721531008
720p,1280,720,128,128,5,128,4096,200.0,os,run_8b7fa7d353ee,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,23650.0,22319.0,0.0,236500.0,0.0,2560000,2887200.0,2560000.0,20000.0,307200.0,2694400.0,2560000.0,32000.0,102400.0,0.0700076168287109,0.78125,0.0700044802867382,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,588800.0,53979904.00000001,421718.00000000006,5274001.92,59675623.92000001,409600000.0,5120000.0,16384000.0,431104000.0,491368423.92,0.49136842392
720p,1280,720,128,128,5,128,4096,200.0,os,run_8b7fa7d353ee,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21602.0,21039.0,0.0,216020.0,0.0,1843200,1345600.0,921600.0,14400.0,409600.0,1138800.0,922000.0,12000.0,204800.0,0.0534721231997718,1.5625,0.0534695817490493,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,423936.0,19432765.44,303636.96,7032002.56,26768404.96,147520000.0,1920000.0,32768000.0,182208000.0,209400340.96,0.20940034096000001
720p,1280,720,128,128,3,16,256,200.0,ws,run_8b849801081d,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,10631.0,10285.0,0.0,106310.0,0.0,921600,1024090.0,921600.0,90.0,102400.0,1284400.0,1180000.0,2000.0,102400.0,3.5002430724355857,3.515625,3.494806329482574,0.09720000000000001,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,211968.0,6070648.32,592.83675,471895.04,6543136.19675,188800000.0,320000.0,16384000.0,205504000.0,212259104.19675,0.21225910419674998
720p,1280,720,128,128,3,16,256,200.0,ws,run_8b849801081d,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10682.0,10285.0,0.0,106820.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1386800.0,1180000.0,2000.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.09720000000000001,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,423936.0,6070648.32,1185.6735,943790.08,7015624.0735,188800000.0,320000.0,32768000.0,221888000.0,229327560.0735,0.2293275600735
720p,1280,720,128,128,5,32,1024,200.0,os,run_8ba8205058ee,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,2290250.0,0.0,20480000,23577600.0,20480000.0,640000.0,2457600.0,24479200.0,23620000.0,40000.0,819200.0,0.8980086657836248,3.125,0.8979885057471252,0.0387,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,4710400.0,211423744.0,6606992.0,21747855.360000003,239778591.36,3779200000.0,6400000.0,131072000.0,3916672000.0,4161160991.36,4.16116099136
720p,1280,720,128,128,5,32,1024,200.0,os,run_8ba8205058ee,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,1862600.0,0.0,14745600,11110400.0,7372800.0,460800.0,3276800.0,9038400.0,7380000.0,20000.0,1638400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,3391488.0,76112547.84,4757034.24,28997140.48,109866722.56,1180800000.0,3200000.0,262144000.0,1446144000.0,1559402210.56,1.5594022105599998
1080p,1920,1080,128,128,5,32,1024,200.0,os,run_8ba8205058ee,7afe7440ad61,2c45e6beb605,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,5496600.0,0.0,49152000,56586240.0,49152000.0,1536000.0,5898240.0,58750080.0,56688000.0,96000.0,1966080.0,0.8980086657836248,3.125,0.8979885057471252,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,11304960.0,507416985.6,15856780.8,52194852.864,575468619.264,9070080000.0,15360000.0,314572800.0,9400012800.0,9986786379.264,9.986786379264
1080p,1920,1080,128,128,5,32,1024,200.0,os,run_8ba8205058ee,7afe7440ad61,2c45e6beb605,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,4470240.0,0.0,35389440,26664960.0,17694720.0,1105920.0,7864320.0,21692160.0,17712000.0,48000.0,3932160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8139571.2,182670114.816,11416882.176,69593137.15200001,263680134.14400002,2833920000.0,7680000.0,629145600.0,3470745600.0,3742565305.344,3.742565305344
hires,2048,2048,128,128,5,32,1024,200.0,os,run_8ba8205058ee,a2f10c231836,2c45e6beb605,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,45805.0,44543.0,0.0,11726080.0,0.0,104857600,120717312.0,104857600.0,3276800.0,12582912.0,125333504.0,120934400.0,204800.0,4194304.0,0.8980086657836248,3.125,0.8979885057471252,0.176128,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,24117248.0,1082489569.28,33827799.04,111349019.4432,1227666387.7632,19349504000.0,32768000.0,671088640.0,20053360640.0,21305144275.7632,21.305144275763197
hires,2048,2048,128,128,5,32,1024,200.0,os,run_8ba8205058ee,a2f10c231836,2c45e6beb605,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,9536512.0,0.0,75497472,56885248.0,37748736.0,2359296.0,16777216.0,46276608.0,37785600.0,102400.0,8388608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,17364418.560000002,389696244.9408,24356015.3088,148465359.2576,562517619.5072,6045696000.0,16384000.0,1342177280.0,7404257280.0,7984139318.0672,7.9841393180672
1080p,1920,1080,128,128,7,8,1024,800.0,ws,run_8bee9677c6dc,9b9991cd6b9f,8bee9677c6dc,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,50687.0,50329.0,0.0,760305.0,0.0,5268480,6021855.0,5268480.0,735.0,752640.0,7868640.0,7104000.0,12000.0,752640.0,10.904250034771206,10.9375,10.893427817146032,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,1211750.4000000001,54388758.144,7587.717375,6660280.704000001,61056626.56537501,1136640000.0,1920000.0,120422400.0,1258982400.0,1321250776.965375,1.321250776965375
1080p,1920,1080,128,128,7,8,1024,800.0,ws,run_8bee9677c6dc,9b9991cd6b9f,8bee9677c6dc,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14558.0,14379.0,0.0,218370.0,0.0,1935360,1398030.0,967680.0,270.0,430080.0,2170080.0,1728000.0,12000.0,430080.0,14.0204464844565,14.0625,14.005835764902042,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,445132.80000000005,9989771.904000001,2787.32475,3805874.688,13798433.916750003,276480000.0,1920000.0,68812800.0,347212800.0,361456366.71675,0.36145636671675
720p,1280,720,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,34788.0,32955.0,0.0,1739400.0,0.0,40140800,41781650.0,40140800.0,2450.0,1638400.0,42948400.0,41230000.0,80000.0,1638400.0,2.3790016689424975,2.392578125,2.3744624144406083,0.0603,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9232384.0,264410460.16000003,16138.333750000002,7550320.64,271976919.13375,6596800000.0,12800000.0,262144000.0,6871744000.0,7152953303.13375,7.15295330313375
720p,1280,720,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18310.0,16477.0,0.0,915500.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10488400.0,8835000.0,15000.0,1638400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.0603,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3391488.0,48565186.56,5928.3675,7550320.64,56121435.5675,1413600000.0,2400000.0,262144000.0,1678144000.0,1737656923.5675,1.7376569235675001
1080p,1920,1080,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,f778231d33d2,933719adfa88,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,34788.0,32955.0,0.0,4174560.0,0.0,96337920,100275960.0,96337920.0,5880.0,3932160.0,103076160.0,98952000.0,192000.0,3932160.0,2.3790016689424975,2.392578125,2.3744624144406083,0.13567500000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,22157721.6,634585104.3840001,38732.001000000004,18120769.536,652744605.9210001,15832320000.0,30720000.0,629145600.0,16492185600.0,17167087927.521,17.167087927521
1080p,1920,1080,128,128,7,32,256,50.0,ws,run_8c75e2c8191e,f778231d33d2,933719adfa88,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18310.0,16477.0,0.0,2197200.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25172160.0,21204000.0,36000.0,3932160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.13567500000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8139571.2,116556447.744,14228.082,18120769.536,134691445.362,3392640000.0,5760000.0,629145600.0,4027545600.0,4170376616.562,4.170376616562
