resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
720p,1280,720,128,128,5,32,256,200.0,ws,1903490.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36466800.0,33630000.0,72000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3363000000.0,7200000.0,276480000.0,3646680000.0,3825114660.0,0.0387,accelergy,1.9034900000000001,0.0,3.82511466,7.281067504163401,0.1147534398,100,True,0.0382511466
720p,1280,720,128,128,5,32,256,50.0,ws,2050950.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36403800.0,33573000.0,66000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3357300000.0,6600000.0,276480000.0,3640380000.0,3818814660.0,0.0387,accelergy,2.0509500000000003,0.0,3.81881466,7.832197926927002,0.1145644398,100,True,0.0381881466
720p,1280,720,128,128,5,128,4096,800.0,os,3944860.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34420800.0,31368000.0,288000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3136800000.0,28800000.0,276480000.0,3442080000.0,3640481760.0,0.00241875,accelergy,3.94486,0.0,3.64048176,14.3611908757536,0.1092144528,100,True,0.0364048176
720p,1280,720,128,128,5,128,4096,200.0,os,4072720.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34370800.0,31342000.0,264000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3134200000.0,26400000.0,276480000.0,3437080000.0,3635481760.0,0.004608,accelergy,4.07272,0.0,3.63548176,14.8062992735872,0.1090644528,100,True,0.0363548176
720p,1280,720,128,128,5,64,4096,800.0,os,4160860.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34276800.0,31368000.0,144000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3136800000.0,14400000.0,276480000.0,3427680000.0,3627629760.0,0.009675,accelergy,4.16086,0.0,3.62762976,15.094059563193598,0.1088288928,100,True,0.0362762976
720p,1280,720,128,128,5,64,4096,200.0,os,4288720.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34238800.0,31342000.0,132000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3134200000.0,13200000.0,276480000.0,3423880000.0,3623829760.0,0.009675,accelergy,4.2887200000000005,0.0,3.62382976,15.541591168307201,0.1087148928,100,True,0.0362382976
720p,1280,720,128,128,5,32,4096,200.0,os,4720720.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34178800.0,31342000.0,72000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3134200000.0,7200000.0,276480000.0,3417880000.0,3620925760.0,0.0387,accelergy,4.72072,0.0,3.62092576,17.0933766537472,0.1086277728,100,True,0.0362092576
720p,1280,720,128,128,5,32,4096,50.0,os,5232250.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34167800.0,31337000.0,66000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3133700000.0,6600000.0,276480000.0,3416780000.0,3619825760.0,0.0387,accelergy,5.23225,0.0,3.61982576,18.93983333276,0.1085947728,100,True,0.0361982576
720p,1280,720,128,128,5,32,256,800.0,ws,1866610.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36604800.0,33744000.0,96000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3374400000.0,9600000.0,276480000.0,3660480000.0,3838914660.0,0.0387,accelergy,1.86661,0.0,3.83891466,7.165756493502601,0.1151674398,200,True,0.0191945733
720p,1280,720,128,128,5,32,256,200.0,ws,1903490.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36466800.0,33630000.0,72000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3363000000.0,7200000.0,276480000.0,3646680000.0,3825114660.0,0.0387,accelergy,1.9034900000000001,0.0,3.82511466,7.281067504163401,0.1147534398,200,True,0.0191255733
720p,1280,720,128,128,5,32,256,50.0,ws,2050950.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36403800.0,33573000.0,66000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3357300000.0,6600000.0,276480000.0,3640380000.0,3818814660.0,0.0387,accelergy,2.0509500000000003,0.0,3.81881466,7.832197926927002,0.1145644398,200,True,0.0190940733
720p,1280,720,128,128,5,128,4096,800.0,os,3944860.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34420800.0,31368000.0,288000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3136800000.0,28800000.0,276480000.0,3442080000.0,3640481760.0,0.00241875,accelergy,3.94486,0.0,3.64048176,14.3611908757536,0.1092144528,200,True,0.0182024088
720p,1280,720,128,128,5,128,4096,200.0,os,4072720.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34370800.0,31342000.0,264000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3134200000.0,26400000.0,276480000.0,3437080000.0,3635481760.0,0.004608,accelergy,4.07272,0.0,3.63548176,14.8062992735872,0.1090644528,200,True,0.0181774088
720p,1280,720,128,128,5,64,4096,800.0,os,4160860.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34276800.0,31368000.0,144000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3136800000.0,14400000.0,276480000.0,3427680000.0,3627629760.0,0.009675,accelergy,4.16086,0.0,3.62762976,15.094059563193598,0.1088288928,200,True,0.0181381488
720p,1280,720,128,128,5,64,4096,200.0,os,4288720.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34238800.0,31342000.0,132000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3134200000.0,13200000.0,276480000.0,3423880000.0,3623829760.0,0.009675,accelergy,4.2887200000000005,0.0,3.62382976,15.541591168307201,0.1087148928,200,True,0.0181191488
720p,1280,720,128,128,5,32,4096,200.0,os,4720720.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34178800.0,31342000.0,72000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3134200000.0,7200000.0,276480000.0,3417880000.0,3620925760.0,0.0387,accelergy,4.72072,0.0,3.62092576,17.0933766537472,0.1086277728,200,True,0.0181046288
720p,1280,720,128,128,5,32,4096,50.0,os,5232250.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34167800.0,31337000.0,66000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3133700000.0,6600000.0,276480000.0,3416780000.0,3619825760.0,0.0387,accelergy,5.23225,0.0,3.61982576,18.93983333276,0.1085947728,200,True,0.0180991288
720p,1280,720,128,128,7,64,256,800.0,ws,1878130.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59836800.0,56832000.0,240000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5683200000.0,24000000.0,276480000.0,5983680000.0,6277137540.0,0.015075,accelergy,1.87813,0.0,6.27713754,11.789280328000201,0.1883141262,33,True,0.1902162890909091
720p,1280,720,128,128,7,64,256,200.0,ws,1915010.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59632800.0,56640000.0,228000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5664000000.0,22800000.0,276480000.0,5963280000.0,6256737540.0,0.015075,accelergy,1.9150099999999999,0.0,6.25673754,11.981714956475399,0.1877021262,33,True,0.1895981072727273
720p,1280,720,128,128,7,64,256,50.0,ws,2062470.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59533800.0,56544000.0,225000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5654400000.0,22500000.0,276480000.0,5953380000.0,6246837540.0,0.018432,accelergy,2.06247,0.0,6.24683754,12.883915021123798,0.1874051262,33,True,0.1892981072727273
720p,1280,720,128,128,7,128,4096,800.0,os,4145340.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56756800.0,53512000.0,480000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5351200000.0,48000000.0,276480000.0,5675680000.0,5989961440.0,0.00376875,accelergy,4.14534,0.0,5.98996144,24.8304267556896,0.1796988432,33,True,0.18151398303030303
720p,1280,720,128,128,7,128,4096,200.0,os,4356160.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56690800.0,53470000.0,456000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5347000000.0,45600000.0,276480000.0,5669080000.0,5983361440.0,0.004608,accelergy,4.35616,0.0,5.98336144,26.064479770470403,0.1795008432,33,True,0.18131398303030305
720p,1280,720,128,128,7,64,4096,800.0,os,4534140.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56516800.0,53512000.0,240000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5351200000.0,24000000.0,276480000.0,5651680000.0,5968373440.0,0.015075,accelergy,4.53414,0.0,5.96837344,27.061440749241598,0.1790512032,33,True,0.18085980121212122
720p,1280,720,128,128,7,64,4096,200.0,os,4744960.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56462800.0,53470000.0,228000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5347000000.0,22800000.0,276480000.0,5646280000.0,5962973440.0,0.015075,accelergy,4.744960000000001,0.0,5.96297344,28.294070453862403,0.1788892032,33,True,0.18069616484848486
720p,1280,720,128,128,7,32,4096,200.0,os,5522560.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56354800.0,53470000.0,120000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5347000000.0,12000000.0,276480000.0,5635480000.0,5956997440.0,0.0603,accelergy,5.52256,0.0,5.95699744,32.8978757822464,0.1787099232,33,True,0.18051507393939395
720p,1280,720,128,128,7,32,4096,50.0,os,6365860.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56336300.0,53457500.0,114000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5345750000.0,11400000.0,276480000.0,5633630000.0,5955147440.0,0.0603,accelergy,6.3658600000000005,0.0,5.95514744,37.90963488239841,0.1786544232,33,True,0.18045901333333333
720p,1280,720,128,128,7,64,256,800.0,ws,1878130.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59836800.0,56832000.0,240000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5683200000.0,24000000.0,276480000.0,5983680000.0,6277137540.0,0.015075,accelergy,1.87813,0.0,6.27713754,11.789280328000201,0.1883141262,100,True,0.0627713754
720p,1280,720,128,128,7,64,256,200.0,ws,1915010.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59632800.0,56640000.0,228000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5664000000.0,22800000.0,276480000.0,5963280000.0,6256737540.0,0.015075,accelergy,1.9150099999999999,0.0,6.25673754,11.981714956475399,0.1877021262,100,True,0.0625673754
720p,1280,720,128,128,7,64,256,50.0,ws,2062470.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59533800.0,56544000.0,225000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5654400000.0,22500000.0,276480000.0,5953380000.0,6246837540.0,0.018432,accelergy,2.06247,0.0,6.24683754,12.883915021123798,0.1874051262,100,True,0.0624683754
720p,1280,720,128,128,7,128,4096,800.0,os,4145340.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56756800.0,53512000.0,480000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5351200000.0,48000000.0,276480000.0,5675680000.0,5989961440.0,0.00376875,accelergy,4.14534,0.0,5.98996144,24.8304267556896,0.1796988432,100,True,0.0598996144
720p,1280,720,128,128,7,128,4096,200.0,os,4356160.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56690800.0,53470000.0,456000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5347000000.0,45600000.0,276480000.0,5669080000.0,5983361440.0,0.004608,accelergy,4.35616,0.0,5.98336144,26.064479770470403,0.1795008432,100,True,0.0598336144
720p,1280,720,128,128,7,64,4096,800.0,os,4534140.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56516800.0,53512000.0,240000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5351200000.0,24000000.0,276480000.0,5651680000.0,5968373440.0,0.015075,accelergy,4.53414,0.0,5.96837344,27.061440749241598,0.1790512032,100,True,0.0596837344
720p,1280,720,128,128,7,64,4096,200.0,os,4744960.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56462800.0,53470000.0,228000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5347000000.0,22800000.0,276480000.0,5646280000.0,5962973440.0,0.015075,accelergy,4.744960000000001,0.0,5.96297344,28.294070453862403,0.1788892032,100,True,0.0596297344
720p,1280,720,128,128,7,32,4096,200.0,os,5522560.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56354800.0,53470000.0,120000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5347000000.0,12000000.0,276480000.0,5635480000.0,5956997440.0,0.0603,accelergy,5.52256,0.0,5.95699744,32.8978757822464,0.1787099232,100,True,0.0595699744
720p,1280,720,128,128,7,32,4096,50.0,os,6365860.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56336300.0,53457500.0,114000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5345750000.0,11400000.0,276480000.0,5633630000.0,5955147440.0,0.0603,accelergy,6.3658600000000005,0.0,5.95514744,37.90963488239841,0.1786544232,100,True,0.0595514744
720p,1280,720,128,128,7,64,256,800.0,ws,1878130.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59836800.0,56832000.0,240000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5683200000.0,24000000.0,276480000.0,5983680000.0,6277137540.0,0.015075,accelergy,1.87813,0.0,6.27713754,11.789280328000201,0.1883141262,200,True,0.0313856877
720p,1280,720,128,128,7,64,256,200.0,ws,1915010.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59632800.0,56640000.0,228000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5664000000.0,22800000.0,276480000.0,5963280000.0,6256737540.0,0.015075,accelergy,1.9150099999999999,0.0,6.25673754,11.981714956475399,0.1877021262,200,True,0.0312836877
720p,1280,720,128,128,7,64,256,50.0,ws,2062470.0,0.0,61747200,56221620.0,53452800.0,4020.0,2764800.0,59533800.0,56544000.0,225000.0,2764800.0,12349440.0,267264000.0,20100.0,13824000.0,281108100.0,5654400000.0,22500000.0,276480000.0,5953380000.0,6246837540.0,0.018432,accelergy,2.06247,0.0,6.24683754,12.883915021123798,0.1874051262,200,True,0.0312341877
720p,1280,720,128,128,7,128,4096,800.0,os,4145340.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56756800.0,53512000.0,480000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5351200000.0,48000000.0,276480000.0,5675680000.0,5989961440.0,0.00376875,accelergy,4.14534,0.0,5.98996144,24.8304267556896,0.1796988432,200,True,0.0299498072
720p,1280,720,128,128,7,128,4096,200.0,os,4356160.0,0.0,61747200,60386400.0,53452800.0,482400.0,6451200.0,56690800.0,53470000.0,456000.0,2764800.0,12349440.0,267264000.0,2412000.0,32256000.0,301932000.0,5347000000.0,45600000.0,276480000.0,5669080000.0,5983361440.0,0.004608,accelergy,4.35616,0.0,5.98336144,26.064479770470403,0.1795008432,200,True,0.0299168072
720p,1280,720,128,128,7,64,4096,800.0,os,4534140.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56516800.0,53512000.0,240000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5351200000.0,24000000.0,276480000.0,5651680000.0,5968373440.0,0.015075,accelergy,4.53414,0.0,5.96837344,27.061440749241598,0.1790512032,200,True,0.0298418672
720p,1280,720,128,128,7,64,4096,200.0,os,4744960.0,0.0,61747200,60868800.0,53452800.0,964800.0,6451200.0,56462800.0,53470000.0,228000.0,2764800.0,12349440.0,267264000.0,4824000.0,32256000.0,304344000.0,5347000000.0,22800000.0,276480000.0,5646280000.0,5962973440.0,0.015075,accelergy,4.744960000000001,0.0,5.96297344,28.294070453862403,0.1788892032,200,True,0.0298148672
720p,1280,720,128,128,7,32,4096,200.0,os,5522560.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56354800.0,53470000.0,120000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5347000000.0,12000000.0,276480000.0,5635480000.0,5956997440.0,0.0603,accelergy,5.52256,0.0,5.95699744,32.8978757822464,0.1787099232,200,True,0.0297849872
720p,1280,720,128,128,7,32,4096,50.0,os,6365860.0,0.0,61747200,61833600.0,53452800.0,1929600.0,6451200.0,56336300.0,53457500.0,114000.0,2764800.0,12349440.0,267264000.0,9648000.0,32256000.0,309168000.0,5345750000.0,11400000.0,276480000.0,5633630000.0,5955147440.0,0.0603,accelergy,6.3658600000000005,0.0,5.95514744,37.90963488239841,0.1786544232,200,True,0.0297757372
720p,1280,720,128,128,11,128,256,800.0,ws,1901170.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,127404800.0,123728000.0,912000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12372800000.0,91200000.0,276480000.0,12740480000.0,13379006180.0,0.007818750000000001,accelergy,1.90117,0.0,13.37900618,25.4357651792306,0.4013701854,33,True,0.40542442969696973
720p,1280,720,128,128,11,128,256,200.0,ws,1938050.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126950800.0,123310000.0,876000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12331000000.0,87600000.0,276480000.0,12695080000.0,13333606180.0,0.007818750000000001,accelergy,1.93805,0.0,13.33360618,25.841195457149002,0.4000081854,33,True,0.40404867212121215
720p,1280,720,128,128,11,128,256,50.0,ws,3391650.0,1306140.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126738800.0,123101000.0,873000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12310100000.0,87300000.0,276480000.0,12673880000.0,13312406180.0,0.018432,accelergy,3.39165,38.51045951085755,13.31240618,45.151022420397,0.3993721854,33,True,0.4034062478787879
720p,1280,720,128,128,11,128,256,800.0,ws,1901170.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,127404800.0,123728000.0,912000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12372800000.0,91200000.0,276480000.0,12740480000.0,13379006180.0,0.007818750000000001,accelergy,1.90117,0.0,13.37900618,25.4357651792306,0.4013701854,100,True,0.1337900618
720p,1280,720,128,128,11,128,256,200.0,ws,1938050.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126950800.0,123310000.0,876000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12331000000.0,87600000.0,276480000.0,12695080000.0,13333606180.0,0.007818750000000001,accelergy,1.93805,0.0,13.33360618,25.841195457149002,0.4000081854,100,True,0.1333360618
720p,1280,720,128,128,11,128,256,50.0,ws,3391650.0,1306140.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126738800.0,123101000.0,873000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12310100000.0,87300000.0,276480000.0,12673880000.0,13312406180.0,0.018432,accelergy,3.39165,38.51045951085755,13.31240618,45.151022420397,0.3993721854,100,True,0.1331240618
720p,1280,720,128,128,11,128,256,800.0,ws,1901170.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,127404800.0,123728000.0,912000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12372800000.0,91200000.0,276480000.0,12740480000.0,13379006180.0,0.007818750000000001,accelergy,1.90117,0.0,13.37900618,25.4357651792306,0.4013701854,200,True,0.0668950309
720p,1280,720,128,128,11,128,256,200.0,ws,1938050.0,0.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126950800.0,123310000.0,876000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12331000000.0,87600000.0,276480000.0,12695080000.0,13333606180.0,0.007818750000000001,accelergy,1.93805,0.0,13.33360618,25.841195457149002,0.4000081854,200,True,0.0666680309
720p,1280,720,128,128,11,128,256,50.0,ws,3391650.0,1306140.0,128102400,122581140.0,119808000.0,8340.0,2764800.0,126738800.0,123101000.0,873000.0,2764800.0,25620480.0,599040000.0,41700.0,13824000.0,612905700.0,12310100000.0,87300000.0,276480000.0,12673880000.0,13312406180.0,0.018432,accelergy,3.39165,38.51045951085755,13.31240618,45.151022420397,0.3993721854,200,True,0.0665620309
hires,2048,2048,128,128,3,16,256,800.0,ws,8464896.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103923712.0,90931200.0,409600.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9093120000.0,40960000.0,1258291200.0,10392371200.0,10855456921.599998,0.442368,accelergy,8.464896,0.0,10.855456921599998,91.89031387382414,0.32566370764799996,33,True,0.3289532400484848
hires,2048,2048,128,128,3,16,256,200.0,ws,8625152.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103309312.0,90624000.0,102400.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9062400000.0,10240000.0,1258291200.0,10330931200.0,10794016921.599998,0.442368,accelergy,8.625152,0.0,10.794016921599999,93.10003663937208,0.32382050764799997,33,True,0.3270914218666666
hires,2048,2048,128,128,3,16,256,50.0,ws,9266176.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103130112.0,90470400.0,76800.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9047040000.0,7680000.0,1258291200.0,10313011200.0,10776096921.599998,0.442368,accelergy,9.266176,0.0,10.776096921599999,99.8532106686038,0.32328290764799994,33,True,0.32654839156363635
hires,2048,2048,128,128,3,128,1024,800.0,os,17345536.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,89178112.0,75776000.0,819200.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7577600000.0,81920000.0,1258291200.0,8917811200.0,9469172121.599998,0.006912,accelergy,17.345536000000003,0.0,9.469172121599998,164.24786592540917,0.28407516364799995,33,True,0.28694460974545455
hires,2048,2048,128,128,3,128,1024,200.0,os,17675776.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,88768512.0,75571200.0,614400.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7557120000.0,61440000.0,1258291200.0,8876851200.0,9428212121.599998,0.02097152,accelergy,17.675776,0.0,9.428212121599998,166.6509655418863,0.2828463636479999,33,True,0.28570339762424235
hires,2048,2048,128,128,3,64,1024,200.0,os,18134528.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88461312.0,75571200.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7557120000.0,30720000.0,1258291200.0,8846131200.0,9401915801.599998,0.027648,accelergy,18.134528,0.0,9.401915801599998,170.4993053577576,0.2820574740479999,33,True,0.28490653944242417
hires,2048,2048,128,128,3,32,1024,200.0,os,19052032.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88358912.0,75571200.0,204800.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7557120000.0,20480000.0,1258291200.0,8835891200.0,9400523161.599998,0.110592,accelergy,19.052032,0.0,9.400523161599999,179.09906809154435,0.28201569484799993,33,True,0.284864338230303
hires,2048,2048,128,128,3,64,1024,50.0,os,19456000.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88410112.0,75520000.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7552000000.0,30720000.0,1258291200.0,8841011200.0,9396795801.599998,0.08388608,accelergy,19.456,0.0,9.396795801599998,182.82405911592954,0.28190387404799994,33,True,0.2847513879272727
hires,2048,2048,128,128,3,32,1024,50.0,os,20373504.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88256512.0,75520000.0,153600.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7552000000.0,15360000.0,1258291200.0,8825651200.0,9390283161.599998,0.110592,accelergy,20.373504,0.0,9.3902831616,191.31297155399022,0.2817084948479999,33,True,0.28455403519999994
hires,2048,2048,128,128,3,16,256,800.0,ws,8464896.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103923712.0,90931200.0,409600.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9093120000.0,40960000.0,1258291200.0,10392371200.0,10855456921.599998,0.442368,accelergy,8.464896,0.0,10.855456921599998,91.89031387382414,0.32566370764799996,100,True,0.10855456921599999
hires,2048,2048,128,128,3,16,256,200.0,ws,8625152.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103309312.0,90624000.0,102400.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9062400000.0,10240000.0,1258291200.0,10330931200.0,10794016921.599998,0.442368,accelergy,8.625152,0.0,10.794016921599999,93.10003663937208,0.32382050764799997,100,True,0.10794016921599998
hires,2048,2048,128,128,3,16,256,50.0,ws,9266176.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103130112.0,90470400.0,76800.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9047040000.0,7680000.0,1258291200.0,10313011200.0,10776096921.599998,0.442368,accelergy,9.266176,0.0,10.776096921599999,99.8532106686038,0.32328290764799994,100,True,0.10776096921599998
hires,2048,2048,128,128,3,128,1024,800.0,os,17345536.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,89178112.0,75776000.0,819200.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7577600000.0,81920000.0,1258291200.0,8917811200.0,9469172121.599998,0.006912,accelergy,17.345536000000003,0.0,9.469172121599998,164.24786592540917,0.28407516364799995,100,True,0.09469172121599999
hires,2048,2048,128,128,3,128,1024,200.0,os,17675776.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,88768512.0,75571200.0,614400.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7557120000.0,61440000.0,1258291200.0,8876851200.0,9428212121.599998,0.02097152,accelergy,17.675776,0.0,9.428212121599998,166.6509655418863,0.2828463636479999,100,True,0.09428212121599998
